Bravyi-Kitaev mapping of BeH2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-12.109913082430284+0j)
IIIXYYIIIIIZYY (0.003837793816051584+0j)
XYYXZIIIIIZIXX (-0.0040839005277451+0j)
XXYYZIIIIIZIXX (0.0040839005277451+0j)
XYYXZIIIIIIZYY (-0.0040839005277451+0j)
XXYYZIIIIIIZYY (0.0040839005277451+0j)
IIIIIIIIYZYIXX (0.005226423196581956+0j)
IIIIIIIIXIYIXY (-0.005226423196581956+0j)
IIYIIIYZYYXIXX (0.003941957517629359+0j)
IIXZZIXIXYYIXX (0.003941957517629359+0j)
IIYIIIYZYXXIXY (-0.003941957517629359+0j)
IIXZZIXIXXYIXY (-0.003941957517629359+0j)
IIZIXXIIXYYIXX (-0.0038377938160515873+0j)
IIIZYYIIXYYIXX (-0.0038377938160515873+0j)
IIZIXXIIXXYIXY (0.0038377938160515873+0j)
IIIZYYIIXXYIXY (0.0038377938160515873+0j)
XYYZZIIIXYYIXX (0.004083900527745103+0j)
XXXIIIIIXYYIXX (0.004083900527745103+0j)
XYYZZIIIXXYIXY (-0.004083900527745103+0j)
XXXIIIIIXXYIXY (-0.004083900527745103+0j)
IIIIIIIZYIYIXX (0.006332744308435366+0j)
IIIIIIIZXZYIXY (-0.006332744308435366+0j)
IIIIIIZZXIXIXX (-0.044671673136156595+0j)
IIIIIIZZYZXIXY (-0.044671673136156595+0j)
IIXIXYYZXIXIXX (-0.0062283193815921+0j)
IIXIXXXIYIYIXX (0.0062283193815921+0j)
IIXIXYYZYZXIXY (-0.0062283193815921+0j)
IIXIXXXIXZYIXY (-0.0062283193815921+0j)
XYZIIIYZXIXIXX (-0.005763291086475866+0j)
XXZIIIXIYIYIXX (0.005763291086475866+0j)
XYZIIIYZYZXIXY (-0.005763291086475866+0j)
XXZIIIXIXZYIXY (-0.005763291086475866+0j)
IIIIIZIIYIYIXX (0.0017194454534694749+0j)
IIIIIZIIXZYIXY (-0.0017194454534694749+0j)
XYYIXXIIYIYIXX (-0.0009342817457141799+0j)
XXYIXYIIYIYIXX (0.0009342817457141799+0j)
XYYIXXIIXZYIXY (0.0009342817457141799+0j)
XXYIXYIIXZYIXY (-0.0009342817457141799+0j)
IIIIZZIIYIYIXX (0.0010631772368491783+0j)
IIIIZZIIXZYIXY (-0.0010631772368491783+0j)
YIYIXZIIYIYIXX (-0.0008049219959079178+0j)
XZYIYIIIYIYIXX (0.0008049219959079178+0j)
YIYIXZIIXZYIXY (0.0008049219959079178+0j)
XZYIYIIIXZYIXY (-0.0008049219959079178+0j)
IIIZIIIIYIYIXX (0.001142522668836852+0j)
IIIZIIIIXZYIXY (-0.001142522668836852+0j)
IIZZZIIIYIYIXX (0.0011425226688368529+0j)
IIZZZIIIXZYIXY (-0.0011425226688368529+0j)
IZIIIIIIYIYIXX (0.0014816329409562338+0j)
IZIIIIIIXZYIXY (-0.0014816329409562338+0j)
ZZIIIIIIYIYIXX (0.002233663996386527+0j)
ZZIIIIIIXZYIXY (-0.002233663996386527+0j)
IIXIYIYXIIXIXX (-0.002863486572037971+0j)
IIXIXZXYZIYIXX (0.002863486572037971+0j)
IIXIYIYYIIXIXY (-0.002863486572037971+0j)
IIXIXZXXZIYIXY (-0.002863486572037971+0j)
YIZIIIYXIIXIXX (-0.005430157266798539+0j)
XZZIIIXYZIYIXX (0.005430157266798539+0j)
YIZIIIYYIIXIXY (-0.005430157266798539+0j)
XZZIIIXXZIYIXY (-0.005430157266798539+0j)
IIIIZXIYZIYIXX (-0.005199146024814357+0j)
IIIIIXIYZIYIXX (0.005199146024814357+0j)
IIIIZXIXZIYIXY (0.005199146024814357+0j)
IIIIIXIXZIYIXY (-0.005199146024814357+0j)
YIYIXXIYZIYIXX (0.001788941716477135+0j)
XZYIXYIYZIYIXX (-0.001788941716477135+0j)
YIYIXXIXZIYIXY (-0.001788941716477135+0j)
XZYIXYIXZIYIXY (0.001788941716477135+0j)
XYYIXZIYZIYIXX (-0.0005988976538622378+0j)
XXYIYIIYZIYIXX (0.0005988976538622378+0j)
XYYIXZIXZIYIXY (0.0005988976538622378+0j)
XXYIYIIXZIYIXY (-0.0005988976538622378+0j)
ZXIIIIIYZIYIXX (-0.00409908031204884+0j)
IXIIIIIYZIYIXX (0.00409908031204884+0j)
ZXIIIIIXZIYIXY (0.00409908031204884+0j)
IXIIIIIXZIYIXY (-0.00409908031204884+0j)
IIIIIIIIIIIZZZ (0.06250250544781386+0j)
IIIIIIIYZIYXIZ (-0.009534485483616168+0j)
IIIIIIIXZIYYIZ (0.009534485483616168+0j)
IIIIIIIIIIZZIZ (0.08036167234862382+0j)
IIIIIIIIIZIIZZ (0.0803616723486239+0j)
IIIIIIIIZZIIZZ (0.0805735138630127+0j)
IIIIIIIZIIIIZZ (0.09377551455824538+0j)
IIIIIIZZZIZIZZ (0.12303175502961902+0j)
IIXIXYYZZIZIZZ (0.0017243074155991116+0j)
IIXIXXXIIIIIZZ (0.0017243074155991116+0j)
XYZIIIYZZIZIZZ (0.0017194454534694749+0j)
XXZIIIXIIIIIZZ (0.0017194454534694749+0j)
IIIIIZIIIIIIZZ (0.10038640165320227+0j)
XYYIXXIIIIIIZZ (0.006508726477198147+0j)
XXYIXYIIIIIIZZ (-0.006508726477198147+0j)
IIIIZZIIIIIIZZ (0.10374044534077097+0j)
YIYIXZIIIIIIZZ (0.0017199469974447713+0j)
XZYIYIIIIIIIZZ (-0.0017199469974447713+0j)
IIIZIIIIIIIIZZ (0.09279999627169257+0j)
IIZZZIIIIIIIZZ (0.09279999627169265+0j)
IZIIIIIIIIIIZZ (0.0998566221517386+0j)
ZZIIIIIIIIIIZZ (0.10791347828879969+0j)
IIIIIIIIYIYZXZ (-0.011607207569915054+0j)
IIIIIIIIXZYZYI (0.011607207569915054+0j)
IIIIIIIYYZIYYZ (0.02049489390495392+0j)
IIIIIIIXXIIYYZ (0.01768289792966363+0j)
IIIIIIIYXIIXYZ (0.0028119959752902915+0j)
IIIIIIIXYZIYXI (0.0028119959752902915+0j)
IIIIIIIYYZIXXI (0.01768289792966363+0j)
IIIIIIIXXIIXXI (0.02049489390495392+0j)
IIXIYIYZZIZYYZ (0.0036591384479716686+0j)
IIXIXZXIIIIYYZ (0.0036591384479716686+0j)
IIXIYIYZZIZXXI (0.0036591384479716686+0j)
IIXIXZXIIIIXXI (0.0036591384479716686+0j)
YIZIIIYZZIZYYZ (0.005199146024814357+0j)
XZZIIIXIIIIYYZ (0.005199146024814357+0j)
YIZIIIYZZIZXXI (0.005199146024814357+0j)
XZZIIIXIIIIXXI (0.005199146024814357+0j)
IIIIZXIIIIIYYZ (-0.04123793989295712+0j)
IIIIIXIIIIIYYZ (0.04123793989295712+0j)
IIIIZXIIIIIXXI (-0.04123793989295712+0j)
IIIIIXIIIIIXXI (0.04123793989295712+0j)
YIYIXXIIIIIYYZ (-0.011254432481060938+0j)
XZYIXYIIIIIYYZ (0.011254432481060938+0j)
YIYIXXIIIIIXXI (-0.011254432481060938+0j)
XZYIXYIIIIIXXI (0.011254432481060938+0j)
XYYIXZIIIIIYYZ (-0.023805173323467002+0j)
XXYIYIIIIIIYYZ (0.023805173323467002+0j)
XYYIXZIIIIIXXI (-0.023805173323467002+0j)
XXYIYIIIIIIXXI (0.023805173323467002+0j)
ZXIIIIIIIIIYYZ (-0.03578157683499356+0j)
IXIIIIIIIIIYYZ (0.03578157683499356+0j)
ZXIIIIIIIIIXXI (-0.03578157683499356+0j)
IXIIIIIIIIIXXI (0.03578157683499356+0j)
IIIIIIIIYIXZYZ (-0.0006975134065945205+0j)
IIIIIIIIXZXZXI (-0.0006975134065945205+0j)
IIXYZIYZZIIIXZ (-0.003837793816051584+0j)
IIXXZIXIIIZIXZ (-0.003837793816051584+0j)
IIXYZIYZZIZZXI (0.003837793816051584+0j)
IIXXZIXIIIIZXI (0.003837793816051584+0j)
IIIYYXIIIIZIXZ (-0.012438323923068744+0j)
IIIXYYIIIIZIXZ (0.012438323923068744+0j)
IIIYYXIIIIIZXI (0.012438323923068744+0j)
IIIXYYIIIIIZXI (-0.012438323923068744+0j)
XYYXZIIIIIZIXZ (-0.011875719590358711+0j)
XXYYZIIIIIZIXZ (0.011875719590358711+0j)
XYYXZIIIIIIZXI (0.011875719590358711+0j)
XXYYZIIIIIIZXI (-0.011875719590358711+0j)
IIIIIIIIYZYIXZ (-0.0006975134065945205+0j)
IIIIIIIIXIYIYI (0.0006975134065945205+0j)
IIYIIIYZYYXIXZ (0.0038377938160515873+0j)
IIXZZIXIXYYIXZ (0.0038377938160515873+0j)
IIYIIIYZYXXIYI (-0.0038377938160515873+0j)
IIXZZIXIXXYIYI (-0.0038377938160515873+0j)
IIZIXXIIXYYIXZ (-0.01243832392306875+0j)
IIIZYYIIXYYIXZ (-0.01243832392306875+0j)
IIZIXXIIXXYIYI (0.01243832392306875+0j)
IIIZYYIIXXYIYI (0.01243832392306875+0j)
XYYZZIIIXYYIXZ (0.011875719590358724+0j)
XXXIIIIIXYYIXZ (0.011875719590358724+0j)
XYYZZIIIXXYIYI (-0.011875719590358724+0j)
XXXIIIIIXXYIYI (-0.011875719590358724+0j)
IIIIIIIZYIYIXZ (-0.0044220113725580955+0j)
IIIIIIIZXZYIYI (0.0044220113725580955+0j)
IIIIIIZZXIXIXZ (0.026933903862159703+0j)
IIIIIIZZYZXIYI (0.026933903862159703+0j)
IIXIXYYZXIXIXZ (0.0016806933093403249+0j)
IIXIXXXIYIYIXZ (-0.0016806933093403249+0j)
IIXIXYYZYZXIYI (0.0016806933093403249+0j)
IIXIXXXIXZYIYI (0.0016806933093403249+0j)
XYZIIIYZXIXIXZ (0.0009342817457141799+0j)
XXZIIIXIYIYIXZ (-0.0009342817457141799+0j)
XYZIIIYZYZXIYI (0.0009342817457141799+0j)
XXZIIIXIXZYIYI (0.0009342817457141799+0j)
IIIIIZIIYIYIXZ (0.006508726477198147+0j)
IIIIIZIIXZYIYI (-0.006508726477198147+0j)
XYYIXXIIYIYIXZ (0.019283108288725894+0j)
XXYIXYIIYIYIXZ (-0.019283108288725894+0j)
XYYIXXIIXZYIYI (-0.019283108288725894+0j)
XXYIXYIIXZYIYI (0.019283108288725894+0j)
IIIIZZIIYIYIXZ (0.012197965753551948+0j)
IIIIZZIIXZYIYI (-0.012197965753551948+0j)
YIYIXZIIYIYIXZ (0.018098678905329926+0j)
XZYIYIIIYIYIXZ (-0.018098678905329926+0j)
YIYIXZIIXZYIYI (-0.018098678905329926+0j)
XZYIYIIIXZYIYI (0.018098678905329926+0j)
IIIZIIIIYIYIXZ (-0.012573232996953232+0j)
IIIZIIIIXZYIYI (0.012573232996953232+0j)
IIZZZIIIYIYIXZ (-0.012573232996953242+0j)
IIZZZIIIXZYIYI (0.012573232996953242+0j)
IZIIIIIIYIYIXZ (0.009012402710649133+0j)
IZIIIIIIXZYIYI (-0.009012402710649133+0j)
ZZIIIIIIYIYIXZ (0.009780396756415873+0j)
ZZIIIIIIXZYIYI (-0.009780396756415873+0j)
IIXIYIYXIIXIXZ (-0.0008335439547211461+0j)
IIXIXZXYZIYIXZ (0.0008335439547211461+0j)
IIXIYIYYIIXIYI (-0.0008335439547211461+0j)
IIXIXZXXZIYIYI (-0.0008335439547211461+0j)
YIZIIIYXIIXIXZ (-0.001788941716477135+0j)
XZZIIIXYZIYIXZ (0.001788941716477135+0j)
YIZIIIYYIIXIYI (-0.001788941716477135+0j)
XZZIIIXXZIYIYI (-0.001788941716477135+0j)
IIIIZXIYZIYIXZ (0.011254432481060938+0j)
IIIIIXIYZIYIXZ (-0.011254432481060938+0j)
IIIIZXIXZIYIYI (-0.011254432481060938+0j)
IIIIIXIXZIYIYI (0.011254432481060938+0j)
YIYIXXIYZIYIXZ (0.014137963730554301+0j)
XZYIXYIYZIYIXZ (-0.014137963730554301+0j)
YIYIXXIXZIYIYI (-0.014137963730554301+0j)
XZYIXYIXZIYIYI (0.014137963730554301+0j)
XYYIXZIYZIYIXZ (0.015286682930039637+0j)
XXYIYIIYZIYIXZ (-0.015286682930039637+0j)
XYYIXZIXZIYIYI (-0.015286682930039637+0j)
XXYIYIIXZIYIYI (0.015286682930039637+0j)
ZXIIIIIYZIYIXZ (0.014202408128973968+0j)
IXIIIIIYZIYIXZ (-0.014202408128973968+0j)
ZXIIIIIXZIYIYI (-0.014202408128973968+0j)
IXIIIIIXZIYIYI (0.014202408128973968+0j)
IIIIIIIIIIZIZI (0.08602665952400962+0j)
IIIIIIIIIZIZII (0.0860266595240097+0j)
IIIIIIIIZZIZII (0.08178814169455068+0j)
IIIIIIIZIIIZII (0.09219528616642292+0j)
IIIIIIZZZIZZII (0.1157754503589181+0j)
IIXIXYYZZIZZII (0.0007215408112740118+0j)
IIXIXXXIIIIZII (0.0007215408112740118+0j)
XYZIIIYZZIZZII (0.0010631772368491783+0j)
XXZIIIXIIIIZII (0.0010631772368491783+0j)
IIIIIZIIIIIZII (0.10374044534077097+0j)
XYYIXXIIIIIZII (0.012197965753551948+0j)
XXYIXYIIIIIZII (-0.012197965753551948+0j)
IIIIZZIIIIIZII (0.10951832766582141+0j)
YIYIXZIIIIIZII (0.005483361946891082+0j)
XZYIYIIIIIIZII (-0.005483361946891082+0j)
IIIZIIIIIIIZII (0.08975893886236364+0j)
IIZZZIIIIIIZII (0.08975893886236372+0j)
IZIIIIIIIIIZII (0.1026095769172983+0j)
ZZIIIIIIIIIZII (0.11266318038769048+0j)
IIIIIIIYZIXYII (-0.010971855586678908+0j)
IIIIIIIXZIXXII (-0.010971855586678908+0j)
IIIYYZIIIIZXZI (-0.003732279338354019+0j)
IIIXXIIIIIZXZI (-0.003732279338354019+0j)
IIIYYZIIIIIXII (0.003732279338354019+0j)
IIIXXIIIIIIXII (0.003732279338354019+0j)
YIYXZIIIIIZXZI (-0.003453592409869341+0j)
XZYYZIIIIIZXZI (0.003453592409869341+0j)
YIYXZIIIIIIXII (0.003453592409869341+0j)
XZYYZIIIIIIXII (-0.003453592409869341+0j)
IIIIIIIYZZYXZI (-0.010971855586678918+0j)
IIIIIIIXZZYYZI (0.010971855586678918+0j)
IIZIXZIIXYYXZI (-0.003732279338354021+0j)
IIIZXIIIXYYXZI (0.003732279338354021+0j)
IIZIXZIIXXYYZI (0.003732279338354021+0j)
IIIZXIIIXXYYZI (-0.003732279338354021+0j)
YIYZZIIIXYYXZI (0.0034535924098693443+0j)
XZXIIIIIXYYXZI (0.0034535924098693443+0j)
YIYZZIIIXXYYZI (-0.0034535924098693443+0j)
XZXIIIIIXXYYZI (-0.0034535924098693443+0j)
IIIIIIIYIZYXZI (-0.01713990337400787+0j)
IIIIIIIXIZYYZI (0.01713990337400787+0j)
IIXIYIYZXIXXZI (0.0007462478602607016+0j)
IIXIXZXIYIYXZI (-0.0007462478602607016+0j)
IIXIYIYZYZXYZI (0.0007462478602607016+0j)
IIXIXZXIXZYYZI (0.0007462478602607016+0j)
YIZIIIYZXIXXZI (0.0005988976538622378+0j)
XZZIIIXIYIYXZI (-0.0005988976538622378+0j)
YIZIIIYZYZXYZI (0.0005988976538622378+0j)
XZZIIIXIXZYYZI (0.0005988976538622378+0j)
IIIIZXIIYIYXZI (0.023805173323467002+0j)
IIIIIXIIYIYXZI (-0.023805173323467002+0j)
IIIIZXIIXZYYZI (-0.023805173323467002+0j)
IIIIIXIIXZYYZI (0.023805173323467002+0j)
YIYIXXIIYIYXZI (0.015286682930039637+0j)
XZYIXYIIYIYXZI (-0.015286682930039637+0j)
YIYIXXIIXZYYZI (-0.015286682930039637+0j)
XZYIXYIIXZYYZI (0.015286682930039637+0j)
XYYIXZIIYIYXZI (0.020821435222747625+0j)
XXYIYIIIYIYXZI (-0.020821435222747625+0j)
XYYIXZIIXZYYZI (-0.020821435222747625+0j)
XXYIYIIIXZYYZI (0.020821435222747625+0j)
ZXIIIIIIYIYXZI (0.024005440472664733+0j)
IXIIIIIIYIYXZI (-0.024005440472664733+0j)
ZXIIIIIIXZYYZI (-0.024005440472664733+0j)
IXIIIIIIXZYYZI (0.024005440472664733+0j)
IIIIIIZXIIXXZI (0.0345595978163892+0j)
IIIIIIZYIIXYZI (0.0345595978163892+0j)
IIXIXYYXIIXXZI (0.0013110626161813215+0j)
IIXIXXXYZIYXZI (-0.0013110626161813215+0j)
IIXIXYYYIIXYZI (0.0013110626161813215+0j)
IIXIXXXXZIYYZI (0.0013110626161813215+0j)
XYZIIIYXIIXXZI (0.0008049219959079178+0j)
XXZIIIXYZIYXZI (-0.0008049219959079178+0j)
XYZIIIYYIIXYZI (0.0008049219959079178+0j)
XXZIIIXXZIYYZI (0.0008049219959079178+0j)
IIIIIZIYZIYXZI (0.0017199469974447713+0j)
IIIIIZIXZIYYZI (-0.0017199469974447713+0j)
XYYIXXIYZIYXZI (0.018098678905329926+0j)
XXYIXYIYZIYXZI (-0.018098678905329926+0j)
XYYIXXIXZIYYZI (-0.018098678905329926+0j)
XXYIXYIXZIYYZI (0.018098678905329926+0j)
IIIIZZIYZIYXZI (0.005483361946891082+0j)
IIIIZZIXZIYYZI (-0.005483361946891082+0j)
YIYIXZIYZIYXZI (0.020467894221267564+0j)
XZYIYIIYZIYXZI (-0.020467894221267564+0j)
YIYIXZIXZIYYZI (-0.020467894221267564+0j)
XZYIYIIXZIYYZI (0.020467894221267564+0j)
IIIZIIIYZIYXZI (-0.014425447996548248+0j)
IIIZIIIXZIYYZI (0.014425447996548248+0j)
IIZZZIIYZIYXZI (-0.014425447996548262+0j)
IIZZZIIXZIYYZI (0.014425447996548262+0j)
IZIIIIIYZIYXZI (0.006865537098656869+0j)
IZIIIIIXZIYYZI (-0.006865537098656869+0j)
ZZIIIIIYZIYXZI (0.003326266630218464+0j)
ZZIIIIIXZIYYZI (-0.003326266630218464+0j)
IIIIIIIIIZZZZI (0.09427772585578942+0j)
IIIIIIIIZZZZZI (0.07949191446363252+0j)
IIIIIIIZIIZZZI (0.09405484566698546+0j)
IIIIIIZZZIIZZI (0.14229299196031547+0j)
IIXIXYYZZIIZZI (0.0020412486074172136+0j)
IIXIXXXIIIZZZI (0.0020412486074172136+0j)
XYZIIIYZZIIZZI (0.001142522668836852+0j)
XXZIIIXIIIZZZI (0.001142522668836852+0j)
IIIIIZIIIIZZZI (0.09279999627169257+0j)
XYYIXXIIIIZZZI (-0.012573232996953232+0j)
XXYIXYIIIIZZZI (0.012573232996953232+0j)
IIIIZZIIIIZZZI (0.08975893886236364+0j)
YIYIXZIIIIZZZI (-0.014425447996548248+0j)
XZYIYIIIIIZZZI (0.014425447996548248+0j)
IIIZIIIIIIZZZI (0.11246476027166769+0j)
IIZZZIIIIIZZZI (0.10034007066108222+0j)
IZIIIIIIIIZZZI (0.09224296511028857+0j)
ZZIIIIIIIIZZZI (0.09817224903003095+0j)
IIZXZIIIXYYZZI (-0.006062344805292796+0j)
IIIXIIIIXYYZZI (0.006062344805292796+0j)
IIZXZIIIXXXIII (-0.006062344805292796+0j)
IIIXIIIIXXXIII (0.006062344805292796+0j)
IIXYZIYZXIXZZI (-0.0040839005277451+0j)
IIXXZIXIYIYZZI (0.0040839005277451+0j)
IIXYZIYZYZYIII (-0.0040839005277451+0j)
IIXXZIXIXZXIII (0.0040839005277451+0j)
IIIYYXIIYIYZZI (0.011875719590358711+0j)
IIIXYYIIYIYZZI (-0.011875719590358711+0j)
