Jordan-Wigner mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.41294640079288+0j)
IYYIIIIIIIXX (-2.043620035018846e-06+0j)
IXXIIIIIIIXX (-2.043620035018846e-06+0j)
IZIIIIIIIIYY (6.172287921531704e-06+0j)
IZIIIIIIIIXX (6.172287921531704e-06+0j)
ZIIIIIIIIIYY (0.007611057509161204+0j)
ZIIIIIIIIIXX (0.007611057509161204+0j)
IIIIIIIIYIZY (-0.000341839605664035+0j)
IIIIIIIIXIZX (-0.000341839605664035+0j)
IIIIIIIYZIZY (-0.024878273114469125+0j)
IIIIIIIXZIZX (-0.024878273114469125+0j)
IIIIIIYZYYZY (0.0069858169487153005+0j)
IIIIIIXZXYZY (0.000772967631465137+0j)
IIIIIIYZXXZY (0.006212849317250164+0j)
IIIIIIXZYYZX (0.006212849317250164+0j)
IIIIIIYZYXZX (0.000772967631465137+0j)
IIIIIIXZXXZX (0.0069858169487153005+0j)
IIIIIIYYIYZY (0.013324025405151249+0j)
IIIIIIXXIYZY (0.004163780866985111+0j)
IIIIIIYXIXZY (0.009160244538166138+0j)
IIIIIIXYIYZX (0.009160244538166138+0j)
IIIIIIYYIXZX (0.004163780866985111+0j)
IIIIIIXXIXZX (0.013324025405151249+0j)
IIIYZYIIIYZY (0.030391863647822395+0j)
IIIXZXIIIYZY (0.030391863647822395+0j)
IIIYZYIIIXZX (0.030391863647822395+0j)
IIIXZXIIIXZX (0.030391863647822395+0j)
YZZZZYIIIYZY (0.006768213972694363+0j)
XZZZZXIIIYZY (0.006768213972694363+0j)
YZZZZYIIIXZX (0.006768213972694363+0j)
XZZZZXIIIXZX (0.006768213972694363+0j)
IIIYYIIIIYZY (-0.011340618830608341+0j)
IIIXXIIIIYZY (-0.011340618830608341+0j)
IIIYYIIIIXZX (-0.011340618830608341+0j)
IIIXXIIIIXZX (-0.011340618830608341+0j)
YZZZYIIIIYZY (0.010293100533311185+0j)
XZZZXIIIIYZY (0.010293100533311185+0j)
YZZZYIIIIXZX (0.010293100533311185+0j)
XZZZXIIIIXZX (0.010293100533311185+0j)
IIYYIIIIIYZY (-0.0008058665440099663+0j)
IIXXIIIIIYZY (-0.0008058665440099663+0j)
IIYYIIIIIXZX (-0.0008058665440099663+0j)
IIXXIIIIIXZX (-0.0008058665440099663+0j)
IYZYIIIIIYZY (-0.005201317931196623+0j)
IXZXIIIIIYZY (-0.005201317931196623+0j)
IYZYIIIIIXZX (-0.005201317931196623+0j)
IXZXIIIIIXZX (-0.005201317931196623+0j)
YZYIIIIIIYZY (0.013267432774309322+0j)
XZXIIIIIIYZY (0.013267432774309322+0j)
YZYIIIIIIXZX (0.013267432774309322+0j)
XZXIIIIIIXZX (0.013267432774309322+0j)
YYIIIIIIIYZY (0.022861174142253818+0j)
XXIIIIIIIYZY (0.022861174142253818+0j)
YYIIIIIIIXZX (0.022861174142253818+0j)
XXIIIIIIIXZX (0.022861174142253818+0j)
IIIIIIIYIZZY (-0.025559964068143908+0j)
IIIIIIIXIZZX (-0.025559964068143908+0j)
IIIIIIIZYZZY (0.0004160321184373157+0j)
IIIIIIIZXZZX (0.0004160321184373157+0j)
IIIIIIZIYZZY (0.000198161020842142+0j)
IIIIIIZIXZZX (0.000198161020842142+0j)
IIIIIZIIYZZY (0.004396096586299502+0j)
IIIIIZIIXZZX (0.004396096586299502+0j)
IIIIYYIIYZZY (-8.537848384749039e-08+0j)
IIIIXXIIYZZY (-8.537848384749039e-08+0j)
IIIIYYIIXZZX (-8.537848384749039e-08+0j)
IIIIXXIIXZZX (-8.537848384749039e-08+0j)
IIYZZYIIYZZY (0.02382840498188344+0j)
IIXZZXIIYZZY (0.02382840498188344+0j)
IIYZZYIIXZZX (0.02382840498188344+0j)
IIXZZXIIXZZX (0.02382840498188344+0j)
IYZZZYIIYZZY (-0.0035862728905719675+0j)
IXZZZXIIYZZY (-0.0035862728905719675+0j)
IYZZZYIIXZZX (-0.0035862728905719675+0j)
IXZZZXIIXZZX (-0.0035862728905719675+0j)
IIIIZIIIYZZY (0.0004643354536219154+0j)
IIIIZIIIXZZX (0.0004643354536219154+0j)
IYZZYIIIYZZY (-1.8665224783189632e-06+0j)
IXZZXIIIYZZY (-1.8665224783189632e-06+0j)
IYZZYIIIXZZX (-1.8665224783189632e-06+0j)
IXZZXIIIXZZX (-1.8665224783189632e-06+0j)
IIIZIIIIYZZY (0.00046402693834593153+0j)
IIIZIIIIXZZX (0.00046402693834593153+0j)
YZZYIIIIYZZY (0.012494465142844188+0j)
XZZXIIIIYZZY (0.012494465142844188+0j)
YZZYIIIIXZZX (0.012494465142844188+0j)
XZZXIIIIXZZX (0.012494465142844188+0j)
IIZIIIIIYZZY (-0.024035303747537557+0j)
IIZIIIIIXZZX (-0.024035303747537557+0j)
IYYIIIIIYZZY (0.002171715916025247+0j)
IXXIIIIIYZZY (0.002171715916025247+0j)
IYYIIIIIXZZX (0.002171715916025247+0j)
IXXIIIIIXZZX (0.002171715916025247+0j)
IZIIIIIIYZZY (0.013405565263211454+0j)
IZIIIIIIXZZX (0.013405565263211454+0j)
ZIIIIIIIYZZY (-0.003548854362407984+0j)
ZIIIIIIIXZZX (-0.003548854362407984+0j)
IIIIIIZYZZZY (-0.020180547775478765+0j)
IIIIIIZXZZZX (-0.020180547775478765+0j)
IIIIIZIYZZZY (-0.03172342495963722+0j)
IIIIIZIXZZZX (-0.03172342495963722+0j)
IIIIYYIYZZZY (-1.1758607751883384e-06+0j)
IIIIXXIYZZZY (-1.1758607751883384e-06+0j)
IIIIYYIXZZZX (-1.1758607751883384e-06+0j)
IIIIXXIXZZZX (-1.1758607751883384e-06+0j)
IIYZZYIYZZZY (-0.0035862728905719675+0j)
IIXZZXIYZZZY (-0.0035862728905719675+0j)
IIYZZYIXZZZX (-0.0035862728905719675+0j)
IIXZZXIXZZZX (-0.0035862728905719675+0j)
IYZZZYIYZZZY (0.024144188374651345+0j)
IXZZZXIYZZZY (0.024144188374651345+0j)
IYZZZYIXZZZX (0.024144188374651345+0j)
IXZZZXIXZZZX (0.024144188374651345+0j)
IIIIZIIYZZZY (-0.019677306483957636+0j)
IIIIZIIXZZZX (-0.019677306483957636+0j)
IIYZYIIYZZZY (-1.0275366766839033e-06+0j)
IIXZXIIYZZZY (-1.0275366766839033e-06+0j)
IIYZYIIXZZZX (-1.0275366766839033e-06+0j)
IIXZXIIXZZZX (-1.0275366766839033e-06+0j)
IYZZYIIYZZZY (-4.069101661691209e-06+0j)
IXZZXIIYZZZY (-4.069101661691209e-06+0j)
IYZZYIIXZZZX (-4.069101661691209e-06+0j)
IXZZXIIXZZZX (-4.069101661691209e-06+0j)
IIIZIIIYZZZY (-0.019676955183272504+0j)
IIIZIIIXZZZX (-0.019676955183272504+0j)
YZZYIIIYZZZY (0.018697393275268707+0j)
XZZXIIIYZZZY (0.018697393275268707+0j)
YZZYIIIXZZZX (0.018697393275268707+0j)
XZZXIIIXZZZX (0.018697393275268707+0j)
IIZIIIIYZZZY (-0.027731679984169155+0j)
IIZIIIIXZZZX (-0.027731679984169155+0j)
IYYIIIIYZZZY (-0.012989533144774136+0j)
IXXIIIIYZZZY (-0.012989533144774136+0j)
IYYIIIIXZZZX (-0.012989533144774136+0j)
IXXIIIIXZZZX (-0.012989533144774136+0j)
IZIIIIIYZZZY (-0.024708703105989063+0j)
IZIIIIIXZZZX (-0.024708703105989063+0j)
ZIIIIIIYZZZY (-0.019901421150582473+0j)
ZIIIIIIXZZZX (-0.019901421150582473+0j)
IIIYZYYZZZZY (0.006768213972694363+0j)
IIIXZXYZZZZY (0.006768213972694363+0j)
IIIYZYXZZZZX (0.006768213972694363+0j)
IIIXZXXZZZZX (0.006768213972694363+0j)
YZZZZYYZZZZY (0.013174647572729025+0j)
XZZZZXYZZZZY (0.013174647572729025+0j)
YZZZZYXZZZZX (0.013174647572729025+0j)
XZZZZXXZZZZX (0.013174647572729025+0j)
IIIYYIYZZZZY (0.0038061412612950545+0j)
IIIXXIYZZZZY (0.0038061412612950545+0j)
IIIYYIXZZZZX (0.0038061412612950545+0j)
IIIXXIXZZZZX (0.0038061412612950545+0j)
YZZZYIYZZZZY (-0.0015656357302589112+0j)
XZZZXIYZZZZY (-0.0015656357302589112+0j)
YZZZYIXZZZZX (-0.0015656357302589112+0j)
XZZZXIXZZZZX (-0.0015656357302589112+0j)
IIYYIIYZZZZY (0.006281615825594021+0j)
IIXXIIYZZZZY (0.006281615825594021+0j)
IIYYIIXZZZZX (0.006281615825594021+0j)
IIXXIIXZZZZX (0.006281615825594021+0j)
IYZYIIYZZZZY (0.009537148737102567+0j)
IXZXIIYZZZZY (0.009537148737102567+0j)
IYZYIIXZZZZX (0.009537148737102567+0j)
IXZXIIXZZZZX (0.009537148737102567+0j)
YZYIIIYZZZZY (0.003747015383250126+0j)
XZXIIIYZZZZY (0.003747015383250126+0j)
YZYIIIXZZZZX (0.003747015383250126+0j)
XZXIIIXZZZZX (0.003747015383250126+0j)
YYIIIIYZZZZY (-0.0002791266248962903+0j)
XXIIIIYZZZZY (-0.0002791266248962903+0j)
YYIIIIXZZZZX (-0.0002791266248962903+0j)
XXIIIIXZZZZX (-0.0002791266248962903+0j)
IIIIIIIIIZZI (0.11098940203154403+0j)
IIIIIIYZZYZI (-0.024478678784779256+0j)
IIIIIIXZZXZI (-0.024478678784779256+0j)
IIIIIIIIZIZI (0.12488905025026696+0j)
IIIIIIIYYIZI (0.011380855562612955+0j)
IIIIIIIXXIZI (0.011380855562612955+0j)
IIIIIIIZIIZI (0.11264635671039147+0j)
IIIIIIZIIIZI (0.11323660636606517+0j)
IIIIIZIIIIZI (0.13887870838619845+0j)
IIIIYYIIIIZI (-0.011340211110013175+0j)
IIIIXXIIIIZI (-0.011340211110013175+0j)
IIYZZYIIIIZI (0.0004643354536219154+0j)
IIXZZXIIIIZI (0.0004643354536219154+0j)
IYZZZYIIIIZI (-0.019677306483957636+0j)
IXZZZXIIIIZI (-0.019677306483957636+0j)
IIIIZIIIIIZI (0.14294458392602533+0j)
IIYZYIIIIIZI (0.002595215705446841+0j)
IIXZXIIIIIZI (0.002595215705446841+0j)
IYZZYIIIIIZI (0.007322335083749028+0j)
IXZZXIIIIIZI (0.007322335083749028+0j)
IIIZIIIIIIZI (0.1216416791499289+0j)
YZZYIIIIIIZI (-0.02113116632914358+0j)
XZZXIIIIIIZI (-0.02113116632914358+0j)
IIZIIIIIIIZI (0.13278619635238081+0j)
IYYIIIIIIIZI (0.007863016470072865+0j)
IXXIIIIIIIZI (0.007863016470072865+0j)
IZIIIIIIIIZI (0.12591791053545304+0j)
ZIIIIIIIIIZI (0.12175009370675238+0j)
IIIIIIIIYIYI (1.8982886787650977e-07+0j)
IIIIIIIIXIXI (1.8982886787650977e-07+0j)
IIIIIIIYZIYI (3.7424254675910013e-06+0j)
IIIIIIIXZIXI (3.7424254675910013e-06+0j)
IIIIIIYZYYYI (-0.002464278161460824+0j)
IIIIIIXZXYYI (-0.0024640379540995802+0j)
IIIIIIYZXXYI (-2.4020736124393677e-07+0j)
IIIIIIXZYYXI (-2.4020736124393677e-07+0j)
IIIIIIYZYXXI (-0.0024640379540995802+0j)
IIIIIIXZXXXI (-0.002464278161460824+0j)
IIIIIIYYIYYI (-0.004580744561579059+0j)
IIIIIIXXIYYI (-0.004578776823398338+0j)
IIIIIIYXIXYI (-1.967738180721698e-06+0j)
IIIIIIXYIYXI (-1.967738180721698e-06+0j)
IIIIIIYYIXXI (-0.004578776823398338+0j)
IIIIIIXXIXXI (-0.004580744561579059+0j)
IIIYZYIIIYYI (-0.011340618830608341+0j)
IIIXZXIIIYYI (-0.011340618830608341+0j)
IIIYZYIIIXXI (-0.011340618830608341+0j)
IIIXZXIIIXXI (-0.011340618830608341+0j)
YZZZZYIIIYYI (0.0038061412612950545+0j)
XZZZZXIIIYYI (0.0038061412612950545+0j)
YZZZZYIIIXXI (0.0038061412612950545+0j)
XZZZZXIIIXXI (0.0038061412612950545+0j)
IIIYYIIIIYYI (0.010652277118384871+0j)
IIIXXIIIIYYI (0.010652277118384871+0j)
IIIYYIIIIXXI (0.010652277118384871+0j)
IIIXXIIIIXXI (0.010652277118384871+0j)
YZZZYIIIIYYI (-0.003347512455635675+0j)
XZZZXIIIIYYI (-0.003347512455635675+0j)
YZZZYIIIIXXI (-0.003347512455635675+0j)
XZZZXIIIIXXI (-0.003347512455635675+0j)
IIYYIIIIIYYI (0.002595120387374727+0j)
IIXXIIIIIYYI (0.002595120387374727+0j)
IIYYIIIIIXXI (0.002595120387374727+0j)
IIXXIIIIIXXI (0.002595120387374727+0j)
IYZYIIIIIYYI (0.007320446767139862+0j)
IXZXIIIIIYYI (0.007320446767139862+0j)
IYZYIIIIIXXI (0.007320446767139862+0j)
IXZXIIIIIXXI (0.007320446767139862+0j)
YZYIIIIIIYYI (-0.005080502233136274+0j)
XZXIIIIIIYYI (-0.005080502233136274+0j)
YZYIIIIIIXXI (-0.005080502233136274+0j)
XZXIIIIIIXXI (-0.005080502233136274+0j)
YYIIIIIIIYYI (-0.011105916466319681+0j)
XXIIIIIIIYYI (-0.011105916466319681+0j)
YYIIIIIIIXXI (-0.011105916466319681+0j)
XXIIIIIIIXXI (-0.011105916466319681+0j)
IIIIIIIYIZYI (5.398288867202556e-06+0j)
IIIIIIIXIZXI (5.398288867202556e-06+0j)
IIIIIIIZYZYI (1.000166328392815e-06+0j)
IIIIIIIZXZXI (1.000166328392815e-06+0j)
IIIIIIZIYZYI (0.001276070648437497+0j)
IIIIIIZIXZXI (0.001276070648437497+0j)
IIIIIZIIYZYI (3.4569130554710625e-07+0j)
IIIIIZIIXZXI (3.4569130554710625e-07+0j)
IIIIYYIIYZYI (-0.0008062968434918021+0j)
IIIIXXIIYZYI (-0.0008062968434918021+0j)
IIIIYYIIXZXI (-0.0008062968434918021+0j)
IIIIXXIIXZXI (-0.0008062968434918021+0j)
IYZZZYIIYZYI (-1.0275366766839033e-06+0j)
IXZZZXIIYZYI (-1.0275366766839033e-06+0j)
IYZZZYIIXZXI (-1.0275366766839033e-06+0j)
IXZZZXIIXZXI (-1.0275366766839033e-06+0j)
IIIIZIIIYZYI (0.002595215705446841+0j)
IIIIZIIIXZXI (0.002595215705446841+0j)
IIYZYIIIYZYI (0.007897146102113848+0j)
IIXZXIIIYZYI (0.007897146102113848+0j)
IIYZYIIIXZXI (0.007897146102113848+0j)
IIXZXIIIXZXI (0.007897146102113848+0j)
IYZZYIIIYZYI (0.0035178390925400915+0j)
IXZZXIIIYZYI (0.0035178390925400915+0j)
IYZZYIIIXZXI (0.0035178390925400915+0j)
IXZZXIIIXZXI (0.0035178390925400915+0j)
IIIZIIIIYZYI (-0.0025949305585068506+0j)
IIIZIIIIXZXI (-0.0025949305585068506+0j)
YZZYIIIIYZYI (-0.0026164642790366924+0j)
XZZXIIIIYZYI (-0.0026164642790366924+0j)
YZZYIIIIXZXI (-0.0026164642790366924+0j)
XZZXIIIIXZXI (-0.0026164642790366924+0j)
IIZIIIIIYZYI (4.7483690407022425e-07+0j)
IIZIIIIIXZXI (4.7483690407022425e-07+0j)
IYYIIIIIYZYI (-6.523287090288749e-07+0j)
IXXIIIIIYZYI (-6.523287090288749e-07+0j)
IYYIIIIIXZXI (-6.523287090288749e-07+0j)
IXXIIIIIXZXI (-6.523287090288749e-07+0j)
IZIIIIIIYZYI (-9.710071922361743e-07+0j)
IZIIIIIIXZXI (-9.710071922361743e-07+0j)
ZIIIIIIIYZYI (-0.0036848174025869585+0j)
ZIIIIIIIXZXI (-0.0036848174025869585+0j)
IIIIIIZYZZYI (0.002379121167221266+0j)
IIIIIIZXZZXI (0.002379121167221266+0j)
IIIIIZIYZZYI (4.340647689616813e-06+0j)
IIIIIZIXZZXI (4.340647689616813e-06+0j)
IIIIYYIYZZYI (-0.005199859187764931+0j)
IIIIXXIYZZYI (-0.005199859187764931+0j)
IIIIYYIXZZXI (-0.005199859187764931+0j)
IIIIXXIXZZXI (-0.005199859187764931+0j)
IIYZZYIYZZYI (-1.8665224783189632e-06+0j)
IIXZZXIYZZYI (-1.8665224783189632e-06+0j)
IIYZZYIXZZXI (-1.8665224783189632e-06+0j)
IIXZZXIXZZXI (-1.8665224783189632e-06+0j)
IYZZZYIYZZYI (-4.069101661691209e-06+0j)
IXZZZXIYZZYI (-4.069101661691209e-06+0j)
IYZZZYIXZZXI (-4.069101661691209e-06+0j)
IXZZZXIXZZXI (-4.069101661691209e-06+0j)
IIIIZIIYZZYI (0.007322335083749028+0j)
IIIIZIIXZZXI (0.007322335083749028+0j)
IIYZYIIYZZYI (0.0035178390925400915+0j)
IIXZXIIYZZYI (0.0035178390925400915+0j)
IIYZYIIXZZXI (0.0035178390925400915+0j)
IIXZXIIXZZXI (0.0035178390925400915+0j)
IYZZYIIYZZYI (0.013271553825061564+0j)
IXZZXIIYZZYI (0.013271553825061564+0j)
IYZZYIIXZZXI (0.013271553825061564+0j)
IXZZXIIXZZXI (0.013271553825061564+0j)
IIIZIIIYZZYI (-0.007316704341672272+0j)
IIIZIIIXZZXI (-0.007316704341672272+0j)
YZZYIIIYZZYI (-0.0065271396429213415+0j)
XZZXIIIYZZYI (-0.0065271396429213415+0j)
YZZYIIIXZZXI (-0.0065271396429213415+0j)
XZZXIIIXZZXI (-0.0065271396429213415+0j)
IIZIIIIYZZYI (6.050617576231431e-06+0j)
IIZIIIIXZZXI (6.050617576231431e-06+0j)
IYYIIIIYZZYI (1.9711735206289892e-06+0j)
IXXIIIIYZZYI (1.9711735206289892e-06+0j)
IYYIIIIXZZXI (1.9711735206289892e-06+0j)
IXXIIIIXZZXI (1.9711735206289892e-06+0j)
IZIIIIIYZZYI (-3.540470284767519e-07+0j)
IZIIIIIXZZXI (-3.540470284767519e-07+0j)
ZIIIIIIYZZYI (-0.008828183859850416+0j)
ZIIIIIIXZZXI (-0.008828183859850416+0j)
IIIYZYYZZZYI (0.010293100533311185+0j)
IIIXZXYZZZYI (0.010293100533311185+0j)
IIIYZYXZZZXI (0.010293100533311185+0j)
IIIXZXXZZZXI (0.010293100533311185+0j)
YZZZZYYZZZYI (-0.0015656357302589112+0j)
XZZZZXYZZZYI (-0.0015656357302589112+0j)
YZZZZYXZZZXI (-0.0015656357302589112+0j)
XZZZZXXZZZXI (-0.0015656357302589112+0j)
IIIYYIYZZZYI (-0.003347512455635675+0j)
IIIXXIYZZZYI (-0.003347512455635675+0j)
IIIYYIXZZZXI (-0.003347512455635675+0j)
IIIXXIXZZZXI (-0.003347512455635675+0j)
YZZZYIYZZZYI (0.008513487340687216+0j)
XZZZXIYZZZYI (0.008513487340687216+0j)
YZZZYIXZZZXI (0.008513487340687216+0j)
XZZZXIXZZZXI (0.008513487340687216+0j)
IIYYIIYZZZYI (-0.002616224071675449+0j)
IIXXIIYZZZYI (-0.002616224071675449+0j)
IIYYIIXZZZXI (-0.002616224071675449+0j)
IIXXIIXZZZXI (-0.002616224071675449+0j)
IYZYIIYZZZYI (-0.006525171904740619+0j)
IXZXIIYZZZYI (-0.006525171904740619+0j)
IYZYIIXZZZXI (-0.006525171904740619+0j)
IXZXIIXZZZXI (-0.006525171904740619+0j)
YZYIIIYZZZYI (0.004960888051024456+0j)
XZXIIIYZZZYI (0.004960888051024456+0j)
YZYIIIXZZZXI (0.004960888051024456+0j)
XZXIIIXZZZXI (0.004960888051024456+0j)
YYIIIIYZZZYI (0.01120730502707168+0j)
XXIIIIYZZZYI (0.01120730502707168+0j)
YYIIIIXZZZXI (0.01120730502707168+0j)
XXIIIIXZZZXI (0.01120730502707168+0j)
IIIIIIIIZZII (0.1248889076900339+0j)
IIIIIIIYYZII (0.011380108185456615+0j)
IIIIIIIXXZII (0.011380108185456615+0j)
IIIIIIIZIZII (0.11264877041042358+0j)
IIIIIIZIIZII (0.10554721363499123+0j)
IIIIIZIIIZII (0.1388779545371761+0j)
IIIIYYIIIZII (0.01134064577183611+0j)
IIIIXXIIIZII (0.01134064577183611+0j)
IIYZZYIIIZII (0.00046402693834593153+0j)
IIXZZXIIIZII (0.00046402693834593153+0j)
IYZZZYIIIZII (-0.019676955183272504+0j)
IXZZZXIIIZII (-0.019676955183272504+0j)
IIIIZIIIIZII (0.1216416791499289+0j)
IIYZYIIIIZII (-0.0025949305585068506+0j)
IIXZXIIIIZII (-0.0025949305585068506+0j)
IYZZYIIIIZII (-0.007316704341672272+0j)
IXZZXIIIIZII (-0.007316704341672272+0j)
IIIZIIIIIZII (0.1429447463496701+0j)
