Jordan-Wigner mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-15.686545446509985+0j)
IIIIIIIIIIYZYZ (2.603128211610113e-07+0j)
IIIIIIIIIIXZXZ (2.603128211610113e-07+0j)
IIIIIIIIIYZZYZ (3.164786915100463e-06+0j)
IIIIIIIIIXZZXZ (3.164786915100463e-06+0j)
IIIIIIIYZZZZYZ (-0.01844825550390125+0j)
IIIIIIIXZZZZXZ (-0.01844825550390125+0j)
IIIIIIIIIIIZIZ (0.10848609088940303+0j)
IIIIIIIIYZZYIZ (-0.01844822582854179+0j)
IIIIIIIIXZZXIZ (-0.01844822582854179+0j)
IIIIIIIIIIZIIZ (0.12208627955336879+0j)
IIIIIIIIIYYIIZ (0.011677832958993422+0j)
IIIIIIIIIXXIIZ (0.011677832958993422+0j)
IIIIIIIYZZYIIZ (1.557493192133792e-06+0j)
IIIIIIIXZZXIIZ (1.557493192133792e-06+0j)
IIIIIIIIIZIIIZ (0.1127871674339366+0j)
IIIIIIIYZYIIIZ (1.2911703922864875e-06+0j)
IIIIIIIXZXIIIZ (1.2911703922864875e-06+0j)
IIIIIIIIZIIIIZ (0.12380628920083635+0j)
IIIIIIIZIIIIIZ (0.1238075260305546+0j)
IIIIIIZIIIIIIZ (0.15322161549645805+0j)
IIIIIYYIIIIIIZ (-6.955101660452521e-07+0j)
IIIIIXXIIIIIIZ (-6.955101660452521e-07+0j)
IIIYZZYIIIIIIZ (0.004396096586198011+0j)
IIIXZZXIIIIIIZ (0.004396096586198011+0j)
IIYZZZYIIIIIIZ (-0.031723424959660615+0j)
IIXZZZXIIIIIIZ (-0.031723424959660615+0j)
YZZZZZYIIIIIIZ (-4.4383658010420455e-06+0j)
XZZZZZXIIIIIIZ (-4.4383658010420455e-06+0j)
IIIIIZIIIIIIIZ (0.1388787083862406+0j)
IIIYZYIIIIIIIZ (3.456913050084475e-07+0j)
IIIXZXIIIIIIIZ (3.456913050084475e-07+0j)
IIYZZYIIIIIIIZ (4.340647690584572e-06+0j)
IIXZZXIIIIIIIZ (4.340647690584572e-06+0j)
YZZZZYIIIIIIIZ (-0.02521607802382437+0j)
XZZZZXIIIIIIIZ (-0.02521607802382437+0j)
IIIIZIIIIIIIIZ (0.13887795453721813+0j)
IYZZYIIIIIIIIZ (-0.02521643980127433+0j)
IXZZXIIIIIIIIZ (-0.02521643980127433+0j)
IIIZIIIIIIIIIZ (0.14591468453527617+0j)
IIYYIIIIIIIIIZ (0.015264105849584462+0j)
IIXXIIIIIIIIIZ (0.015264105849584462+0j)
YZZYIIIIIIIIIZ (1.908486444544594e-06+0j)
XZZXIIIIIIIIIZ (1.908486444544594e-06+0j)
IIZIIIIIIIIIIZ (0.136931355808578+0j)
YZYIIIIIIIIIIZ (-4.085209060090012e-07+0j)
XZXIIIIIIIIIIZ (-4.085209060090012e-07+0j)
IZIIIIIIIIIIIZ (0.1369809367735678+0j)
ZIIIIIIIIIIIIZ (0.13698212921958247+0j)
IIIIIIIIIIYZIY (-0.00034196138994494016+0j)
IIIIIIIIIIXZIX (-0.00034196138994494016+0j)
IIIIIIIIIYZZIY (-0.02487716567171758+0j)
IIIIIIIIIXZZIX (-0.02487716567171758+0j)
IIIIIIIYZZZZIY (-0.006489859681043264+0j)
IIIIIIIXZZZZIX (-0.006489859681043264+0j)
IIIIIIIIIIIZYY (2.6941227762589115e-08+0j)
IIIIIIIIIIIZXX (2.6941227762589115e-08+0j)
IIIIIIIIYZZYYY (0.0064873769899719165+0j)
IIIIIIIIXZZXYY (4.1771795118369925e-07+0j)
IIIIIIIIYZZXXY (0.006486959272020731+0j)
IIIIIIIIXZZYYX (0.006486959272020731+0j)
IIIIIIIIYZZYXX (4.1771795118369925e-07+0j)
IIIIIIIIXZZXXX (0.0064873769899719165+0j)
IIIIIIIIIIZIYY (-3.4282282515332697e-07+0j)
IIIIIIIIIIZIXX (-3.4282282515332697e-07+0j)
IIIIIIIIIYYIYY (-1.0160833585115862e-06+0j)
IIIIIIIIIXXIYY (-1.7709755645883732e-07+0j)
IIIIIIIIIYXIXY (-8.389858020527489e-07+0j)
IIIIIIIIIXYIYX (-8.389858020527489e-07+0j)
IIIIIIIIIYYIXX (-1.7709755645883732e-07+0j)
IIIIIIIIIXXIXX (-1.0160833585115862e-06+0j)
IIIIIIIYZZYIYY (0.006986293157657261+0j)
IIIIIIIXZZXIYY (0.0007732789353853704+0j)
IIIIIIIYZZXIXY (0.006213014222271891+0j)
IIIIIIIXZZYIYX (0.006213014222271891+0j)
IIIIIIIYZZYIXX (0.0007732789353853704+0j)
IIIIIIIXZZXIXX (0.006986293157657261+0j)
IIIIIIIIIZIIYY (2.103186260369585e-06+0j)
IIIIIIIIIZIIXX (2.103186260369585e-06+0j)
IIIIIIIYZYIIYY (0.013323195207564874+0j)
IIIIIIIXZXIIYY (0.004162716851283454+0j)
IIIIIIIYZXIIXY (0.009160478356281424+0j)
IIIIIIIXZYIIYX (0.009160478356281424+0j)
IIIIIIIYZYIIXX (0.004162716851283454+0j)
IIIIIIIXZXIIXX (0.013323195207564874+0j)
IIIIIIIIZIIIYY (0.006045421778906376+0j)
IIIIIIIIZIIIXX (0.006045421778906376+0j)
IIIIIIIZIIIIYY (-0.00604783730512948+0j)
IIIIIIIZIIIIXX (-0.00604783730512948+0j)
IIIIIIZIIIIIYY (-6.955101660452521e-07+0j)
IIIIIIZIIIIIXX (-6.955101660452521e-07+0j)
IIIIIYYIIIIIYY (0.03039289813248927+0j)
IIIIIXXIIIIIYY (0.03039289813248927+0j)
IIIIIYYIIIIIXX (0.03039289813248927+0j)
IIIIIXXIIIIIXX (0.03039289813248927+0j)
IIIYZZYIIIIIYY (-8.537848384743618e-08+0j)
IIIXZZXIIIIIYY (-8.537848384743618e-08+0j)
IIIYZZYIIIIIXX (-8.537848384743618e-08+0j)
IIIXZZXIIIIIXX (-8.537848384743618e-08+0j)
IIYZZZYIIIIIYY (-1.1758607754841087e-06+0j)
IIXZZZXIIIIIYY (-1.1758607754841087e-06+0j)
IIYZZZYIIIIIXX (-1.1758607754841087e-06+0j)
IIXZZZXIIIIIXX (-1.1758607754841087e-06+0j)
YZZZZZYIIIIIYY (0.006767822519923117+0j)
XZZZZZXIIIIIYY (0.006767822519923117+0j)
YZZZZZYIIIIIXX (0.006767822519923117+0j)
XZZZZZXIIIIIXX (0.006767822519923117+0j)
IIIIIZIIIIIIYY (-0.011340211110000453+0j)
IIIIIZIIIIIIXX (-0.011340211110000453+0j)
IIIYZYIIIIIIYY (-0.0008062968435164624+0j)
IIIXZXIIIIIIYY (-0.0008062968435164624+0j)
IIIYZYIIIIIIXX (-0.0008062968435164624+0j)
IIIXZXIIIIIIXX (-0.0008062968435164624+0j)
IIYZZYIIIIIIYY (-0.005199859187767757+0j)
IIXZZXIIIIIIYY (-0.005199859187767757+0j)
IIYZZYIIIIIIXX (-0.005199859187767757+0j)
IIXZZXIIIIIIXX (-0.005199859187767757+0j)
YZZZZYIIIIIIYY (-0.010292956923660668+0j)
XZZZZXIIIIIIYY (-0.010292956923660668+0j)
YZZZZYIIIIIIXX (-0.010292956923660668+0j)
XZZZZXIIIIIIXX (-0.010292956923660668+0j)
IIIIZIIIIIIIYY (0.011340645771823294+0j)
IIIIZIIIIIIIXX (0.011340645771823294+0j)
IYZZYIIIIIIIYY (0.010293518251255627+0j)
IXZZXIIIIIIIYY (0.010293518251255627+0j)
IYZZYIIIIIIIXX (0.010293518251255627+0j)
IXZZXIIIIIIIXX (0.010293518251255627+0j)
IIIZIIIIIIIIYY (-3.2179936620101157e-07+0j)
IIIZIIIIIIIIXX (-3.2179936620101157e-07+0j)
IIYYIIIIIIIIYY (-2.0436200350211497e-06+0j)
IIXXIIIIIIIIYY (-2.0436200350211497e-06+0j)
IIYYIIIIIIIIXX (-2.0436200350211497e-06+0j)
IIXXIIIIIIIIXX (-2.0436200350211497e-06+0j)
YZZYIIIIIIIIYY (0.013267988528260662+0j)
XZZXIIIIIIIIYY (0.013267988528260662+0j)
YZZYIIIIIIIIXX (0.013267988528260662+0j)
XZZXIIIIIIIIXX (0.013267988528260662+0j)
IIZIIIIIIIIIYY (6.172287923114639e-06+0j)
IIZIIIIIIIIIXX (6.172287923114639e-06+0j)
YZYIIIIIIIIIYY (0.022859836988398555+0j)
XZXIIIIIIIIIYY (0.022859836988398555+0j)
YZYIIIIIIIIIXX (0.022859836988398555+0j)
XZXIIIIIIIIIXX (0.022859836988398555+0j)
IZIIIIIIIIIIYY (0.007611057509153649+0j)
IZIIIIIIIIIIXX (0.007611057509153649+0j)
ZIIIIIIIIIIIYY (-0.007617630049418689+0j)
ZIIIIIIIIIIIXX (-0.007617630049418689+0j)
IIIIIIIIIIYIZY (-0.00034183960573880333+0j)
IIIIIIIIIIXIZX (-0.00034183960573880333+0j)
IIIIIIIIIYZIZY (-0.02487827311446458+0j)
IIIIIIIIIXZIZX (-0.02487827311446458+0j)
IIIIIIIYZZZIZY (0.006483185344236019+0j)
IIIIIIIXZZZIZX (0.006483185344236019+0j)
IIIIIIIIYZYYZY (0.0069858169487535+0j)
IIIIIIIIXZXYZY (0.0007729676314706074+0j)
IIIIIIIIYZXXZY (0.006212849317282892+0j)
IIIIIIIIXZYYZX (0.006212849317282892+0j)
IIIIIIIIYZYXZX (0.0007729676314706074+0j)
IIIIIIIIXZXXZX (0.0069858169487535+0j)
IIIIIIIIYYIYZY (0.013324025405131345+0j)
IIIIIIIIXXIYZY (0.004163780866985761+0j)
IIIIIIIIYXIXZY (0.009160244538145589+0j)
IIIIIIIIXYIYZX (0.009160244538145589+0j)
IIIIIIIIYYIXZX (0.004163780866985761+0j)
IIIIIIIIXXIXZX (0.013324025405131345+0j)
IIIIIIIYYIIYZY (-0.006044655961815945+0j)
IIIIIIIXXIIYZY (-0.006043291787286367+0j)
IIIIIIIYXIIXZY (-1.3641745295776483e-06+0j)
IIIIIIIXYIIYZX (-1.3641745295776483e-06+0j)
IIIIIIIYYIIXZX (-0.006043291787286367+0j)
IIIIIIIXXIIXZX (-0.006044655961815945+0j)
IIIIYZYIIIIYZY (0.030391863647815095+0j)
IIIIXZXIIIIYZY (0.030391863647815095+0j)
IIIIYZYIIIIXZX (0.030391863647815095+0j)
IIIIXZXIIIIXZX (0.030391863647815095+0j)
IYZZZZYIIIIYZY (0.006768213972732541+0j)
IXZZZZXIIIIYZY (0.006768213972732541+0j)
IYZZZZYIIIIXZX (0.006768213972732541+0j)
IXZZZZXIIIIXZX (0.006768213972732541+0j)
IIIIYYIIIIIYZY (-0.011340618830595532+0j)
IIIIXXIIIIIYZY (-0.011340618830595532+0j)
IIIIYYIIIIIXZX (-0.011340618830595532+0j)
IIIIXXIIIIIXZX (-0.011340618830595532+0j)
IYZZZYIIIIIYZY (0.010293100533304442+0j)
IXZZZXIIIIIYZY (0.010293100533304442+0j)
IYZZZYIIIIIXZX (0.010293100533304442+0j)
IXZZZXIIIIIXZX (0.010293100533304442+0j)
IIIYYIIIIIIYZY (-0.0008058665440341127+0j)
IIIXXIIIIIIYZY (-0.0008058665440341127+0j)
IIIYYIIIIIIXZX (-0.0008058665440341127+0j)
IIIXXIIIIIIXZX (-0.0008058665440341127+0j)
IIYZYIIIIIIYZY (-0.00520131793120037+0j)
IIXZXIIIIIIYZY (-0.00520131793120037+0j)
IIYZYIIIIIIXZX (-0.00520131793120037+0j)
IIXZXIIIIIIXZX (-0.00520131793120037+0j)
YZZZYIIIIIIYZY (0.010291764852320114+0j)
XZZZXIIIIIIYZY (0.010291764852320114+0j)
YZZZYIIIIIIXZX (0.010291764852320114+0j)
XZZZXIIIIIIXZX (0.010291764852320114+0j)
IYZYIIIIIIIYZY (0.013267432774370577+0j)
IXZXIIIIIIIYZY (0.013267432774370577+0j)
IYZYIIIIIIIXZX (0.013267432774370577+0j)
IXZXIIIIIIIXZX (0.013267432774370577+0j)
IYYIIIIIIIIYZY (0.022861174142199934+0j)
IXXIIIIIIIIYZY (0.022861174142199934+0j)
IYYIIIIIIIIXZX (0.022861174142199934+0j)
IXXIIIIIIIIXZX (0.022861174142199934+0j)
YYIIIIIIIIIYZY (-0.0076075185888425725+0j)
XXIIIIIIIIIYZY (-0.0076075185888425725+0j)
YYIIIIIIIIIXZX (-0.0076075185888425725+0j)
XXIIIIIIIIIXZX (-0.0076075185888425725+0j)
IIIIIIIIIYIZZY (-0.025559964068128424+0j)
IIIIIIIIIXIZZX (-0.025559964068128424+0j)
IIIIIIIYZZIZZY (-3.6708135448188162e-06+0j)
IIIIIIIXZZIZZX (-3.6708135448188162e-06+0j)
IIIIIIIIIZYZZY (0.00041603211837378494+0j)
IIIIIIIIIZXZZX (0.00041603211837378494+0j)
IIIIIIIYZYYZZY (-1.1082733784742536e-07+0j)
IIIIIIIXZXYZZY (-8.196171792163639e-08+0j)
IIIIIIIYZXXZZY (-2.886561992578897e-08+0j)
IIIIIIIXZYYZZX (-2.886561992578897e-08+0j)
IIIIIIIYZYXZZX (-8.196171792163639e-08+0j)
IIIIIIIXZXXZZX (-1.1082733784742536e-07+0j)
IIIIIIIIZIYZZY (0.0001981610207979057+0j)
IIIIIIIIZIXZZX (0.0001981610207979057+0j)
IIIIIIIZIIYZZY (0.00019792781629785264+0j)
IIIIIIIZIIXZZX (0.00019792781629785264+0j)
IIIIIIZIIIYZZY (0.004396096586198011+0j)
IIIIIIZIIIXZZX (0.004396096586198011+0j)
IIIIIYYIIIYZZY (-8.537848384743618e-08+0j)
IIIIIXXIIIYZZY (-8.537848384743618e-08+0j)
IIIIIYYIIIXZZX (-8.537848384743618e-08+0j)
IIIIIXXIIIXZZX (-8.537848384743618e-08+0j)
IIIYZZYIIIYZZY (0.023828404981907383+0j)
IIIXZZXIIIYZZY (0.023828404981907383+0j)
IIIYZZYIIIXZZX (0.023828404981907383+0j)
IIIXZZXIIIXZZX (0.023828404981907383+0j)
IIYZZZYIIIYZZY (-0.003586272890591039+0j)
IIXZZZXIIIYZZY (-0.003586272890591039+0j)
IIYZZZYIIIXZZX (-0.003586272890591039+0j)
IIXZZZXIIIXZZX (-0.003586272890591039+0j)
YZZZZZYIIIYZZY (-3.5099325241080186e-07+0j)
XZZZZZXIIIYZZY (-3.5099325241080186e-07+0j)
YZZZZZYIIIXZZX (-3.5099325241080186e-07+0j)
XZZZZZXIIIXZZX (-3.5099325241080186e-07+0j)
IIIIIZIIIIYZZY (0.0004643354535715223+0j)
IIIIIZIIIIXZZX (0.0004643354535715223+0j)
IIYZZYIIIIYZZY (-1.8665224785623124e-06+0j)
IIXZZXIIIIYZZY (-1.8665224785623124e-06+0j)
IIYZZYIIIIXZZX (-1.8665224785623124e-06+0j)
IIXZZXIIIIXZZX (-1.8665224785623124e-06+0j)
YZZZZYIIIIYZZY (0.01249470959287529+0j)
XZZZZXIIIIYZZY (0.01249470959287529+0j)
YZZZZYIIIIXZZX (0.01249470959287529+0j)
XZZZZXIIIIXZZX (0.01249470959287529+0j)
IIIIZIIIIIYZZY (0.0004640269382953095+0j)
IIIIZIIIIIXZZX (0.0004640269382953095+0j)
IYZZYIIIIIYZZY (0.012494465142899968+0j)
IXZZXIIIIIYZZY (0.012494465142899968+0j)
IYZZYIIIIIXZZX (0.012494465142899968+0j)
IXZZXIIIIIXZZX (0.012494465142899968+0j)
IIIZIIIIIIYZZY (-0.024035303747611265+0j)
IIIZIIIIIIXZZX (-0.024035303747611265+0j)
IIYYIIIIIIYZZY (0.0021717159158687206+0j)
IIXXIIIIIIYZZY (0.0021717159158687206+0j)
IIYYIIIIIIXZZX (0.0021717159158687206+0j)
IIXXIIIIIIXZZX (0.0021717159158687206+0j)
YZZYIIIIIIYZZY (3.2228357101507304e-07+0j)
XZZXIIIIIIYZZY (3.2228357101507304e-07+0j)
YZZYIIIIIIXZZX (3.2228357101507304e-07+0j)
XZZXIIIIIIXZZX (3.2228357101507304e-07+0j)
IIZIIIIIIIYZZY (0.01340556526316827+0j)
IIZIIIIIIIXZZX (0.01340556526316827+0j)
YZYIIIIIIIYZZY (-2.6585517351706807e-06+0j)
XZXIIIIIIIYZZY (-2.6585517351706807e-06+0j)
YZYIIIIIIIXZZX (-2.6585517351706807e-06+0j)
XZXIIIIIIIXZZX (-2.6585517351706807e-06+0j)
IZIIIIIIIIYZZY (-0.0035488543624550783+0j)
IZIIIIIIIIXZZX (-0.0035488543624550783+0j)
ZIIIIIIIIIYZZY (-0.003549177981792919+0j)
ZIIIIIIIIIXZZX (-0.003549177981792919+0j)
IIIIIIIYZIZZZY (-2.9001272954076295e-06+0j)
IIIIIIIXZIZZZX (-2.9001272954076295e-06+0j)
IIIIIIIIZYZZZY (-0.020180547775448258+0j)
IIIIIIIIZXZZZX (-0.020180547775448258+0j)
IIIIIIIZIYZZZY (-0.020180865877094865+0j)
IIIIIIIZIXZZZX (-0.020180865877094865+0j)
IIIIIIZIIYZZZY (-0.031723424959660615+0j)
IIIIIIZIIXZZZX (-0.031723424959660615+0j)
IIIIIYYIIYZZZY (-1.1758607754841087e-06+0j)
IIIIIXXIIYZZZY (-1.1758607754841087e-06+0j)
IIIIIYYIIXZZZX (-1.1758607754841087e-06+0j)
IIIIIXXIIXZZZX (-1.1758607754841087e-06+0j)
IIIYZZYIIYZZZY (-0.003586272890591039+0j)
IIIXZZXIIYZZZY (-0.003586272890591039+0j)
IIIYZZYIIXZZZX (-0.003586272890591039+0j)
IIIXZZXIIXZZZX (-0.003586272890591039+0j)
IIYZZZYIIYZZZY (0.024144188374641388+0j)
IIXZZZXIIYZZZY (0.024144188374641388+0j)
IIYZZZYIIXZZZX (0.024144188374641388+0j)
IIXZZZXIIXZZZX (0.024144188374641388+0j)
YZZZZZYIIYZZZY (1.6996912982954887e-06+0j)
XZZZZZXIIYZZZY (1.6996912982954887e-06+0j)
YZZZZZYIIXZZZX (1.6996912982954887e-06+0j)
XZZZZZXIIXZZZX (1.6996912982954887e-06+0j)
IIIIIZIIIYZZZY (-0.019677306483949823+0j)
IIIIIZIIIXZZZX (-0.019677306483949823+0j)
IIIYZYIIIYZZZY (-1.0275366765095635e-06+0j)
IIIXZXIIIYZZZY (-1.0275366765095635e-06+0j)
IIIYZYIIIXZZZX (-1.0275366765095635e-06+0j)
IIIXZXIIIXZZZX (-1.0275366765095635e-06+0j)
IIYZZYIIIYZZZY (-4.069101662745054e-06+0j)
IIXZZXIIIYZZZY (-4.069101662745054e-06+0j)
IIYZZYIIIXZZZX (-4.069101662745054e-06+0j)
IIXZZXIIIXZZZX (-4.069101662745054e-06+0j)
YZZZZYIIIYZZZY (0.018697120137115105+0j)
XZZZZXIIIYZZZY (0.018697120137115105+0j)
YZZZZYIIIXZZZX (0.018697120137115105+0j)
XZZZZXIIIXZZZX (0.018697120137115105+0j)
IIIIZIIIIYZZZY (-0.019676955183264212+0j)
IIIIZIIIIXZZZX (-0.019676955183264212+0j)
IYZZYIIIIYZZZY (0.018697393275214177+0j)
IXZZXIIIIYZZZY (0.018697393275214177+0j)
IYZZYIIIIXZZZX (0.018697393275214177+0j)
IXZZXIIIIXZZZX (0.018697393275214177+0j)
IIIZIIIIIYZZZY (-0.027731679983997143+0j)
IIIZIIIIIXZZZX (-0.027731679983997143+0j)
IIYYIIIIIYZZZY (-0.012989533144794483+0j)
IIXXIIIIIYZZZY (-0.012989533144794483+0j)
IIYYIIIIIXZZZX (-0.012989533144794483+0j)
IIXXIIIIIXZZZX (-0.012989533144794483+0j)
YZZYIIIIIYZZZY (-2.5765900172490443e-06+0j)
XZZXIIIIIYZZZY (-2.5765900172490443e-06+0j)
YZZYIIIIIXZZZX (-2.5765900172490443e-06+0j)
XZZXIIIIIXZZZX (-2.5765900172490443e-06+0j)
IIZIIIIIIYZZZY (-0.02470870310605143+0j)
IIZIIIIIIXZZZX (-0.02470870310605143+0j)
YZYIIIIIIYZZZY (2.5254573172571633e-07+0j)
XZXIIIIIIYZZZY (2.5254573172571633e-07+0j)
YZYIIIIIIXZZZX (2.5254573172571633e-07+0j)
XZXIIIIIIXZZZX (2.5254573172571633e-07+0j)
IZIIIIIIIYZZZY (-0.019901421150550536+0j)
IZIIIIIIIXZZZX (-0.019901421150550536+0j)
ZIIIIIIIIYZZZY (-0.01990316289907822+0j)
ZIIIIIIIIXZZZX (-0.01990316289907822+0j)
IIIIIIIYIZZZZY (-2.745518193123138e-06+0j)
IIIIIIIXIZZZZX (-2.745518193123138e-06+0j)
IIIIYZYIYZZZZY (0.006768213972732541+0j)
IIIIXZXIYZZZZY (0.006768213972732541+0j)
IIIIYZYIXZZZZX (0.006768213972732541+0j)
IIIIXZXIXZZZZX (0.006768213972732541+0j)
IYZZZZYIYZZZZY (0.013174647572731442+0j)
IXZZZZXIYZZZZY (0.013174647572731442+0j)
IYZZZZYIXZZZZX (0.013174647572731442+0j)
IXZZZZXIXZZZZX (0.013174647572731442+0j)
IIIIYYIIYZZZZY (0.00380614126128371+0j)
IIIIXXIIYZZZZY (0.00380614126128371+0j)
IIIIYYIIXZZZZX (0.00380614126128371+0j)
IIIIXXIIXZZZZX (0.00380614126128371+0j)
IYZZZYIIYZZZZY (-0.0015656357302472736+0j)
IXZZZXIIYZZZZY (-0.0015656357302472736+0j)
IYZZZYIIXZZZZX (-0.0015656357302472736+0j)
IXZZZXIIXZZZZX (-0.0015656357302472736+0j)
IIIYYIIIYZZZZY (0.006281615825617077+0j)
IIIXXIIIYZZZZY (0.006281615825617077+0j)
IIIYYIIIXZZZZX (0.006281615825617077+0j)
IIIXXIIIXZZZZX (0.006281615825617077+0j)
IIYZYIIIYZZZZY (0.00953714873706859+0j)
IIXZXIIIYZZZZY (0.00953714873706859+0j)
IIYZYIIIXZZZZX (0.00953714873706859+0j)
IIXZXIIIXZZZZX (0.00953714873706859+0j)
YZZZYIIIYZZZZY (-0.0015642268015562052+0j)
XZZZXIIIYZZZZY (-0.0015642268015562052+0j)
YZZZYIIIXZZZZX (-0.0015642268015562052+0j)
XZZZXIIIXZZZZX (-0.0015642268015562052+0j)
IYZYIIIIYZZZZY (0.003747015383252984+0j)
IXZXIIIIYZZZZY (0.003747015383252984+0j)
IYZYIIIIXZZZZX (0.003747015383252984+0j)
IXZXIIIIXZZZZX (0.003747015383252984+0j)
IYYIIIIIYZZZZY (-0.0002791266248977249+0j)
IXXIIIIIYZZZZY (-0.0002791266248977249+0j)
IYYIIIIIXZZZZX (-0.0002791266248977249+0j)
IXXIIIIIXZZZZX (-0.0002791266248977249+0j)
YYIIIIIIYZZZZY (0.006086293737244728+0j)
XXIIIIIIYZZZZY (0.006086293737244728+0j)
YYIIIIIIXZZZZX (0.006086293737244728+0j)
XXIIIIIIXZZZZX (0.006086293737244728+0j)
IIIIIIZYZZZZZY (-4.4383658010420455e-06+0j)
IIIIIIZXZZZZZX (-4.4383658010420455e-06+0j)
IIIIIYYYZZZZZY (0.006767822519923117+0j)
IIIIIXXYZZZZZY (0.006767822519923117+0j)
IIIIIYYXZZZZZX (0.006767822519923117+0j)
IIIIIXXXZZZZZX (0.006767822519923117+0j)
IIIYZZYYZZZZZY (-3.5099325241080186e-07+0j)
IIIXZZXYZZZZZY (-3.5099325241080186e-07+0j)
IIIYZZYXZZZZZX (-3.5099325241080186e-07+0j)
IIIXZZXXZZZZZX (-3.5099325241080186e-07+0j)
IIYZZZYYZZZZZY (1.6996912982954887e-06+0j)
IIXZZZXYZZZZZY (1.6996912982954887e-06+0j)
IIYZZZYXZZZZZX (1.6996912982954887e-06+0j)
IIXZZZXXZZZZZX (1.6996912982954887e-06+0j)
YZZZZZYYZZZZZY (0.013174603189027873+0j)
XZZZZZXYZZZZZY (0.013174603189027873+0j)
YZZZZZYXZZZZZX (0.013174603189027873+0j)
XZZZZZXXZZZZZX (0.013174603189027873+0j)
IIIIIZIYZZZZZY (0.003803097242617403+0j)
IIIIIZIXZZZZZX (0.003803097242617403+0j)
IIIYZYIYZZZZZY (0.0062816953706034+0j)
IIIXZXIYZZZZZY (0.0062816953706034+0j)
IIIYZYIXZZZZZX (0.0062816953706034+0j)
IIIXZXIXZZZZZX (0.0062816953706034+0j)
IIYZZYIYZZZZZY (0.009536641780833683+0j)
IIXZZXIYZZZZZY (0.009536641780833683+0j)
IIYZZYIXZZZZZX (0.009536641780833683+0j)
