Bravyi-Kitaev mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-45.692878261398114+0j)
IZZIYYZIIIIIIIII (0.22307345917611157+0j)
IIIIZZZIIIIIIIII (0.782149859159199+0j)
IYZIYZZIIIIIIIII (-0.22307286959272576+0j)
IXZIXIIIIIIIIIII (-0.22307286959272576+0j)
IIIZIIIIIIIIIIII (0.8458010749578678+0j)
IIZXIIIIIIIIIIII (-0.08641248669942206+0j)
IIIXIIIIIIIIIIII (0.08641248669942206+0j)
ZIXXZIIIZIIIIIII (-1.19790365307415e-05+0j)
IZYYIIIIIIIIIIII (-1.19790365307415e-05+0j)
IIZZIIIIIIIIIIII (0.4256470586993216+0j)
ZIXZZIIIZIIIIIII (-7.944962838202143e-06+0j)
IZXIIIIIIIIIIIII (7.944962838202143e-06+0j)
IZIIIIIIIIIIIIII (0.4489786290333368+0j)
ZZZIZIIIZIIIIIII (0.4489728949828479+0j)
IIIIIIIIIIIIIIZI (0.19784228451187777+0j)
IIIIIIIIIIIIIYYI (-7.703742092128427e-07+0j)
IIIIIIIIIIIIIXXZ (-7.703742092128427e-07+0j)
IIIIIIIIIIXYYIXI (-0.01754094987622995+0j)
IIIIIIIIIIXXYIYZ (0.01754094987622995+0j)
IIIIIIIIIIYIYIXI (-0.06756108101211153+0j)
IIIIIIIIIIXZYIYZ (0.06756108101211153+0j)
IIIIIIIIZIIIXIXI (9.896964306715779e-06+0j)
IIIIIIIIIZZIYIYZ (9.896964306715779e-06+0j)
IIIIIIIIIIIIIZIZ (0.1727180091952291+0j)
IIIIIIIIIIXYYXZZ (6.943029497741501e-07+0j)
IIIIIIIIIIXXYYZZ (-6.943029497741501e-07+0j)
IIIIIIIIIIYIYXZZ (1.1236089747311866e-05+0j)
IIIIIIIIIIXZYYZZ (-1.1236089747311866e-05+0j)
IIIIIIIIZIIIXXZZ (0.07151005494571956+0j)
IIIIIIIIIZZIYYZZ (0.07151005494571956+0j)
IIIIIIIIIIIIZZZZ (0.17271794781128394+0j)
IIIIIIIIIYZIYZZZ (-0.07150978383761207+0j)
IIIIIIIIIXZIXIIZ (-0.07150978383761207+0j)
IIIIIIIIIIIZIIIZ (0.22327057857574983+0j)
IIIIIIIIIIZXIIIZ (-0.033177414382533243+0j)
IIIIIIIIIIIXIIIZ (0.033177414382533243+0j)
IIIIIIIIZIXXZIIZ (-4.6077690578419635e-06+0j)
IIIIIIIIIZYYIIIZ (-4.6077690578419635e-06+0j)
IIIIIIIIIIZZIIIZ (0.17471271304892377+0j)
IIIIIIIIZIXZZIIZ (-2.35541029122333e-06+0j)
IIIIIIIIIZXIIIIZ (2.35541029122333e-06+0j)
IIIIIIIIIZIIIIIZ (0.18976546453574955+0j)
IIIIIIIIZZZIZIIZ (0.18976857301768116+0j)
IIIIIIIZIIIIIIIZ (1.0319736480037107+0j)
IIIIIIZXIIIIIIIZ (-0.08545153734436486+0j)
IIIIIIIXIIIIIIIZ (0.08545153734436486+0j)
IIIIIYYXIIIIIIIZ (2.4326097488564077e-07+0j)
IIIIIXYYIIIIIIIZ (-2.4326097488564077e-07+0j)
IIXYYIXXIIIIIIIZ (0.03987832265602617+0j)
IIXXYIXYIIIIIIIZ (-0.03987832265602617+0j)
IIYIYIXXIIIIIIIZ (0.06716089313794397+0j)
IIXZYIXYIIIIIIIZ (-0.06716089313794397+0j)
ZIIIXIXXZIIIIIIZ (-9.953655812789936e-06+0j)
IZZIYIXYIIIIIIIZ (-9.953655812789936e-06+0j)
IIIIIIZZIIIIIIIZ (0.2091050772027092+0j)
IIIIIYYZIIIIIIIZ (-7.92802712584326e-07+0j)
IIIIIXXIIIIIIIIZ (-7.92802712584326e-07+0j)
IIXYYIXZIIIIIIIZ (-0.0219769557215143+0j)
IIXXYIYIIIIIIIIZ (0.0219769557215143+0j)
IIYIYIXZIIIIIIIZ (-0.07694396934591405+0j)
IIXZYIYIIIIIIIIZ (0.07694396934591405+0j)
ZIIIXIXZZIIIIIIZ (1.1300749827614967e-05+0j)
IZZIYIYIIIIIIIIZ (1.1300749827614967e-05+0j)
IIIIIZIIIIIIIIIZ (0.17502840764887337+0j)
IIXYYXZIIIIIIIIZ (6.943029497741501e-07+0j)
IIXXYYZIIIIIIIIZ (-6.943029497741501e-07+0j)
IIYIYXZIIIIIIIIZ (1.1698383324549755e-05+0j)
IIXZYYZIIIIIIIIZ (-1.1698383324549755e-05+0j)
ZIIIXXZIZIIIIIIZ (0.07480534238558038+0j)
IZZIYYZIIIIIIIIZ (0.07480534238558038+0j)
IIIIZZZIIIIIIIIZ (0.17502839049472652+0j)
IYZIYZZIIIIIIIIZ (-0.0748050241547787+0j)
IXZIXIIIIIIIIIIZ (-0.0748050241547787+0j)
IIIZIIIIIIIIIIIZ (0.22981852784244414+0j)
IIZXIIIIIIIIIIIZ (-0.03190748301454016+0j)
IIIXIIIIIIIIIIIZ (0.03190748301454016+0j)
ZIXXZIIIZIIIIIIZ (-4.422418990131197e-06+0j)
IZYYIIIIIIIIIIIZ (-4.422418990131197e-06+0j)
IIZZIIIIIIIIIIIZ (0.18376584569746623+0j)
ZIXZZIIIZIIIIIIZ (-1.7338188756153595e-06+0j)
IZXIIIIIIIIIIIIZ (1.7338188756153595e-06+0j)
IZIIIIIIIIIIIIIZ (0.19448166957953975+0j)
ZZZIZIIIZIIIIIIZ (0.19448500476744834+0j)
IIIIIIIIIIXYYIYY (-0.0017529518515371333+0j)
IIIIIIIIIIXXYIYX (-0.0017529518515371333+0j)
IIIIIIIIIIYIYIYY (0.0012038738348395042+0j)
IIIIIIIIIIXZYIYX (0.0012038738348395042+0j)
IIIIIIIIZIIIXIYY (-2.5273182891576583e-07+0j)
IIIIIIIIIZZIYIYX (2.5273182891576583e-07+0j)
IIIIIIIIIIIIIZZX (-0.004520599961656454+0j)
IIIIIIIIIIIIIZIX (0.004520599961656454+0j)
IIIIIIIIIIYIYXIX (-9.623796120889406e-07+0j)
IIIIIIIIIIXZYYIX (6.625589739875273e-07+0j)
IIIIIIIIIIYIYYZY (-2.9982063810141333e-07+0j)
IIIIIIIIIIXZYXIY (2.9982063810141333e-07+0j)
IIIIIIIIIIYIYXZX (6.625589739875273e-07+0j)
IIIIIIIIIIXZYYZX (-9.623796120889406e-07+0j)
IIIIIIIIZIIIXXIX (-0.0063649641491524914+0j)
IIIIIIIIIZZIYYIX (-0.004306063130141434+0j)
IIIIIIIIZIIIXYZY (-0.0020589010190110594+0j)
IIIIIIIIIZZIYXIY (-0.0020589010190110594+0j)
IIIIIIIIZIIIXXZX (0.004306063130141434+0j)
IIIIIIIIIZZIYYZX (0.0063649641491524914+0j)
IIIIIIIIIIIIZZIX (-0.004520621441663271+0j)
IIIIIIIIIIIIZZZX (0.004520621441663271+0j)
IIIIIIIIIYZIYZIX (0.006364790215626975+0j)
IIIIIIIIIXZIXIZX (0.004306057005818559+0j)
IIIIIIIIIYZIXIIY (-0.0020587332098084155+0j)
IIIIIIIIIXZIYZIY (-0.0020587332098084155+0j)
IIIIIIIIIYZIYZZX (-0.004306057005818559+0j)
IIIIIIIIIXZIXIIX (-0.006364790215626975+0j)
IIIIIIIIIIIZIIZX (-0.007582163025757639+0j)
IIIIIIIIIIIZIIIX (0.007582163025757639+0j)
IIIIIIIIIIZXIIZX (0.0037916541761793443+0j)
IIIIIIIIIIIXIIZX (-0.0038212192469673258+0j)
IIIIIIIIIIZYIIIY (-2.9565070787981873e-05+0j)
IIIIIIIIIIIYIIZY (-2.9565070787981873e-05+0j)
IIIIIIIIIIZXIIIX (-0.0038212192469673258+0j)
IIIIIIIIIIIXIIIX (0.0037916541761793443+0j)
IIIIIIIIIIZZIIZX (-0.0018592784292445442+0j)
IIIIIIIIIIZZIIIX (0.0018592784292445442+0j)
IIIIIIIIIZIIIIZX (-0.005708270945046487+0j)
IIIIIIIIIZIIIIIX (0.005708270945046487+0j)
IIIIIIIIZZZIZIZX (-0.005708454892459564+0j)
IIIIIIIIZZZIZIIX (0.005708454892459564+0j)
IIIIIIIZIIIIIIZX (-0.08545153734436486+0j)
IIIIIIIZIIIIIIIX (0.08545153734436486+0j)
IIIIIIZXIIIIIIZX (0.011262792690831431+0j)
IIIIIIIXIIIIIIZX (-0.011262792690831431+0j)
IIIIIIZXIIIIIIIX (-0.011262792690831431+0j)
IIIIIIIXIIIIIIIX (0.011262792690831431+0j)
IIXYYIXXIIIIIIZX (-0.004436005845284347+0j)
IIXXYIXYIIIIIIZX (0.004436005845284347+0j)
IIXYYIXXIIIIIIIX (0.004436005845284347+0j)
IIXXYIXYIIIIIIIX (-0.004436005845284347+0j)
IIYIYIXXIIIIIIZX (-0.009382888333802521+0j)
IIXZYIXYIIIIIIZX (0.009382888333802521+0j)
IIYIYIXXIIIIIIIX (0.009382888333802521+0j)
IIXZYIXYIIIIIIIX (-0.009382888333802521+0j)
ZIIIXIXXZIIIIIZX (1.4037855208991882e-06+0j)
IZZIYIXYIIIIIIZX (1.4037855208991882e-06+0j)
ZIIIXIXXZIIIIIIX (-1.4037855208991882e-06+0j)
IZZIYIXYIIIIIIIX (-1.4037855208991882e-06+0j)
IIIIIIZZIIIIIIZX (-0.002207383397004464+0j)
IIIIIIZZIIIIIIIX (0.002207383397004464+0j)
IIXYYIXZIIIIIIZX (0.0018881173607333392+0j)
IIXXYIYIIIIIIIZX (-0.0018881173607333392+0j)
IIXYYIXZIIIIIIIX (-0.0018881173607333392+0j)
IIXXYIYIIIIIIIIX (0.0018881173607333392+0j)
IIYIYIXZIIIIIIZX (0.0017189110122380388+0j)
IIXZYIYIIIIIIIZX (-0.0017189110122380388+0j)
IIYIYIXZIIIIIIIX (-0.0017189110122380388+0j)
IIXZYIYIIIIIIIIX (0.0017189110122380388+0j)
ZIIIXIXZZIIIIIZX (-2.5273182891576583e-07+0j)
IZZIYIYIIIIIIIZX (-2.5273182891576583e-07+0j)
ZIIIXIXZZIIIIIIX (2.5273182891576583e-07+0j)
IZZIYIYIIIIIIIIX (2.5273182891576583e-07+0j)
IIIIIZIIIIIIIIZX (-0.0008577560547273705+0j)
IIIIIZIIIIIIIIIX (0.0008577560547273705+0j)
IIYIYXZIIIIIIIZX (-2.2873003736281178e-07+0j)
IIXZYYZIIIIIIIZX (2.2873003736281178e-07+0j)
IIYIYXZIIIIIIIIX (2.2873003736281178e-07+0j)
IIXZYYZIIIIIIIIX (-2.2873003736281178e-07+0j)
ZIIIXXZIZIIIIIZX (-0.0015282808821835225+0j)
IZZIYYZIIIIIIIZX (-0.0015282808821835225+0j)
ZIIIXXZIZIIIIIIX (0.0015282808821835225+0j)
IZZIYYZIIIIIIIIX (0.0015282808821835225+0j)
IIIIZZZIIIIIIIZX (-0.0008577810912247251+0j)
IIIIZZZIIIIIIIIX (0.0008577810912247251+0j)
IYZIYZZIIIIIIIZX (0.0015282516373958813+0j)
IXZIXIIIIIIIIIZX (0.0015282516373958813+0j)
IYZIYZZIIIIIIIIX (-0.0015282516373958813+0j)
IXZIXIIIIIIIIIIX (-0.0015282516373958813+0j)
IIIZIIIIIIIIIIZX (-0.0032207680595922406+0j)
IIIZIIIIIIIIIIIX (0.0032207680595922406+0j)
IIZXIIIIIIIIIIZX (-0.0001497974848038439+0j)
IIIXIIIIIIIIIIZX (0.0001497974848038439+0j)
IIZXIIIIIIIIIIIX (0.0001497974848038439+0j)
IIIXIIIIIIIIIIIX (-0.0001497974848038439+0j)
IIZZIIIIIIIIIIZX (-0.0016302128363171525+0j)
IIZZIIIIIIIIIIIX (0.0016302128363171525+0j)
IZIIIIIIIIIIIIZX (-0.0019563812506424305+0j)
IZIIIIIIIIIIIIIX (0.0019563812506424305+0j)
ZZZIZIIIZIIIIIZX (-0.001956482322005938+0j)
ZZZIZIIIZIIIIIIX (0.001956482322005938+0j)
IIIIIIIIIIXYYZXX (0.002251921163007744+0j)
IIIIIIIIIIXXYZXY (-0.002251921163007744+0j)
IIIIIIIIIIYIYZXX (0.0014741450694921996+0j)
IIIIIIIIIIXZYZXY (-0.0014741450694921996+0j)
IIIIIIIIZIIIXZXX (0.0013152927556355216+0j)
IIIIIIIIIZZIYZXY (0.0013152927556355216+0j)
IIIIIIIIIIIIZXXX (-2.893569298197899e-08+0j)
IIIIIIIIIIIIZYXY (-2.893569298197899e-08+0j)
IIIIIIIIIYZIYXXX (-0.001315560640335648+0j)
IIIIIIIIIYZIXXYX (0.001315567055818878+0j)
IIIIIIIIIXZIYXXY (0.001315567055818878+0j)
IIIIIIIIIXZIXXYY (-0.001315560640335648+0j)
IIIIIIIIIIZXIYYX (1.0728182833983508e-07+0j)
IIIIIIIIIIIXIYYX (-3.054891090499284e-07+0j)
IIIIIIIIIIZYIXYX (1.9820728071009335e-07+0j)
IIIIIIIIIIIYIYYY (-1.9820728071009335e-07+0j)
IIIIIIIIIIZXIXYY (-3.054891090499284e-07+0j)
IIIIIIIIIIIXIXYY (1.0728182833983508e-07+0j)
IIIIIIIIZIXXZYYX (-0.0006142894960832186+0j)
IIIIIIIIIZYYIYYX (-0.0018265623403046058+0j)
IIIIIIIIZIXYZXYX (-0.0012122728442213872+0j)
IIIIIIIIIZYXIYYY (0.0012122728442213872+0j)
IIIIIIIIZIXXZXYY (0.0018265623403046058+0j)
IIIIIIIIIZYYIXYY (0.0006142894960832186+0j)
IIIIIIIIIIZZIYYX (7.710649635435743e-07+0j)
IIIIIIIIIIZZIXYY (-7.710649635435743e-07+0j)
IIIIIIIIZIXZZYYX (-0.0009752792272725861+0j)
IIIIIIIIIZXIIYYX (0.004115344572566949+0j)
IIIIIIIIZIYIZXYX (-0.003140065345294362+0j)
IIIIIIIIIZYZIYYY (0.003140065345294362+0j)
IIIIIIIIZIXZZXYY (0.004115344572566949+0j)
IIIIIIIIIZXIIXYY (-0.0009752792272725861+0j)
IIIIIIIIIZIIIYYX (0.0008138093775630891+0j)
IIIIIIIIIZIIIXYY (-0.0008138093775630891+0j)
IIIIIIIIZZZIZYYX (-0.000814465108570966+0j)
IIIIIIIIZZZIZXYY (0.000814465108570966+0j)
IIIIIIIZIIIIIYYX (2.4326097488564077e-07+0j)
IIIIIIIZIIIIIXYY (-2.4326097488564077e-07+0j)
IIIIIYYXIIIIIYYX (0.0023103984536442905+0j)
IIIIIXYYIIIIIYYX (-0.0023103984536442905+0j)
IIIIIYYXIIIIIXYY (-0.0023103984536442905+0j)
IIIIIXYYIIIIIXYY (0.0023103984536442905+0j)
IIYIYIXXIIIIIYYX (-4.622935772378913e-07+0j)
IIXZYIXYIIIIIYYX (4.622935772378913e-07+0j)
IIYIYIXXIIIIIXYY (4.622935772378913e-07+0j)
IIXZYIXYIIIIIXYY (-4.622935772378913e-07+0j)
ZIIIXIXXZIIIIYYX (-0.0032952874398608223+0j)
IZZIYIXYIIIIIYYX (-0.0032952874398608223+0j)
ZIIIXIXXZIIIIXYY (0.0032952874398608223+0j)
IZZIYIXYIIIIIXYY (0.0032952874398608223+0j)
IIIIIYYZIIIIIYYX (0.0036628439069290855+0j)
IIIIIXXIIIIIIYYX (0.0036628439069290855+0j)
IIIIIYYZIIIIIXYY (-0.0036628439069290855+0j)
IIIIIXXIIIIIIXYY (-0.0036628439069290855+0j)
IIYIYIXZIIIIIYYX (-4.338289366247155e-07+0j)
IIXZYIYIIIIIIYYX (4.338289366247155e-07+0j)
IIYIYIXZIIIIIXYY (4.338289366247155e-07+0j)
IIXZYIYIIIIIIXYY (-4.338289366247155e-07+0j)
ZIIIXIXZZIIIIYYX (-0.002777782247957911+0j)
IZZIYIYIIIIIIYYX (-0.002777782247957911+0j)
ZIIIXIXZZIIIIXYY (0.002777782247957911+0j)
IZZIYIYIIIIIIXYY (0.002777782247957911+0j)
IIIIIZIIIIIIIYYX (-0.000633279751108151+0j)
IIIIIZIIIIIIIXYY (0.000633279751108151+0j)
IIXYYXZIIIIIIYYX (0.000936626311995552+0j)
IIXXYYZIIIIIIYYX (-0.000936626311995552+0j)
IIXYYXZIIIIIIXYY (-0.000936626311995552+0j)
IIXXYYZIIIIIIXYY (0.000936626311995552+0j)
IIYIYXZIIIIIIYYX (0.0012249407851712072+0j)
IIXZYYZIIIIIIYYX (-0.0012249407851712072+0j)
IIYIYXZIIIIIIXYY (-0.0012249407851712072+0j)
IIXZYYZIIIIIIXYY (0.0012249407851712072+0j)
ZIIIXXZIZIIIIYYX (0.0005529860190994122+0j)
IZZIYYZIIIIIIYYX (0.0005529860190994122+0j)
ZIIIXXZIZIIIIXYY (-0.0005529860190994122+0j)
IZZIYYZIIIIIIXYY (-0.0005529860190994122+0j)
IIIIZZZIIIIIIYYX (0.0006333398308660424+0j)
IIIIZZZIIIIIIXYY (-0.0006333398308660424+0j)
IYZIYZZIIIIIIYYX (0.0005532042487057053+0j)
IXZIXIIIIIIIIYYX (0.0005532042487057053+0j)
IYZIYZZIIIIIIXYY (-0.0005532042487057053+0j)
IXZIXIIIIIIIIXYY (-0.0005532042487057053+0j)
IIZXIIIIIIIIIYYX (3.054891090499284e-07+0j)
IIIXIIIIIIIIIYYX (-3.054891090499284e-07+0j)
IIZXIIIIIIIIIXYY (-3.054891090499284e-07+0j)
IIIXIIIIIIIIIXYY (3.054891090499284e-07+0j)
ZIXXZIIIZIIIIYYX (-0.001965781584784002+0j)
IZYYIIIIIIIIIYYX (-0.001965781584784002+0j)
ZIXXZIIIZIIIIXYY (0.001965781584784002+0j)
IZYYIIIIIIIIIXYY (0.001965781584784002+0j)
IIZZIIIIIIIIIYYX (7.710649635435743e-07+0j)
IIZZIIIIIIIIIXYY (-7.710649635435743e-07+0j)
ZIXZZIIIZIIIIYYX (-0.0025854532340213805+0j)
IZXIIIIIIIIIIYYX (0.0025854532340213805+0j)
ZIXZZIIIZIIIIXYY (0.0025854532340213805+0j)
IZXIIIIIIIIIIXYY (-0.0025854532340213805+0j)
IZIIIIIIIIIIIYYX (1.02791813850356e-05+0j)
IZIIIIIIIIIIIXYY (-1.02791813850356e-05+0j)
ZZZIZIIIZIIIIYYX (-1.1001392713070219e-05+0j)
ZZZIZIIIZIIIIXYY (1.1001392713070219e-05+0j)
IIIIIIIIIIXYXZYX (0.0022519401183377194+0j)
IIIIIIIIIIXXXZYY (-0.0022519401183377194+0j)
IIIIIIIIIIYIXZYX (0.0014738993893781108+0j)
IIIIIIIIIIXZXZYY (-0.0014738993893781108+0j)
IIIIIIIIZIIIYZYX (0.0013158023909858813+0j)
IIIIIIIIIZZIXZYY (-0.0013158023909858813+0j)
IIIIIIIIIYYXZIXX (-0.0006142387999414568+0j)
IIIIIIIIIXYYZIXX (0.0018265538004265478+0j)
IIIIIIIIIYYYIZYX (0.0012123150004850905+0j)
IIIIIIIIIXYXZIXY (-0.0012123150004850905+0j)
IIIIIIIIIYYXIZYY (-0.0018265538004265478+0j)
IIIIIIIIIXYYIZYY (0.0006142387999414568+0j)
IIIIIIIIIYYZZIXX (-0.0009753861987673749+0j)
IIIIIIIIIXXIZIXX (-0.00411554271178726+0j)
IIIIIIIIIYXIIZYX (-0.0031401565130198847+0j)
IIIIIIIIIXYZZIXY (-0.0031401565130198847+0j)
IIIIIIIIIYYZIZYY (-0.00411554271178726+0j)
IIIIIIIIIXXIIZYY (-0.0009753861987673749+0j)
IIIIIIIIZXZIIIXX (-0.0008131921940559249+0j)
IIIIIIIIIXIIZIXX (0.0008135750886336823+0j)
IIIIIIIIZYZIZZYX (3.828945777573003e-07+0j)
IIIIIIIIIYIIZIXY (3.828945777573003e-07+0j)
IIIIIIIIZXZIZZYY (-0.0008135750886336823+0j)
IIIIIIIIIXIIIZYY (0.0008131921940559249+0j)
IIIIZIXXIIIIZIXX (0.0023104426834425784+0j)
IIIIIZYYIIIIZIXX (0.0023104426834425784+0j)
IIIIZIXXIIIIIZYY (0.0023104426834425784+0j)
IIIIIZYYIIIIIZYY (0.0023104426834425784+0j)
IYZIYIXXIIIIZIXX (-0.003295240317166632+0j)
IXZIYIXYIIIIZIXX (0.003295240317166632+0j)
IYZIYIXXIIIIIZYY (-0.003295240317166632+0j)
IXZIYIXYIIIIIZYY (0.003295240317166632+0j)
IIIIZIXZIIIIZIXX (0.0036628403504385463+0j)
IIIIIZXIIIIIZIXX (-0.0036628403504385463+0j)
IIIIZIXZIIIIIZYY (0.0036628403504385463+0j)
IIIIIZXIIIIIIZYY (-0.0036628403504385463+0j)
IYZIYIXZIIIIZIXX (-0.002777805368422678+0j)
IXZIYIYIIIIIZIXX (0.002777805368422678+0j)
IYZIYIXZIIIIIZYY (-0.002777805368422678+0j)
IXZIYIYIIIIIIZYY (0.002777805368422678+0j)
IIIIZXZIIIIIZIXX (-0.0006333108951730605+0j)
IIIIIXIIIIIIZIXX (0.0006333108951730605+0j)
IIIIZXZIIIIIIZYY (-0.0006333108951730605+0j)
IIIIIXIIIIIIIZYY (0.0006333108951730605+0j)
IYZIYXZIIIIIZIXX (-0.0005532106641889357+0j)
IXZIYYZIIIIIZIXX (0.0005532106641889357+0j)
IYZIYXZIIIIIIZYY (-0.0005532106641889357+0j)
IXZIYYZIIIIIIZYY (0.0005532106641889357+0j)
IIXYYZZIIIIIZIXX (-0.0009366739247992698+0j)
IIXXXIIIIIIIZIXX (-0.0009366739247992698+0j)
IIXYYZZIIIIIIZYY (-0.0009366739247992698+0j)
IIXXXIIIIIIIIZYY (-0.0009366739247992698+0j)
IIYIYZZIIIIIZIXX (-0.001224910728316361+0j)
IIXZXIIIIIIIZIXX (-0.001224910728316361+0j)
IIYIYZZIIIIIIZYY (-0.001224910728316361+0j)
IIXZXIIIIIIIIZYY (-0.001224910728316361+0j)
ZIIIXZZIZIIIZIXX (0.000553346000105107+0j)
IZZIXIIIIIIIZIXX (-0.000553346000105107+0j)
ZIIIXZZIZIIIIZYY (0.000553346000105107+0j)
IZZIXIIIIIIIIZYY (-0.000553346000105107+0j)
IYYXIIIIIIIIZIXX (-0.0019657477334952263+0j)
IXYYIIIIIIIIZIXX (0.0019657477334952263+0j)
IYYXIIIIIIIIIZYY (-0.0019657477334952263+0j)
IXYYIIIIIIIIIZYY (0.0019657477334952263+0j)
IYYZIIIIIIIIZIXX (-0.0025854495649590783+0j)
IXXIIIIIIIIIZIXX (-0.0025854495649590783+0j)
IYYZIIIIIIIIIZYY (-0.0025854495649590783+0j)
IXXIIIIIIIIIIZYY (-0.0025854495649590783+0j)
ZXZIZIIIZIIIZIXX (-9.864867096713847e-06+0j)
IXIIIIIIIIIIZIXX (9.864867096713847e-06+0j)
ZXZIZIIIZIIIIZYY (-9.864867096713847e-06+0j)
IXIIIIIIIIIIIZYY (9.864867096713847e-06+0j)
IIIIIIIIIZYYIIZX (5.718204840613298e-07+0j)
IIIIIIIIZIXXZIZX (5.76924807831463e-07+0j)
IIIIIIIIIZYYIIIX (-5.76924807831463e-07+0j)
IIIIIIIIZIXXZIIX (-5.718204840613298e-07+0j)
IIIIIIIIIIYZYIXX (0.006417659788009317+0j)
IIIIIIIIIIXIYIXY (-0.006417659788009317+0j)
IIIIIIIIZIIZXIXX (-9.450331656543154e-07+0j)
IIIIIIIIIZZZYIXY (-9.450331656543154e-07+0j)
IIIIIIIIIIYXYIXX (0.00448744343590519+0j)
IIIIIIIIIIYYYIXY (0.00448744343590519+0j)
IIIIIIIIZIIXXIXX (-1.2389925691016956e-07+0j)
IIIIIIIIIZIYYIXX (-1.197898170121667e-07+0j)
IIIIIIIIZIIYXIXY (-1.197898170121667e-07+0j)
IIIIIIIIIZIXYIXY (1.2389925691016956e-07+0j)
IIIIIIIIIZXYYIXX (0.003639543859799403+0j)
