Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-26.75747261175956+0j)
IIIIIIIIXIYIYIIIXZZZ (-0.013826474845235913+0j)
IIIIIIIIXIXZYIIIYIIZ (0.013826474845235913+0j)
IIIIIIIIIIIIIIIZIIIZ (0.08682053454933271+0j)
IIIIIIIIIIIIIIZZIIIZ (0.1013505724413979+0j)
IIIIIIIIIIIIIZIIIIIZ (0.10886035821629363+0j)
IIIIIIIIIIIIZZZIZIIZ (0.09519429396670984+0j)
IIIIIIIIIIIZIIIIIIIZ (0.08766921848805508+0j)
IIIIIIIIIIZZIIIIIIIZ (0.08860401743403153+0j)
IIIIIIIIIZIIIIIIIIIZ (0.12554775831493006+0j)
IIIIIIYIYXZIIIIIIIIZ (0.024747237830925778+0j)
IIIIIIXZYYZIIIIIIIIZ (-0.024747237830925778+0j)
YIIIYIIIXXZIZIIIIIIZ (-0.0072088724254882235+0j)
XZZIYIIIXYZIZIIIIIIZ (0.0072088724254882235+0j)
IIIIIIIIZZZIIIIIIIIZ (0.09768204617176705+0j)
XYZIYIIIXZZIZIIIIIIZ (0.017040640160724947+0j)
XXZIYIIIYIIIZIIIIIIZ (-0.017040640160724947+0j)
IIIIIIIZIIIIIIIIIIIZ (0.10478767629279372+0j)
XIYIYIXXZIIIZIIIIIIZ (-0.02451800656288226+0j)
XIXZYIXYZIIIZIIIIIIZ (0.02451800656288226+0j)
IIIIIIZZIIIIIIIIIIIZ (0.11599653175111654+0j)
YIIIYIXZZIIIZIIIIIIZ (-0.01390439175547383+0j)
XZZIYIYIZIIIZIIIIIIZ (0.01390439175547383+0j)
IIIIIZIIIIIIIIIIIIIZ (0.09721176613597113+0j)
IIIIZZZIZIIIZIIIIIIZ (0.12110009991203702+0j)
IIIZIIIIIIIIIIIIIIIZ (0.11949773964818484+0j)
IIZZIIIIIIIIIIIIIIIZ (0.1045848638702234+0j)
IZIIIIIIIIIIIIIIIIIZ (0.09643845101660152+0j)
ZZZIIIIIIIIIIIIIIIIZ (0.09420739305705479+0j)
IIIIIIIIIIIIIIIIZIYY (0.021457699702146827+0j)
IIIIIIIIIIIIIIIIIZXX (0.021457699702146827+0j)
IIIIIIIIXIYIYIIIXIYY (0.0007824909379678564+0j)
IIIIIIIIXIXZYIIIXIYX (0.0007824909379678564+0j)
IIIIIIIIIIIIIIXYYXIX (-0.013561959244521107+0j)
IIIIIIIIIIIIIIXXYYIX (0.007961145595496943+0j)
IIIIIIIIIIIIIIXYYYZY (-0.005600813649024164+0j)
IIIIIIIIIIIIIIXXYXIY (0.005600813649024164+0j)
IIIIIIIIIIIIIIXYYXZX (0.007961145595496943+0j)
IIIIIIIIIIIIIIXXYYZX (-0.013561959244521107+0j)
IIIIIIIIXIXYYIIIXZIX (-0.006242735735057708+0j)
IIIIIIIIXIXXYIIIYIZX (-0.003332727811769314+0j)
IIIIIIIIXIXYYIIIYIIY (-0.009575463546827024+0j)
IIIIIIIIXIXXYIIIXZIY (0.009575463546827024+0j)
IIIIIIIIXIXYYIIIXZZX (-0.003332727811769314+0j)
IIIIIIIIXIXXYIIIYIIX (-0.006242735735057708+0j)
IIIIIIIIIIIIZIXXZIZX (-0.005082635701865857+0j)
IIIIIIIIIIIIIZYYIIZX (-0.00048136913350207045+0j)
IIIIIIIIIIIIZIXYZIIY (-0.004601266568363786+0j)
IIIIIIIIIIIIIZYXIIZY (-0.004601266568363786+0j)
IIIIIIIIIIIIZIXXZIIX (0.00048136913350207045+0j)
IIIIIIIIIIIIIZYYIIIX (0.005082635701865857+0j)
IIIIIIIIIIIIIYYZIIZX (-0.01732623920124535+0j)
IIIIIIIIIIIIIXXIIIZX (-0.012888118951871204+0j)
IIIIIIIIIIIIIYXIIIIY (0.004438120249374147+0j)
IIIIIIIIIIIIIXYZIIZY (0.004438120249374147+0j)
IIIIIIIIIIIIIYYZIIIX (0.012888118951871204+0j)
IIIIIIIIIIIIIXXIIIIX (0.01732623920124535+0j)
IIIIIIIIIIZXIIIIIIZX (-0.018723629497688368+0j)
IIIIIIIIIIIXIIIIIIZX (0.017541387387036755+0j)
IIIIIIIIIIZYIIIIIIIY (-0.001182242110651615+0j)
IIIIIIIIIIIYIIIIIIZY (-0.001182242110651615+0j)
IIIIIIIIIIZXIIIIIIIX (0.017541387387036755+0j)
IIIIIIIIIIIXIIIIIIIX (-0.018723629497688368+0j)
IIIIIIIIZXZIIIIIIIZX (0.021216080704985516+0j)
IIIIIIIIIXIIIIIIIIZX (-0.021216080704985516+0j)
IIIIIIIIZXZIIIIIIIIX (-0.021216080704985516+0j)
IIIIIIIIIXIIIIIIIIIX (0.021216080704985516+0j)
XYZIYIIIXXZIZIIIIIZX (0.007212513975653748+0j)
XXZIYIIIXYZIZIIIIIZX (-0.007212513975653748+0j)
XYZIYIIIXXZIZIIIIIIX (-0.007212513975653748+0j)
XXZIYIIIXYZIZIIIIIIX (0.007212513975653748+0j)
IIIIIIYIYZZIIIIIIIZX (-0.022006051157318435+0j)
IIIIIIXZXIIIIIIIIIZX (-0.022006051157318435+0j)
IIIIIIYIYZZIIIIIIIIX (0.022006051157318435+0j)
IIIIIIXZXIIIIIIIIIIX (0.022006051157318435+0j)
YIIIYIIIXZZIZIIIIIZX (-0.006672071134167393+0j)
XZZIYIIIYIIIZIIIIIZX (0.006672071134167393+0j)
YIIIYIIIXZZIZIIIIIIX (0.006672071134167393+0j)
XZZIYIIIYIIIZIIIIIIX (-0.006672071134167393+0j)
IIIIIYYXIIIIIIIIIIZX (-0.02587124968720875+0j)
IIIIIXYYIIIIIIIIIIZX (0.02587124968720875+0j)
IIIIIYYXIIIIIIIIIIIX (0.02587124968720875+0j)
IIIIIXYYIIIIIIIIIIIX (-0.02587124968720875+0j)
XYZIYIXZZIIIZIIIIIZX (-0.0018458524627884205+0j)
XXZIYIYIZIIIZIIIIIZX (0.0018458524627884205+0j)
XYZIYIXZZIIIZIIIIIIX (0.0018458524627884205+0j)
XXZIYIYIZIIIZIIIIIIX (-0.0018458524627884205+0j)
XIYIYXZIZIIIZIIIIIZX (0.0031280201682154134+0j)
XIXZYYZIZIIIZIIIIIZX (-0.0031280201682154134+0j)
XIYIYXZIZIIIZIIIIIIX (-0.0031280201682154134+0j)
XIXZYYZIZIIIZIIIIIIX (0.0031280201682154134+0j)
XIXYYZZIZIIIZIIIIIZX (-0.025616157083707933+0j)
XIXXXIIIIIIIIIIIIIZX (-0.025616157083707933+0j)
XIXYYZZIZIIIZIIIIIIX (0.025616157083707933+0j)
XIXXXIIIIIIIIIIIIIIX (0.025616157083707933+0j)
ZXZIIIIIIIIIIIIIIIZX (-0.026995548970443095+0j)
IXIIIIIIIIIIIIIIIIZX (0.026995548970443095+0j)
ZXZIIIIIIIIIIIIIIIIX (0.026995548970443095+0j)
IXIIIIIIIIIIIIIIIIIX (-0.026995548970443095+0j)
IIIIIIIIIIIIIIIIZZXX (-0.013435460828012315+0j)
IIIIIIIIIIIIIIIIIIYY (-0.013435460828012315+0j)
IIIIIIIIXIYIYIIIXZXX (-0.010099327651941927+0j)
IIIIIIIIXIXZYIIIXZXY (0.010099327651941927+0j)
IIIIIIIIIIIIZIIIXXXX (-0.007265559062947651+0j)
IIIIIIIIIIIIIZZIXYYX (0.002179137346325675+0j)
IIIIIIIIIIIIZIIIYXYX (-0.009444696409273326+0j)
IIIIIIIIIIIIIZZIYXXY (-0.009444696409273326+0j)
IIIIIIIIIIIIZIIIXYXY (0.002179137346325675+0j)
IIIIIIIIIIIIIZZIXXYY (0.007265559062947651+0j)
IIIIIIIIXIXYYIXXZYYX (0.01068747930232947+0j)
IIIIIIIIXIXXYIXYZYYX (-0.0022089673083860286+0j)
IIIIIIIIXIXYYIXYZXYX (-0.00847851199394344+0j)
IIIIIIIIXIXXYIXXZYYY (-0.00847851199394344+0j)
IIIIIIIIXIXYYIXXZXYY (-0.0022089673083860286+0j)
IIIIIIIIXIXXYIXYZXYY (0.01068747930232947+0j)
IIIIIIIIXIYIYZZIZYYX (0.006625123004599431+0j)
IIIIIIIIXIXZXIIIIYYX (0.009542329285766149+0j)
IIIIIIIIXIYIXIIIIXYX (-0.0029172062811667204+0j)
IIIIIIIIXIXZYZZIZYYY (0.0029172062811667204+0j)
IIIIIIIIXIYIYZZIZXYY (-0.009542329285766149+0j)
IIIIIIIIXIXZXIIIIXYY (-0.006625123004599431+0j)
IIIIIIXYYXZIIIIIIYYX (0.01883887015374087+0j)
IIIIIIXXYYZIIIIIIYYX (-0.01883887015374087+0j)
IIIIIIXYYXZIIIIIIXYY (-0.01883887015374087+0j)
IIIIIIXXYYZIIIIIIXYY (0.01883887015374087+0j)
XIYIYIIIXXZIZIIIIYYX (0.0074083377860866976+0j)
XIXZYIIIXYZIZIIIIYYX (-0.0074083377860866976+0j)
XIYIYIIIXXZIZIIIIXYY (-0.0074083377860866976+0j)
XIXZYIIIXYZIZIIIIXYY (0.0074083377860866976+0j)
IIIIIYZIYZZIIIIIIYYX (0.01791010409171181+0j)
IIIIIXZIXIIIIIIIIYYX (0.01791010409171181+0j)
IIIIIYZIYZZIIIIIIXYY (-0.01791010409171181+0j)
IIIIIXZIXIIIIIIIIXYY (-0.01791010409171181+0j)
IIIIIIZXIIIIIIIIIYYX (-0.005250756152778771+0j)
IIIIIIIXIIIIIIIIIYYX (0.005250756152778771+0j)
IIIIIIZXIIIIIIIIIXYY (0.005250756152778771+0j)
IIIIIIIXIIIIIIIIIXYY (-0.005250756152778771+0j)
YIIIYIXXZIIIZIIIIYYX (-0.006298497151127464+0j)
XZZIYIXYZIIIZIIIIYYX (0.006298497151127464+0j)
YIIIYIXXZIIIZIIIIXYY (0.006298497151127464+0j)
XZZIYIXYZIIIZIIIIXYY (-0.006298497151127464+0j)
XIYIYIXZZIIIZIIIIYYX (-0.011310282060828073+0j)
XIXZYIYIZIIIZIIIIYYX (0.011310282060828073+0j)
XIYIYIXZZIIIZIIIIXYY (0.011310282060828073+0j)
XIXZYIYIZIIIZIIIIXYY (-0.011310282060828073+0j)
XYZIYXZIZIIIZIIIIYYX (0.005474982311194179+0j)
XXZIYYZIZIIIZIIIIYYX (-0.005474982311194179+0j)
XYZIYXZIZIIIZIIIIXYY (-0.005474982311194179+0j)
XXZIYYZIZIIIZIIIIXYY (0.005474982311194179+0j)
ZIXZIIIIIIIIIIIIIYYX (-0.012400352778406933+0j)
IZXIIIIIIIIIIIIIIYYX (0.012400352778406933+0j)
ZIXZIIIIIIIIIIIIIXYY (0.012400352778406933+0j)
IZXIIIIIIIIIIIIIIXYY (-0.012400352778406933+0j)
IIIIIIIIXIYIYIIIYZYX (0.010383029623002813+0j)
IIIIIIIIXIXZYIIIYZYY (-0.010383029623002813+0j)
IIIIIIIIIIIIIIIZZIXX (-0.010270624779568508+0j)
IIIIIIIIIIIIIIIZIZYY (-0.010270624779568508+0j)
IIIIIIIIIIIIIIZZZIXX (-0.015325722934135089+0j)
IIIIIIIIIIIIIIZZIZYY (-0.015325722934135089+0j)
IIIIIIIIIIIIIZIIZIXX (-0.01648544536371919+0j)
IIIIIIIIIIIIIZIIIZYY (-0.01648544536371919+0j)
IIIIIIIIIIIIZZZIIIXX (-0.008240318177366947+0j)
IIIIIIIIIIIIZZZIZZYY (-0.008240318177366947+0j)
IIIIIIIIIIIZIIIIZIXX (-0.00619648293492893+0j)
IIIIIIIIIIIZIIIIIZYY (-0.00619648293492893+0j)
IIIIIIIIIIZZIIIIZIXX (-0.006206606525074395+0j)
IIIIIIIIIIZZIIIIIZYY (-0.006206606525074395+0j)
IIIIIIIIIZIIIIIIZIXX (-0.024747237830925778+0j)
IIIIIIIIIZIIIIIIIZYY (-0.024747237830925778+0j)
IIIIIIYIYXZIIIIIZIXX (-0.021884757637827608+0j)
IIIIIIXZYYZIIIIIZIXX (0.021884757637827608+0j)
IIIIIIYIYXZIIIIIIZYY (-0.021884757637827608+0j)
IIIIIIXZYYZIIIIIIZYY (0.021884757637827608+0j)
YIIIYIIIXXZIZIIIZIXX (-7.791691023791853e-05+0j)
XZZIYIIIXYZIZIIIZIXX (7.791691023791853e-05+0j)
YIIIYIIIXXZIZIIIIZYY (-7.791691023791853e-05+0j)
XZZIYIIIXYZIZIIIIZYY (7.791691023791853e-05+0j)
IIIIIIIIZZZIIIIIZIXX (0.0005483514551716073+0j)
IIIIIIIIZZZIIIIIIZYY (0.0005483514551716073+0j)
XYZIYIIIXZZIZIIIZIXX (-0.005178580274557734+0j)
XXZIYIIIYIIIZIIIZIXX (0.005178580274557734+0j)
XYZIYIIIXZZIZIIIIZYY (-0.005178580274557734+0j)
XXZIYIIIYIIIZIIIIZYY (0.005178580274557734+0j)
IIIIIIIZIIIIIIIIZIXX (-0.008184704675233542+0j)
IIIIIIIZIIIIIIIIIZYY (-0.008184704675233542+0j)
XIYIYIXXZIIIZIIIZIXX (0.013489419407153754+0j)
XIXZYIXYZIIIZIIIZIXX (-0.013489419407153754+0j)
XIYIYIXXZIIIZIIIIZYY (0.013489419407153754+0j)
XIXZYIXYZIIIZIIIIZYY (-0.013489419407153754+0j)
IIIIIIZZIIIIIIIIZIXX (-0.01636143160047042+0j)
IIIIIIZZIIIIIIIIIZYY (-0.01636143160047042+0j)
YIIIYIXZZIIIZIIIZIXX (0.0035962017170078605+0j)
XZZIYIYIZIIIZIIIZIXX (-0.0035962017170078605+0j)
YIIIYIXZZIIIZIIIIZYY (0.0035962017170078605+0j)
XZZIYIYIZIIIZIIIIZYY (-0.0035962017170078605+0j)
IIIIIZIIIIIIIIIIZIXX (-0.002190134833222511+0j)
IIIIIZIIIIIIIIIIIZYY (-0.002190134833222511+0j)
IIIIZZZIZIIIZIIIZIXX (-0.01982526906803425+0j)
IIIIZZZIZIIIZIIIIZYY (-0.01982526906803425+0j)
IIIZIIIIIIIIIIIIZIXX (-0.01520104931391686+0j)
IIIZIIIIIIIIIIIIIZYY (-0.01520104931391686+0j)
IIZZIIIIIIIIIIIIZIXX (-0.01074847074259852+0j)
IIZZIIIIIIIIIIIIIZYY (-0.01074847074259852+0j)
IZIIIIIIIIIIIIIIZIXX (-0.002534878827056483+0j)
IZIIIIIIIIIIIIIIIZYY (-0.002534878827056483+0j)
ZZZIIIIIIIIIIIIIZIXX (0.0006320042320080233+0j)
ZZZIIIIIIIIIIIIIIZYY (0.0006320042320080233+0j)
IIIIIIIIXIYIYIIZXIXX (-0.008279127465998425+0j)
IIIIIIIIXIXZYIIZXIXY (0.008279127465998425+0j)
IIIIIIIIXIXYYZYYXIXX (-0.004446105433748721+0j)
IIIIIIIIXIXXXIXYYIXX (-0.006431696005285406+0j)
IIIIIIIIXIXYXIXXYIXX (0.001985590571536686+0j)
IIIIIIIIXIXXYZYYXIXY (-0.001985590571536686+0j)
IIIIIIIIXIXYYZYXXIXY (0.006431696005285406+0j)
IIIIIIIIXIXXXIXXYIXY (0.004446105433748721+0j)
IIIIIYZIYXZIIIXYYIXX (0.010391231586638414+0j)
IIIIIXZIYYZIIIXYYIXX (-0.010391231586638414+0j)
IIIIIYZIYXZIIIXXYIXY (-0.010391231586638414+0j)
IIIIIXZIYYZIIIXXYIXY (0.010391231586638414+0j)
IIIIIIXYYZZIIIXYYIXX (0.012309290442687644+0j)
IIIIIIXXXIIIIIXYYIXX (0.012309290442687644+0j)
IIIIIIXYYZZIIIXXYIXY (-0.012309290442687644+0j)
IIIIIIXXXIIIIIXXYIXY (-0.012309290442687644+0j)
XIYIYIIIXZZIZIXYYIXX (-0.0026466510347133436+0j)
XIXZYIIIYIIIZIXYYIXX (0.0026466510347133436+0j)
XIYIYIIIXZZIZIXXYIXY (0.0026466510347133436+0j)
XIXZYIIIYIIIZIXXYIXY (-0.0026466510347133436+0j)
XYZIYIXXZIIIZIXYYIXX (0.00326601500280815+0j)
XXZIYIXYZIIIZIXYYIXX (-0.00326601500280815+0j)
XYZIYIXXZIIIZIXXYIXY (-0.00326601500280815+0j)
XXZIYIXYZIIIZIXXYIXY (0.00326601500280815+0j)
IIIIIYYZIIIIIIXYYIXX (0.008080489946345998+0j)
IIIIIXXIIIIIIIXYYIXX (0.008080489946345998+0j)
IIIIIYYZIIIIIIXXYIXY (-0.008080489946345998+0j)
IIIIIXXIIIIIIIXXYIXY (-0.008080489946345998+0j)
YIIIYXZIZIIIZIXYYIXX (-0.005527743821371084+0j)
XZZIYYZIZIIIZIXYYIXX (0.005527743821371084+0j)
YIIIYXZIZIIIZIXXYIXY (0.005527743821371084+0j)
XZZIYYZIZIIIZIXXYIXY (-0.005527743821371084+0j)
IYYZIIIIIIIIIIXYYIXX (-0.011745937223084268+0j)
IXXIIIIIIIIIIIXYYIXX (-0.011745937223084268+0j)
IYYZIIIIIIIIIIXXYIXY (0.011745937223084268+0j)
IXXIIIIIIIIIIIXXYIXY (0.011745937223084268+0j)
IIIIIIIIXIYIYIZZXIXX (-0.003523798364063923+0j)
IIIIIIIIXIXZYIZZXIXY (0.003523798364063923+0j)
IIIIIIIIXIXYYXXIXIXX (-0.002377316788719384+0j)
IIIIIIIIXIXXYYXIXIXX (-0.0044882205086632+0j)
IIIIIIIIXIXYYYYZXIXX (-0.006865537297382585+0j)
IIIIIIIIXIXXYXXIXIXY (0.006865537297382585+0j)
IIIIIIIIXIXYYXYZXIXY (0.0044882205086632+0j)
IIIIIIIIXIXXYYYZXIXY (0.002377316788719384+0j)
IIIIZIIIXXZIZIYIYIXX (-0.019749527470639114+0j)
IIIIIZZIYYZIIIYIYIXX (-0.019749527470639114+0j)
IIIIZIIIXXZIZIXZYIXY (0.019749527470639114+0j)
IIIIIZZIYYZIIIXZYIXY (0.019749527470639114+0j)
XIXYYIIIXZZIZIYIYIXX (0.012728038131836731+0j)
XIXXYIIIYIIIZIYIYIXX (-0.012728038131836731+0j)
XIXYYIIIXZZIZIXZYIXY (-0.012728038131836731+0j)
XIXXYIIIYIIIZIXZYIXY (0.012728038131836731+0j)
IIIIZIXZZIIIZIYIYIXX (0.004499546133899163+0j)
IIIIIZXIIIIIIIYIYIXX (-0.004499546133899163+0j)
IIIIZIXZZIIIZIXZYIXY (-0.004499546133899163+0j)
IIIIIZXIIIIIIIXZYIXY (0.004499546133899163+0j)
YIIIYZZIZIIIZIYIYIXX (0.007845365717582485+0j)
XZZIXIIIIIIIIIYIYIXX (0.007845365717582485+0j)
YIIIYZZIZIIIZIXZYIXY (-0.007845365717582485+0j)
XZZIXIIIIIIIIIXZYIXY (-0.007845365717582485+0j)
IYYXIIIIIIIIIIYIYIXX (-0.012957346371399737+0j)
IXYYIIIIIIIIIIYIYIXX (0.012957346371399737+0j)
IYYXIIIIIIIIIIXZYIXY (0.012957346371399737+0j)
IXYYIIIIIIIIIIXZYIXY (-0.012957346371399737+0j)
IIIIIIIIXIYIYZIIXIXX (-0.00599116071305046+0j)
IIIIIIIIXIXZYZIIXIXY (0.00599116071305046+0j)
XIXYYIIIXXZIZYZIYIXX (0.010637381431891217+0j)
XIXXYIIIXYZIZYZIYIXX (-0.010637381431891217+0j)
XIXYYIIIXXZIZXZIYIXY (-0.010637381431891217+0j)
XIXXYIIIXYZIZXZIYIXY (0.010637381431891217+0j)
IIIIZIIIXZZIZYZIYIXX (-0.008289917882462583+0j)
IIIIIZZIXIIIIYZIYIXX (0.008289917882462583+0j)
IIIIZIIIXZZIZXZIYIXY (0.008289917882462583+0j)
IIIIIZZIXIIIIXZIYIXY (-0.008289917882462583+0j)
XIXYYIXZZIIIZYZIYIXX (0.0012843960498023315+0j)
XIXXYIYIZIIIZYZIYIXX (-0.0012843960498023315+0j)
XIXYYIXZZIIIZXZIYIXY (-0.0012843960498023315+0j)
XIXXYIYIZIIIZXZIYIXY (0.0012843960498023315+0j)
XYZIYZZIZIIIZYZIYIXX (-0.008469125862736536+0j)
XXZIXIIIIIIIIYZIYIXX (-0.008469125862736536+0j)
XYZIYZZIZIIIZXZIYIXY (0.008469125862736536+0j)
XXZIXIIIIIIIIXZIYIXY (0.008469125862736536+0j)
ZIXXIIIIIIIIIYZIYIXX (-0.007260111401187151+0j)
IZYYIIIIIIIIIYZIYIXX (-0.007260111401187151+0j)
ZIXXIIIIIIIIIXZIYIXY (0.007260111401187151+0j)
IZYYIIIIIIIIIXZIYIXY (0.007260111401187151+0j)
IIIIIIIIXIYIXZZIYIXX (-0.004018302699758895+0j)
IIIIIIIIXIXZXZZIYIXY (0.004018302699758895+0j)
IIIIIIXYYXZIZIIIXIXX (-0.0074083377860866976+0j)
IIIIIIXXYYZIZIIIXIXX (0.0074083377860866976+0j)
IIIIIIXYYXZIIZZIYIXY (-0.0074083377860866976+0j)
IIIIIIXXYYZIIZZIYIXY (0.0074083377860866976+0j)
XIYIYIIIXXZIIIIIXIXX (-0.009390569903513562+0j)
XIXZYIIIXYZIIIIIXIXX (0.009390569903513562+0j)
XIYIYIIIXXZIZZZIYIXY (-0.009390569903513562+0j)
XIXZYIIIXYZIZZZIYIXY (0.009390569903513562+0j)
IIIIIYZIYZZIZIIIXIXX (-0.001954615533650443+0j)
IIIIIXZIXIIIZIIIXIXX (-0.001954615533650443+0j)
IIIIIYZIYZZIIZZIYIXY (-0.001954615533650443+0j)
IIIIIXZIXIIIIZZIYIXY (-0.001954615533650443+0j)
IIIIIIZXIIIIZIIIXIXX (-0.004044722997880425+0j)
IIIIIIIXIIIIZIIIXIXX (0.004044722997880425+0j)
IIIIIIZXIIIIIZZIYIXY (-0.004044722997880425+0j)
IIIIIIIXIIIIIZZIYIXY (0.004044722997880425+0j)
YIIIYIXXZIIIIIIIXIXX (-0.0028580234926407805+0j)
XZZIYIXYZIIIIIIIXIXX (0.0028580234926407805+0j)
YIIIYIXXZIIIZZZIYIXY (-0.0028580234926407805+0j)
XZZIYIXYZIIIZZZIYIXY (0.0028580234926407805+0j)
XIYIYIXZZIIIIIIIXIXX (0.0025081525652315725+0j)
XIXZYIYIZIIIIIIIXIXX (-0.0025081525652315725+0j)
XIYIYIXZZIIIZZZIYIXY (0.0025081525652315725+0j)
XIXZYIYIZIIIZZZIYIXY (-0.0025081525652315725+0j)
XYZIYXZIZIIIIIIIXIXX (0.005314241217798859+0j)
XXZIYYZIZIIIIIIIXIXX (-0.005314241217798859+0j)
XYZIYXZIZIIIZZZIYIXY (0.005314241217798859+0j)
XXZIYYZIZIIIZZZIYIXY (-0.005314241217798859+0j)
ZIXZIIIIIIIIZIIIXIXX (-0.001342402460002147+0j)
IZXIIIIIIIIIZIIIXIXX (0.001342402460002147+0j)
ZIXZIIIIIIIIIZZIYIXY (-0.001342402460002147+0j)
IZXIIIIIIIIIIZZIYIXY (0.001342402460002147+0j)
IIIIIIIIXIYZYIIIXIXX (0.0009816777521164067+0j)
IIIIIIIIXIXIYIIIXIXY (-0.0009816777521164067+0j)
IIIIIIIIYXYYYIIIXIXX (-0.007212513975653748+0j)
IIIIIIIIXXXYYIIIXIXX (-0.007212513975653748+0j)
IIIIIIIIYXYXYIIIXIXY (0.007212513975653748+0j)
IIIIIIIIXXXXYIIIXIXY (0.007212513975653748+0j)
XYZIYIIIIXYYXIIIXIXX (0.008769232528546443+0j)
XXZIYIIIIYYYXIIIXIXX (-0.008769232528546443+0j)
XYZIYIIIIXYXXIIIXIXY (-0.008769232528546443+0j)
XXZIYIIIIYYXXIIIXIXY (0.008769232528546443+0j)
IIIIIIYIZZYYYIIIXIXX (-0.004396883272269289+0j)
IIIIIIXZIIXYYIIIXIXX (-0.004396883272269289+0j)
IIIIIIYIZZYXYIIIXIXY (0.004396883272269289+0j)
IIIIIIXZIIXXYIIIXIXY (0.004396883272269289+0j)
YIIIYIIIIZYYXIIIXIXX (-0.009454161583406338+0j)
XZZIYIIIZIXYXIIIXIXX (-0.009454161583406338+0j)
YIIIYIIIIZYXXIIIXIXY (0.009454161583406338+0j)
XZZIYIIIZIXXXIIIXIXY (0.009454161583406338+0j)
IIIIIYYXXIXYYIIIXIXX (-0.00521249699113529+0j)
IIIIIXYYXIXYYIIIXIXX (0.00521249699113529+0j)
IIIIIYYXXIXXYIIIXIXY (0.00521249699113529+0j)
IIIIIXYYXIXXYIIIXIXY (-0.00521249699113529+0j)
XYZIYIXZYIXYXIIIXIXX (0.003661604107872447+0j)
XXZIYIYIYIXYXIIIXIXX (-0.003661604107872447+0j)
XYZIYIXZYIXXXIIIXIXY (-0.003661604107872447+0j)
XXZIYIYIYIXXXIIIXIXY (0.003661604107872447+0j)
