Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-17.929044120024376+0j)
IIIIIYYZIIIIZIXX (-0.010844659520324861+0j)
IIIIIXXIIIIIZIXX (-0.010844659520324861+0j)
IIIIIYYZIIIIIZYY (-0.010844659520324861+0j)
IIIIIXXIIIIIIZYY (-0.010844659520324861+0j)
IYZIYXZIIIIIZIXX (0.011552459783111563+0j)
IXZIYYZIIIIIZIXX (-0.011552459783111563+0j)
IYZIYXZIIIIIIZYY (0.011552459783111563+0j)
IXZIYYZIIIIIIZYY (-0.011552459783111563+0j)
ZIIIXZZIZIIIZIXX (0.010140754081731528+0j)
IZZIXIIIIIIIZIXX (-0.010140754081731528+0j)
ZIIIXZZIZIIIIZYY (0.010140754081731528+0j)
IZZIXIIIIIIIIZYY (-0.010140754081731528+0j)
IIIIIIIIZIIZXIXX (-0.014257164364105838+0j)
IIIIIIIIIZZZYIXY (-0.014257164364105838+0j)
IIXYYIXXIIXYYIXX (0.007269642332576919+0j)
IIXXYIXYIIXYYIXX (-0.007269642332576919+0j)
IIXYYIXXIIXXYIXY (-0.007269642332576919+0j)
IIXXYIXYIIXXYIXY (0.007269642332576919+0j)
IIYIYXZIIIXYYIXX (0.0026048743223857783+0j)
IIXZYYZIIIXYYIXX (-0.0026048743223857783+0j)
IIYIYXZIIIXXYIXY (-0.0026048743223857783+0j)
IIXZYYZIIIXXYIXY (0.0026048743223857783+0j)
ZIXXZIIIZIXYYIXX (0.00678532618289497+0j)
IZYYIIIIIIXYYIXX (0.00678532618289497+0j)
ZIXXZIIIZIXXYIXY (-0.00678532618289497+0j)
IZYYIIIIIIXXYIXY (-0.00678532618289497+0j)
IIIIIIIIZIZZXIXX (-0.01248344485680566+0j)
IIIIIIIIIZIZYIXY (-0.01248344485680566+0j)
IIYIYIXXIIYIYIXX (0.011314597209593142+0j)
IIXZYIXYIIYIYIXX (-0.011314597209593142+0j)
IIYIYIXXIIXZYIXY (-0.011314597209593142+0j)
IIXZYIXYIIXZYIXY (0.011314597209593142+0j)
IIXYYXZIIIYIYIXX (0.0006493415044850575+0j)
IIXXYYZIIIYIYIXX (-0.0006493415044850575+0j)
IIXYYXZIIIXZYIXY (-0.0006493415044850575+0j)
IIXXYYZIIIXZYIXY (0.0006493415044850575+0j)
ZIXZZIIIZIYIYIXX (0.010443612553553371+0j)
IZXIIIIIIIYIYIXX (-0.010443612553553371+0j)
ZIXZZIIIZIXZYIXY (-0.010443612553553371+0j)
IZXIIIIIIIXZYIXY (0.010443612553553371+0j)
IIIIIIIIZZIIXIXX (-0.013467712902908132+0j)
IIIIIIIIIIZIYIXY (-0.013467712902908132+0j)
IIIIIIZXIYZIYIXX (0.004551857818774241+0j)
IIIIIIIXIYZIYIXX (-0.004551857818774241+0j)
IIIIIIZXIXZIYIXY (-0.004551857818774241+0j)
IIIIIIIXIXZIYIXY (0.004551857818774241+0j)
IYZIYIXXIYZIYIXX (0.006880908208067458+0j)
IXZIYIXYIYZIYIXX (-0.006880908208067458+0j)
IYZIYIXXIXZIYIXY (-0.006880908208067458+0j)
IXZIYIXYIXZIYIXY (0.006880908208067458+0j)
ZIIIXIXZZYZIYIXX (0.007331556571611025+0j)
IZZIYIYIIYZIYIXX (0.007331556571611025+0j)
ZIIIXIXZZXZIYIXY (-0.007331556571611025+0j)
IZZIYIYIIXZIYIXY (-0.007331556571611025+0j)
IIIIZXZIIYZIYIXX (0.005720253877661778+0j)
IIIIIXIIIYZIYIXX (-0.005720253877661778+0j)
IIIIZXZIIXZIYIXY (-0.005720253877661778+0j)
IIIIIXIIIXZIYIXY (0.005720253877661778+0j)
ZXZIZIIIZYZIYIXX (-0.0068297880336378935+0j)
IXIIIIIIIYZIYIXX (0.0068297880336378935+0j)
ZXZIZIIIZXZIYIXY (0.0068297880336378935+0j)
IXIIIIIIIXZIYIXY (-0.0068297880336378935+0j)
IIIIIIIZZIIIXIXX (-0.011418156076856182+0j)
IIIIIIIZIZZIYIXY (-0.011418156076856182+0j)
ZIIIXIXXIIIIXIXX (0.01394199955430275+0j)
IZZIYIXYZIIIXIXX (0.01394199955430275+0j)
ZIIIXIXXZZZIYIXY (0.01394199955430275+0j)
IZZIYIXYIZZIYIXY (0.01394199955430275+0j)
IIIIIIZZZIIIXIXX (-0.008285567351677339+0j)
IIIIIIZZIZZIYIXY (-0.008285567351677339+0j)
IYZIYIXZZIIIXIXX (0.012323868097170714+0j)
IXZIYIYIZIIIXIXX (-0.012323868097170714+0j)
IYZIYIXZIZZIYIXY (0.012323868097170714+0j)
IXZIYIYIIZZIYIXY (-0.012323868097170714+0j)
IIIIIZIIZIIIXIXX (-0.014759890963720086+0j)
IIIIIZIIIZZIYIXY (-0.014759890963720086+0j)
IIIIZZZIZIIIXIXX (-0.0050272038773851915+0j)
IIIIZZZIIZZIYIXY (-0.0050272038773851915+0j)
IIIZIIIIZIIIXIXX (-0.02104249054700081+0j)
IIIZIIIIIZZIYIXY (-0.02104249054700081+0j)
IIZZIIIIZIIIXIXX (-0.02292705741035903+0j)
IIZZIIIIIZZIYIXY (-0.02292705741035903+0j)
IZIIIIIIZIIIXIXX (-0.006637924869270239+0j)
IZIIIIIIIZZIYIXY (-0.006637924869270239+0j)
ZZZIZIIIIIIIXIXX (-0.007497511646039557+0j)
ZZZIZIIIZZZIYIXY (-0.007497511646039557+0j)
IIIIIIIIIIIIIZZZ (0.09191261621717421+0j)
IIIIIIIIIIIIZZIZ (0.06202938029759481+0j)
IIIIIIIIIIIZIIZZ (0.09672461501360959+0j)
IIIIIIIIIIZZIIZZ (0.09831190441700675+0j)
IIIIIIIIIZIIIIZZ (0.08070364916165301+0j)
IIIIIIIIZZZIZIZZ (0.08532928052793091+0j)
IIIIIIIZIIIIIIZZ (0.09534760548636145+0j)
ZIIIXIXXZIIIIIZZ (-0.008285567351677339+0j)
IZZIYIXYIIIIIIZZ (-0.008285567351677339+0j)
IIIIIIZZIIIIIIZZ (0.10039896656178318+0j)
IYZIYIXZIIIIIIZZ (-0.012801291603684371+0j)
IXZIYIYIIIIIIIZZ (0.012801291603684371+0j)
IIIIIZIIIIIIIIZZ (0.10039141751436877+0j)
IIIIZZZIIIIIIIZZ (0.09743920431110666+0j)
IIIZIIIIIIIIIIZZ (0.10007393417233984+0j)
IIZZIIIIIIIIIIZZ (0.10119880596268459+0j)
IZIIIIIIIIIIIIZZ (0.0982968030426133+0j)
ZZZIZIIIZIIIIIZZ (0.09347125112215239+0j)
IIIIIIIIIYZIYZXZ (-0.020610545631905675+0j)
IIIIIIIIIXZIYZYI (0.020610545631905675+0j)
IIIIIIIIZIIIXXXZ (0.001070284538581163+0j)
IIIIIIIIIZZIXYYZ (0.0010335428188370582+0j)
IIIIIIIIZIIIYXYZ (3.674171974410445e-05+0j)
IIIIIIIIIZZIYXYI (3.674171974410445e-05+0j)
IIIIIIIIZIIIXYYI (0.0010335428188370582+0j)
IIIIIIIIIZZIXXXI (0.001070284538581163+0j)
IIIIZIXXIIIIIYYZ (-0.010844659520324861+0j)
IIIIIZYYIIIIIYYZ (-0.010844659520324861+0j)
IIIIZIXXIIIIIXXI (-0.010844659520324861+0j)
IIIIIZYYIIIIIXXI (-0.010844659520324861+0j)
IIIIIYYZIIIIIYYZ (0.00847880129719456+0j)
IIIIIXXIIIIIIYYZ (0.00847880129719456+0j)
IIIIIYYZIIIIIXXI (0.00847880129719456+0j)
IIIIIXXIIIIIIXXI (0.00847880129719456+0j)
IYZIYXZIIIIIIYYZ (-0.00375312869375671+0j)
IXZIYYZIIIIIIYYZ (0.00375312869375671+0j)
IYZIYXZIIIIIIXXI (-0.00375312869375671+0j)
IXZIYYZIIIIIIXXI (0.00375312869375671+0j)
ZIIIXZZIZIIIIYYZ (-0.007256988659219469+0j)
IZZIXIIIIIIIIYYZ (0.007256988659219469+0j)
ZIIIXZZIZIIIIXXI (-0.007256988659219469+0j)
IZZIXIIIIIIIIXXI (0.007256988659219469+0j)
IIIIIIIIIYZIXZYZ (-0.014191895476665495+0j)
IIIIIIIIIXZIXZXI (-0.014191895476665495+0j)
IIIIIIIIIIZXZIXZ (0.024583317883806414+0j)
IIIIIIIIIIIXZIXZ (-0.02416569263849209+0j)
IIIIIIIIIIZYIZYZ (0.00041762524531432704+0j)
IIIIIIIIIIIYZIYI (0.00041762524531432704+0j)
IIIIIIIIIIZXIZXI (-0.02416569263849209+0j)
IIIIIIIIIIIXIZXI (0.024583317883806414+0j)
IIIIIYYXIIIIZIXZ (-0.026898409051626444+0j)
IIIIIXYYIIIIZIXZ (0.026898409051626444+0j)
IIIIIYYXIIIIIZXI (0.026898409051626444+0j)
IIIIIXYYIIIIIZXI (-0.026898409051626444+0j)
IIIIZIXZIIIIZIXZ (0.035409824013511844+0j)
IIIIIZXIIIIIZIXZ (-0.035409824013511844+0j)
IIIIZIXZIIIIIZXI (-0.035409824013511844+0j)
IIIIIZXIIIIIIZXI (0.035409824013511844+0j)
ZIIIXXZIZIIIZIXZ (0.0062234458403824106+0j)
IZZIYYZIIIIIZIXZ (0.0062234458403824106+0j)
ZIIIXXZIZIIIIZXI (-0.0062234458403824106+0j)
IZZIYYZIIIIIIZXI (-0.0062234458403824106+0j)
IYZIYZZIIIIIZIXZ (0.007406034688418868+0j)
IXZIXIIIIIIIZIXZ (0.007406034688418868+0j)
IYZIYZZIIIIIIZXI (-0.007406034688418868+0j)
IXZIXIIIIIIIIZXI (-0.007406034688418868+0j)
IIZXIIIIIIIIZIXZ (0.027060475756810285+0j)
IIIXIIIIIIIIZIXZ (-0.027060475756810285+0j)
IIZXIIIIIIIIIZXI (-0.027060475756810285+0j)
IIIXIIIIIIIIIZXI (0.027060475756810285+0j)
IIIIIIIIIYZZYIXZ (-0.021000427230003806+0j)
IIIIIIIIIXZZYIYI (0.021000427230003806+0j)
IIXYYIXZIIXYYIXZ (0.003349319158730254+0j)
IIXXYIYIIIXYYIXZ (-0.003349319158730254+0j)
IIXYYIXZIIXXYIYI (-0.003349319158730254+0j)
IIXXYIYIIIXXYIYI (0.003349319158730254+0j)
IIYIYZZIIIXYYIXZ (0.002894783118318193+0j)
IIXZXIIIIIXYYIXZ (0.002894783118318193+0j)
IIYIYZZIIIXXYIYI (-0.002894783118318193+0j)
IIXZXIIIIIXXYIYI (-0.002894783118318193+0j)
IYYXIIIIIIXYYIXZ (0.0025963199058964583+0j)
IXYYIIIIIIXYYIXZ (-0.0025963199058964583+0j)
IYYXIIIIIIXXYIYI (-0.0025963199058964583+0j)
IXYYIIIIIIXXYIYI (0.0025963199058964583+0j)
IIIIIIIIIYIZYIXZ (-0.0208610220642853+0j)
IIIIIIIIIXIZYIYI (0.0208610220642853+0j)
IIYIYIXZIIYIYIXZ (0.0028869015456778305+0j)
IIXZYIYIIIYIYIXZ (-0.0028869015456778305+0j)
IIYIYIXZIIXZYIYI (-0.0028869015456778305+0j)
IIXZYIYIIIXZYIYI (0.0028869015456778305+0j)
IIXYYZZIIIYIYIXZ (0.002477157873003866+0j)
IIXXXIIIIIYIYIXZ (0.002477157873003866+0j)
IIXYYZZIIIXZYIYI (-0.002477157873003866+0j)
IIXXXIIIIIXZYIYI (-0.002477157873003866+0j)
IYYZIIIIIIYIYIXZ (0.0020409871018810485+0j)
IXXIIIIIIIYIYIXZ (0.0020409871018810485+0j)
IYYZIIIIIIXZYIYI (-0.0020409871018810485+0j)
IXXIIIIIIIXZYIYI (-0.0020409871018810485+0j)
IIIIIIIIZXIIXIXZ (0.01388040497903208+0j)
IIIIIIIIZYIIXIYI (0.01388040497903208+0j)
IIIIIIIZIYZIYIXZ (-0.008165957614392517+0j)
IIIIIIIZIXZIYIYI (0.008165957614392517+0j)
ZIIIXIXXZYZIYIXZ (0.012323868097170714+0j)
IZZIYIXYIYZIYIXZ (0.012323868097170714+0j)
ZIIIXIXXZXZIYIYI (-0.012323868097170714+0j)
IZZIYIXYIXZIYIYI (-0.012323868097170714+0j)
IIIIIIZZIYZIYIXZ (-0.012801291603684371+0j)
IIIIIIZZIXZIYIYI (0.012801291603684371+0j)
IYZIYIXZIYZIYIXZ (0.0175931538809603+0j)
IXZIYIYIIYZIYIXZ (-0.0175931538809603+0j)
IYZIYIXZIXZIYIYI (-0.0175931538809603+0j)
IXZIYIYIIXZIYIYI (0.0175931538809603+0j)
IIIIIZIIIYZIYIXZ (-0.016857416938148965+0j)
IIIIIZIIIXZIYIYI (0.016857416938148965+0j)
IIIIZZZIIYZIYIXZ (-0.006785860788246626+0j)
IIIIZZZIIXZIYIYI (0.006785860788246626+0j)
IIIZIIIIIYZIYIXZ (-0.02359674713590026+0j)
IIIZIIIIIXZIYIYI (0.02359674713590026+0j)
IIZZIIIIIYZIYIXZ (-0.022902009166166352+0j)
IIZZIIIIIXZIYIYI (0.022902009166166352+0j)
IZIIIIIIIYZIYIXZ (-0.011857147314533755+0j)
IZIIIIIIIXZIYIYI (0.011857147314533755+0j)
ZZZIZIIIZYZIYIXZ (-0.006121507710504828+0j)
ZZZIZIIIZXZIYIYI (0.006121507710504828+0j)
IIIIIIZXZIIIXIXZ (0.005258495578631763+0j)
IIIIIIIXZIIIXIXZ (-0.005258495578631763+0j)
IIIIIIZXIZZIYIYI (0.005258495578631763+0j)
IIIIIIIXIZZIYIYI (-0.005258495578631763+0j)
IYZIYIXXZIIIXIXZ (0.007331556571611025+0j)
IXZIYIXYZIIIXIXZ (-0.007331556571611025+0j)
IYZIYIXXIZZIYIYI (0.007331556571611025+0j)
IXZIYIXYIZZIYIYI (-0.007331556571611025+0j)
ZIIIXIXZIIIIXIXZ (0.008141970594221476+0j)
IZZIYIYIZIIIXIXZ (0.008141970594221476+0j)
ZIIIXIXZZZZIYIYI (0.008141970594221476+0j)
IZZIYIYIIZZIYIYI (0.008141970594221476+0j)
IIIIZXZIZIIIXIXZ (0.006186704120638306+0j)
IIIIIXIIZIIIXIXZ (-0.006186704120638306+0j)
IIIIZXZIIZZIYIYI (0.006186704120638306+0j)
IIIIIXIIIZZIYIYI (-0.006186704120638306+0j)
ZXZIZIIIIIIIXIXZ (-0.007758897268527255+0j)
IXIIIIIIZIIIXIXZ (0.007758897268527255+0j)
ZXZIZIIIZZZIYIYI (-0.007758897268527255+0j)
IXIIIIIIIZZIYIYI (0.007758897268527255+0j)
IIIIIIIIIIIIZIZI (0.08652390099457441+0j)
IIIIIIIIIIIZIZII (0.10583412140996405+0j)
IIIIIIIIIIZZIZII (0.10821276136790244+0j)
IIIIIIIIIZIIIZII (0.09071037141401504+0j)
IIIIIIIIZZZIZZII (0.08966274848951312+0j)
IIIIIIIZIIIIIZII (0.10040829328656256+0j)
ZIIIXIXXZIIIIZII (-0.014759890963720086+0j)
IZZIYIXYIIIIIZII (-0.014759890963720086+0j)
IIIIIIZZIIIIIZII (0.10039141751436877+0j)
IYZIYIXZIIIIIZII (-0.016857416938148965+0j)
IXZIYIYIIIIIIZII (0.016857416938148965+0j)
IIIIIZIIIIIIIZII (0.11548619982912996+0j)
IIIIZZZIIIIIIZII (0.09643457341995705+0j)
IIIZIIIIIIIIIZII (0.11105553973173572+0j)
IIZZIIIIIIIIIZII (0.11155746365145791+0j)
IZIIIIIIIIIIIZII (0.10079958915931023+0j)
ZZZIZIIIZIIIIZII (0.09705662593065377+0j)
IIIIIIIIZXZIIXZI (-0.004658188949315908+0j)
IIIIIIIIIXIIZXZI (0.003625870286515416+0j)
IIIIIIIIZYZIZYII (-0.001032318662800491+0j)
IIIIIIIIIYIIZYZI (-0.001032318662800491+0j)
IIIIIIIIZXZIZXII (0.003625870286515416+0j)
IIIIIIIIIXIIIXII (-0.004658188949315908+0j)
IIIIIIZXIIIIZXZI (0.01119742132742997+0j)
IIIIIIIXIIIIZXZI (-0.01119742132742997+0j)
IIIIIIZXIIIIIXII (-0.01119742132742997+0j)
IIIIIIIXIIIIIXII (0.01119742132742997+0j)
IYZIYIXXIIIIZXZI (0.005720253877661778+0j)
IXZIYIXYIIIIZXZI (-0.005720253877661778+0j)
IYZIYIXXIIIIIXII (-0.005720253877661778+0j)
IXZIYIXYIIIIIXII (0.005720253877661778+0j)
ZIIIXIXZZIIIZXZI (0.006186704120638306+0j)
IZZIYIYIIIIIZXZI (0.006186704120638306+0j)
ZIIIXIXZZIIIIXII (-0.006186704120638306+0j)
IZZIYIYIIIIIIXII (-0.006186704120638306+0j)
IIIIZXZIIIIIZXZI (0.00991067242538264+0j)
IIIIIXIIIIIIZXZI (-0.00991067242538264+0j)
IIIIZXZIIIIIIXII (-0.00991067242538264+0j)
IIIIIXIIIIIIIXII (0.00991067242538264+0j)
ZXZIZIIIZIIIZXZI (-0.011204646751291913+0j)
IXIIIIIIIIIIZXZI (0.011204646751291913+0j)
ZXZIZIIIZIIIIXII (0.011204646751291913+0j)
IXIIIIIIIIIIIXII (-0.011204646751291913+0j)
IIIIIIIIZIIXXXZI (0.0012913769968031506+0j)
IIIIIIIIIZIYYXZI (0.0022011474784633467+0j)
IIIIIIIIZIZXXXZI (0.0009097704816601955+0j)
IIIIIIIIIZZXYYZI (-0.0009097704816601955+0j)
IIIIIIIIZIIYXYZI (0.0022011474784633467+0j)
IIIIIIIIIZIXYYZI (-0.0012913769968031506+0j)
IIYIYIXXIIXYYXZI (0.0006493415044850575+0j)
IIXZYIXYIIXYYXZI (-0.0006493415044850575+0j)
IIYIYIXXIIXXYYZI (-0.0006493415044850575+0j)
IIXZYIXYIIXXYYZI (0.0006493415044850575+0j)
IIXYYXZIIIXYYXZI (0.005221418321771676+0j)
IIXXYYZIIIXYYXZI (-0.005221418321771676+0j)
IIXYYXZIIIXXYYZI (-0.005221418321771676+0j)
IIXXYYZIIIXXYYZI (0.005221418321771676+0j)
ZIXZZIIIZIXYYXZI (-0.0007751714465858827+0j)
IZXIIIIIIIXYYXZI (0.0007751714465858827+0j)
ZIXZZIIIZIXXYYZI (0.0007751714465858827+0j)
IZXIIIIIIIXXYYZI (-0.0007751714465858827+0j)
IIXYYIXXIIYIYXZI (0.0026048743223857783+0j)
IIXXYIXYIIYIYXZI (-0.0026048743223857783+0j)
IIXYYIXXIIXZYYZI (-0.0026048743223857783+0j)
IIXXYIXYIIXZYYZI (0.0026048743223857783+0j)
IIYIYXZIIIYIYXZI (0.0033447022835554822+0j)
IIXZYYZIIIYIYXZI (-0.0033447022835554822+0j)
IIYIYXZIIIXZYYZI (-0.0033447022835554822+0j)
IIXZYYZIIIXZYYZI (0.0033447022835554822+0j)
ZIXXZIIIZIYIYXZI (0.0014259760318774634+0j)
IZYYIIIIIIYIYXZI (0.0014259760318774634+0j)
ZIXXZIIIZIXZYYZI (-0.0014259760318774634+0j)
IZYYIIIIIIXZYYZI (-0.0014259760318774634+0j)
IIIIZIXXIYZIYXZI (0.011552459783111563+0j)
IIIIIZYYIYZIYXZI (0.011552459783111563+0j)
IIIIZIXXIXZIYYZI (-0.011552459783111563+0j)
IIIIIZYYIXZIYYZI (-0.011552459783111563+0j)
IIIIIYYZIYZIYXZI (-0.00375312869375671+0j)
IIIIIXXIIYZIYXZI (-0.00375312869375671+0j)
IIIIIYYZIXZIYYZI (0.00375312869375671+0j)
IIIIIXXIIXZIYYZI (0.00375312869375671+0j)
IYZIYXZIIYZIYXZI (0.010089217745295182+0j)
IXZIYYZIIYZIYXZI (-0.010089217745295182+0j)
IYZIYXZIIXZIYYZI (-0.010089217745295182+0j)
IXZIYYZIIXZIYYZI (0.010089217745295182+0j)
ZIIIXZZIZYZIYXZI (0.007578776464776496+0j)
IZZIXIIIIYZIYXZI (-0.007578776464776496+0j)
ZIIIXZZIZXZIYYZI (-0.007578776464776496+0j)
IZZIXIIIIXZIYYZI (0.007578776464776496+0j)
IIIIIYYXZIIIXXZI (-0.001238953881856174+0j)
IIIIIXYYZIIIXXZI (0.001238953881856174+0j)
IIIIIYYXIZZIYYZI (-0.001238953881856174+0j)
IIIIIXYYIZZIYYZI (0.001238953881856174+0j)
IIIIZIXZZIIIXXZI (0.0062234458403824106+0j)
IIIIIZXIZIIIXXZI (-0.0062234458403824106+0j)
IIIIZIXZIZZIYYZI (0.0062234458403824106+0j)
IIIIIZXIIZZIYYZI (-0.0062234458403824106+0j)
ZIIIXXZIIIIIXXZI (0.007393877441140644+0j)
IZZIYYZIZIIIXXZI (0.007393877441140644+0j)
ZIIIXXZIZZZIYYZI (0.007393877441140644+0j)
