Jordan-Wigner mapping of LiH Hamiltonian in sto3g basis.
IIIIIIIIIIII (-5.152415944121773+0j)
IZIIIIIIIIYY (0.0011319350519759736+0j)
IZIIIIIIIIXX (0.0011319350519759736+0j)
ZIIIIIIIIIYY (-0.0010042989958114596+0j)
ZIIIIIIIIIXX (-0.0010042989958114596+0j)
IIIIIIYZZIZY (-0.0013429493865418085+0j)
IIIIIIXZZIZX (-0.0013429493865418085+0j)
IIIIIIIIZYZY (0.003799161440408031+0j)
IIIIIIIIZXZX (0.003799161440408031+0j)
IIIIIIIZIYZY (0.0037991614404080318+0j)
IIIIIIIZIXZX (0.0037991614404080318+0j)
IIIIIIZIIYZY (0.0038956200594375085+0j)
IIIIIIZIIXZX (0.0038956200594375085+0j)
IIIIIZIIIYZY (0.034474629751479066+0j)
IIIIIZIIIXZX (0.034474629751479066+0j)
IIIIYYIIIYZY (0.002862762245614194+0j)
IIIIXXIIIYZY (0.002862762245614194+0j)
IIIIYYIIIXZX (0.002862762245614194+0j)
IIIIXXIIIXZX (0.002862762245614194+0j)
IIIYZYIIIYZY (0.0053888945575242+0j)
IIIXZXIIIYZY (0.0053888945575242+0j)
IIIYZYIIIXZX (0.0053888945575242+0j)
IIIXZXIIIXZX (0.0053888945575242+0j)
YZZZZYIIIYZY (-0.0003951031954584865+0j)
XZZZZXIIIYZY (-0.0003951031954584865+0j)
YZZZZYIIIXZX (-0.0003951031954584865+0j)
XZZZZXIIIXZX (-0.0003951031954584865+0j)
IIIIZIIIIYZY (0.00418946294321717+0j)
IIIIZIIIIXZX (0.00418946294321717+0j)
IIIYYIIIIYZY (5.4782090389528224e-05+0j)
IIIXXIIIIYZY (5.4782090389528224e-05+0j)
IIIYYIIIIXZX (5.4782090389528224e-05+0j)
IIIXXIIIIXZX (5.4782090389528224e-05+0j)
YZZZYIIIIYZY (-9.283001310399535e-05+0j)
XZZZXIIIIYZY (-9.283001310399535e-05+0j)
YZZZYIIIIXZX (-9.283001310399535e-05+0j)
XZZZXIIIIXZX (-9.283001310399535e-05+0j)
IIIZIIIIIYZY (-0.0004885236222236816+0j)
IIIZIIIIIXZX (-0.0004885236222236816+0j)
YZZYIIIIIYZY (0.0011188564780979253+0j)
XZZXIIIIIYZY (0.0011188564780979253+0j)
YZZYIIIIIXZX (0.0011188564780979253+0j)
XZZXIIIIIXZX (0.0011188564780979253+0j)
IIZIIIIIIYZY (0.001237508384903623+0j)
IIZIIIIIIXZX (0.001237508384903623+0j)
IZIIIIIIIYZY (0.001237508384903623+0j)
IZIIIIIIIXZX (0.001237508384903623+0j)
ZIIIIIIIIYZY (0.0028389715801200896+0j)
ZIIIIIIIIXZX (0.0028389715801200896+0j)
IIIIIIYZIZZY (-0.0015832911773011982+0j)
IIIIIIXZIZZX (-0.0015832911773011982+0j)
IIYZZYIIYZZY (0.0024547052717560167+0j)
IIXZZXIIYZZY (0.0024547052717560167+0j)
IIYZZYIIXZZX (0.0024547052717560167+0j)
IIXZZXIIXZZX (0.0024547052717560167+0j)
IIYZYIIIYZZY (0.0018880625918414966+0j)
IIXZXIIIYZZY (0.0018880625918414966+0j)
IIYZYIIIXZZX (0.0018880625918414966+0j)
IIXZXIIIXZZX (0.0018880625918414966+0j)
IIYYIIIIYZZY (0.0025616530555044076+0j)
IIXXIIIIYZZY (0.0025616530555044076+0j)
IIYYIIIIXZZX (0.0025616530555044076+0j)
IIXXIIIIXZZX (0.0025616530555044076+0j)
YZYIIIIIYZZY (-0.0015079457403672657+0j)
XZXIIIIIYZZY (-0.0015079457403672657+0j)
YZYIIIIIXZZX (-0.0015079457403672657+0j)
XZXIIIIIXZZX (-0.0015079457403672657+0j)
IIIIIIYIZZZY (-0.0015832911773011982+0j)
IIIIIIXIZZZX (-0.0015832911773011982+0j)
IYZZZYIYZZZY (0.0024547052717560167+0j)
IXZZZXIYZZZY (0.0024547052717560167+0j)
IYZZZYIXZZZX (0.0024547052717560167+0j)
IXZZZXIXZZZX (0.0024547052717560167+0j)
IYZZYIIYZZZY (0.0018880625918414968+0j)
IXZZXIIYZZZY (0.0018880625918414968+0j)
IYZZYIIXZZZX (0.0018880625918414968+0j)
IXZZXIIXZZZX (0.0018880625918414968+0j)
IYZYIIIYZZZY (0.0025616530555044085+0j)
IXZXIIIYZZZY (0.0025616530555044085+0j)
IYZYIIIXZZZX (0.0025616530555044085+0j)
IXZXIIIXZZZX (0.0025616530555044085+0j)
YYIIIIIYZZZY (-0.0015079457403672657+0j)
XXIIIIIYZZZY (-0.0015079457403672657+0j)
YYIIIIIXZZZX (-0.0015079457403672657+0j)
XXIIIIIXZZZX (-0.0015079457403672657+0j)
IIIIIZYZZZZY (-0.01155995488975384+0j)
IIIIIZXZZZZX (-0.01155995488975384+0j)
IIIIYYYZZZZY (-0.0020956574965077805+0j)
IIIIXXYZZZZY (-0.0020956574965077805+0j)
IIIIYYXZZZZX (-0.0020956574965077805+0j)
IIIIXXXZZZZX (-0.0020956574965077805+0j)
IIIYZYYZZZZY (-0.0003951031954584865+0j)
IIIXZXYZZZZY (-0.0003951031954584865+0j)
IIIYZYXZZZZX (-0.0003951031954584865+0j)
IIIXZXXZZZZX (-0.0003951031954584865+0j)
YZZZZYYZZZZY (0.0019026888010043317+0j)
XZZZZXYZZZZY (0.0019026888010043317+0j)
YZZZZYXZZZZX (0.0019026888010043317+0j)
XZZZZXXZZZZX (0.0019026888010043317+0j)
IIIIZIYZZZZY (0.001564735664726183+0j)
IIIIZIXZZZZX (0.001564735664726183+0j)
IIIYYIYZZZZY (0.00034237730320870336+0j)
IIIXXIYZZZZY (0.00034237730320870336+0j)
IIIYYIXZZZZX (0.00034237730320870336+0j)
IIIXXIXZZZZX (0.00034237730320870336+0j)
YZZZYIYZZZZY (7.811548110298207e-05+0j)
XZZZXIYZZZZY (7.811548110298207e-05+0j)
YZZZYIXZZZZX (7.811548110298207e-05+0j)
XZZZXIXZZZZX (7.811548110298207e-05+0j)
IIIZIIYZZZZY (-0.002461805864639734+0j)
IIIZIIXZZZZX (-0.002461805864639734+0j)
YZZYIIYZZZZY (0.0010566484793174185+0j)
XZZXIIYZZZZY (0.0010566484793174185+0j)
YZZYIIXZZZZX (0.0010566484793174185+0j)
XZZXIIXZZZZX (0.0010566484793174185+0j)
IIZIIIYZZZZY (-7.534543693393239e-05+0j)
IIZIIIXZZZZX (-7.534543693393239e-05+0j)
IZIIIIYZZZZY (-7.534543693393239e-05+0j)
IZIIIIXZZZZX (-7.534543693393239e-05+0j)
ZIIIIIYZZZZY (0.0005997457128937102+0j)
ZIIIIIXZZZZX (0.0005997457128937102+0j)
IIIIIIIIIZZI (0.053361230488474826+0j)
IIIIIIYZZYZI (0.004316436307231122+0j)
IIIIIIXZZXZI (0.004316436307231122+0j)
IIIIIIIIZIZI (0.0625012601526992+0j)
IIIIIIIZIIZI (0.0625012601526992+0j)
IIIIIIZIIIZI (0.08333840586818236+0j)
IIIIIZIIIIZI (0.0940061154064797+0j)
IIIIYYIIIIZI (-0.0017413692235801249+0j)
IIIIXXIIIIZI (-0.0017413692235801249+0j)
IIIYZYIIIIZI (0.00418946294321717+0j)
IIIXZXIIIIZI (0.00418946294321717+0j)
YZZZZYIIIIZI (0.001564735664726183+0j)
XZZZZXIIIIZI (0.001564735664726183+0j)
IIIIZIIIIIZI (0.12311602672790625+0j)
IIIYYIIIIIZI (0.01183824634118167+0j)
IIIXXIIIIIZI (0.01183824634118167+0j)
YZZZYIIIIIZI (-0.03269082754247628+0j)
XZZZXIIIIIZI (-0.03269082754247628+0j)
IIIZIIIIIIZI (0.056452338836996935+0j)
YZZYIIIIIIZI (0.01275766770408919+0j)
XZZXIIIIIIZI (0.01275766770408919+0j)
IIZIIIIIIIZI (0.06846060828749323+0j)
IZIIIIIIIIZI (0.06846060828749323+0j)
ZIIIIIIIIIZI (0.11413403856633093+0j)
IIIIIIYZZIYI (0.0047460856352643495+0j)
IIIIIIXZZIXI (0.0047460856352643495+0j)
IIIIIIIIZYYI (0.0035587843627264+0j)
IIIIIIIIZXXI (0.0035587843627264+0j)
IIIIIIIZIYYI (0.0035587843627264+0j)
IIIIIIIZIXXI (0.0035587843627264+0j)
IIIIIIZIIYYI (0.0028029171909619444+0j)
IIIIIIZIIXXI (0.0028029171909619444+0j)
IIIIIZIIIYYI (-0.002984868297598454+0j)
IIIIIZIIIXXI (-0.002984868297598454+0j)
IIIIYYIIIYYI (-0.0008929389797010688+0j)
IIIIXXIIIYYI (-0.0008929389797010688+0j)
IIIIYYIIIXXI (-0.0008929389797010688+0j)
IIIIXXIIIXXI (-0.0008929389797010688+0j)
IIIYZYIIIYYI (5.4782090389528224e-05+0j)
IIIXZXIIIYYI (5.4782090389528224e-05+0j)
IIIYZYIIIXXI (5.4782090389528224e-05+0j)
IIIXZXIIIXXI (5.4782090389528224e-05+0j)
YZZZZYIIIYYI (0.00034237730320870336+0j)
XZZZZXIIIYYI (0.00034237730320870336+0j)
YZZZZYIIIXXI (0.00034237730320870336+0j)
XZZZZXIIIXXI (0.00034237730320870336+0j)
IIIIZIIIIYYI (0.01183824634118167+0j)
IIIIZIIIIXXI (0.01183824634118167+0j)
IIIYYIIIIYYI (0.0030911083485221074+0j)
IIIXXIIIIYYI (0.0030911083485221074+0j)
IIIYYIIIIXXI (0.0030911083485221074+0j)
IIIXXIIIIXXI (0.0030911083485221074+0j)
YZZZYIIIIYYI (-0.008441231396858068+0j)
XZZZXIIIIYYI (-0.008441231396858068+0j)
YZZZYIIIIXXI (-0.008441231396858068+0j)
XZZZXIIIIXXI (-0.008441231396858068+0j)
IIIZIIIIIYYI (-0.0016267451710517485+0j)
IIIZIIIIIXXI (-0.0016267451710517485+0j)
YZZYIIIIIYYI (0.002170931879093681+0j)
XZZXIIIIIYYI (0.002170931879093681+0j)
YZZYIIIIIXXI (0.002170931879093681+0j)
XZZXIIIIIXXI (0.002170931879093681+0j)
IIZIIIIIIYYI (-0.0012471320088673667+0j)
IIZIIIIIIXXI (-0.0012471320088673667+0j)
IZIIIIIIIYYI (-0.0012471320088673667+0j)
IZIIIIIIIXXI (-0.0012471320088673667+0j)
ZIIIIIIIIYYI (0.01061795802253364+0j)
ZIIIIIIIIXXI (0.01061795802253364+0j)
IIIIIIYZIZYI (-0.0017940114229895204+0j)
IIIIIIXZIZXI (-0.0017940114229895204+0j)
IIYZZYIIYZYI (0.0018880625918414966+0j)
IIXZZXIIYZYI (0.0018880625918414966+0j)
IIYZZYIIXZXI (0.0018880625918414966+0j)
IIXZZXIIXZXI (0.0018880625918414966+0j)
IIYZYIIIYZYI (0.005959348134794028+0j)
IIXZXIIIYZYI (0.005959348134794028+0j)
IIYZYIIIXZXI (0.005959348134794028+0j)
IIXZXIIIXZXI (0.005959348134794028+0j)
IIYYIIIIYZYI (0.0048059163715937665+0j)
IIXXIIIIYZYI (0.0048059163715937665+0j)
IIYYIIIIXZXI (0.0048059163715937665+0j)
IIXXIIIIXZXI (0.0048059163715937665+0j)
YZYIIIIIYZYI (-0.004886687167773482+0j)
XZXIIIIIYZYI (-0.004886687167773482+0j)
YZYIIIIIXZXI (-0.004886687167773482+0j)
XZXIIIIIXZXI (-0.004886687167773482+0j)
IIIIIIYIZZYI (-0.0017940114229895204+0j)
IIIIIIXIZZXI (-0.0017940114229895204+0j)
IYZZZYIYZZYI (0.0018880625918414968+0j)
IXZZZXIYZZYI (0.0018880625918414968+0j)
IYZZZYIXZZXI (0.0018880625918414968+0j)
IXZZZXIXZZXI (0.0018880625918414968+0j)
IYZZYIIYZZYI (0.00595934813479403+0j)
IXZZXIIYZZYI (0.00595934813479403+0j)
IYZZYIIXZZXI (0.00595934813479403+0j)
IXZZXIIXZZXI (0.00595934813479403+0j)
IYZYIIIYZZYI (0.0048059163715937665+0j)
IXZXIIIYZZYI (0.0048059163715937665+0j)
IYZYIIIXZZXI (0.0048059163715937665+0j)
IXZXIIIXZZXI (0.0048059163715937665+0j)
YYIIIIIYZZYI (-0.004886687167773482+0j)
XXIIIIIYZZYI (-0.004886687167773482+0j)
YYIIIIIXZZXI (-0.004886687167773482+0j)
XXIIIIIXZZXI (-0.004886687167773482+0j)
IIIIIZYZZZYI (0.00805731874984492+0j)
IIIIIZXZZZXI (0.00805731874984492+0j)
IIIIYYYZZZYI (0.0013651879963209321+0j)
IIIIXXYZZZYI (0.0013651879963209321+0j)
IIIIYYXZZZXI (0.0013651879963209321+0j)
IIIIXXXZZZXI (0.0013651879963209321+0j)
IIIYZYYZZZYI (-9.283001310399535e-05+0j)
IIIXZXYZZZYI (-9.283001310399535e-05+0j)
IIIYZYXZZZXI (-9.283001310399535e-05+0j)
IIIXZXXZZZXI (-9.283001310399535e-05+0j)
YZZZZYYZZZYI (7.811548110298207e-05+0j)
XZZZZXYZZZYI (7.811548110298207e-05+0j)
YZZZZYXZZZXI (7.811548110298207e-05+0j)
XZZZZXXZZZXI (7.811548110298207e-05+0j)
IIIIZIYZZZYI (-0.03269082754247628+0j)
IIIIZIXZZZXI (-0.03269082754247628+0j)
IIIYYIYZZZYI (-0.008441231396858068+0j)
IIIXXIYZZZYI (-0.008441231396858068+0j)
IIIYYIXZZZXI (-0.008441231396858068+0j)
IIIXXIXZZZXI (-0.008441231396858068+0j)
YZZZYIYZZZYI (0.030795632698148563+0j)
XZZZXIYZZZYI (0.030795632698148563+0j)
YZZZYIXZZZXI (0.030795632698148563+0j)
XZZZXIXZZZXI (0.030795632698148563+0j)
IIIZIIYZZZYI (0.002575153756170668+0j)
IIIZIIXZZZXI (0.002575153756170668+0j)
YZZYIIYZZZYI (-0.007815040831571696+0j)
XZZXIIYZZZYI (-0.007815040831571696+0j)
YZZYIIXZZZXI (-0.007815040831571696+0j)
XZZXIIXZZZXI (-0.007815040831571696+0j)
IIZIIIYZZZYI (0.003092675744783962+0j)
IIZIIIXZZZXI (0.003092675744783962+0j)
IZIIIIYZZZYI (0.003092675744783962+0j)
IZIIIIXZZZXI (0.003092675744783962+0j)
ZIIIIIYZZZYI (-0.03472189417844199+0j)
ZIIIIIXZZZXI (-0.03472189417844199+0j)
IIIIIIIIZZII (0.060215328730553075+0j)
IIIIIIIZIZII (0.060215328730553075+0j)
IIIIIIZIIZII (0.053889590212474275+0j)
IIIIIZIIIZII (0.09897320675972478+0j)
IIIIYYIIIZII (0.002874483977934139+0j)
IIIIXXIIIZII (0.002874483977934139+0j)
IIIYZYIIIZII (-0.0004885236222236816+0j)
IIIXZXIIIZII (-0.0004885236222236816+0j)
YZZZZYIIIZII (-0.002461805864639734+0j)
XZZZZXIIIZII (-0.002461805864639734+0j)
IIIIZIIIIZII (0.056452338836996935+0j)
IIIYYIIIIZII (-0.0016267451710517485+0j)
IIIXXIIIIZII (-0.0016267451710517485+0j)
YZZZYIIIIZII (0.002575153756170668+0j)
XZZZXIIIIZII (0.002575153756170668+0j)
IIIZIIIIIZII (0.08464944490904779+0j)
YZZYIIIIIZII (-0.00900653369217314+0j)
XZZXIIIIIZII (-0.00900653369217314+0j)
IIZIIIIIIZII (0.0705407357347499+0j)
IZIIIIIIIZII (0.0705407357347499+0j)
ZIIIIIIIIZII (0.06047069997040127+0j)
IIIIIIYZIYII (-0.0038630263573783533+0j)
IIIIIIXZIXII (-0.0038630263573783533+0j)
IIYZZYIIYYII (0.0025616530555044076+0j)
IIXZZXIIYYII (0.0025616530555044076+0j)
IIYZZYIIXXII (0.0025616530555044076+0j)
IIXZZXIIXXII (0.0025616530555044076+0j)
IIYZYIIIYYII (0.0048059163715937665+0j)
IIXZXIIIYYII (0.0048059163715937665+0j)
IIYZYIIIXXII (0.0048059163715937665+0j)
IIXZXIIIXXII (0.0048059163715937665+0j)
IIYYIIIIYYII (0.01032540700419682+0j)
IIXXIIIIYYII (0.01032540700419682+0j)
IIYYIIIIXXII (0.01032540700419682+0j)
IIXXIIIIXXII (0.01032540700419682+0j)
YZYIIIIIYYII (-0.0034593099858053894+0j)
XZXIIIIIYYII (-0.0034593099858053894+0j)
YZYIIIIIXXII (-0.0034593099858053894+0j)
XZXIIIIIXXII (-0.0034593099858053894+0j)
IIIIIIYIZYII (-0.0038630263573783533+0j)
IIIIIIXIZXII (-0.0038630263573783533+0j)
IYZZZYIYZYII (0.0025616530555044085+0j)
IXZZZXIYZYII (0.0025616530555044085+0j)
IYZZZYIXZXII (0.0025616530555044085+0j)
IXZZZXIXZXII (0.0025616530555044085+0j)
IYZZYIIYZYII (0.0048059163715937665+0j)
IXZZXIIYZYII (0.0048059163715937665+0j)
IYZZYIIXZXII (0.0048059163715937665+0j)
IXZZXIIXZXII (0.0048059163715937665+0j)
IYZYIIIYZYII (0.01032540700419682+0j)
IXZXIIIYZYII (0.01032540700419682+0j)
IYZYIIIXZXII (0.01032540700419682+0j)
IXZXIIIXZXII (0.01032540700419682+0j)
YYIIIIIYZYII (-0.0034593099858053894+0j)
XXIIIIIYZYII (-0.0034593099858053894+0j)
YYIIIIIXZXII (-0.0034593099858053894+0j)
XXIIIIIXZXII (-0.0034593099858053894+0j)
IIIIIZYZZYII (-0.004360974516833923+0j)
IIIIIZXZZXII (-0.004360974516833923+0j)
IIIIYYYZZYII (-0.0010234796628406358+0j)
IIIIXXYZZYII (-0.0010234796628406358+0j)
IIIIYYXZZXII (-0.0010234796628406358+0j)
IIIIXXXZZXII (-0.0010234796628406358+0j)
IIIYZYYZZYII (0.0011188564780979253+0j)
IIIXZXYZZYII (0.0011188564780979253+0j)
IIIYZYXZZXII (0.0011188564780979253+0j)
IIIXZXXZZXII (0.0011188564780979253+0j)
YZZZZYYZZYII (0.0010566484793174185+0j)
XZZZZXYZZYII (0.0010566484793174185+0j)
YZZZZYXZZXII (0.0010566484793174185+0j)
XZZZZXXZZXII (0.0010566484793174185+0j)
IIIIZIYZZYII (0.01275766770408919+0j)
IIIIZIXZZXII (0.01275766770408919+0j)
IIIYYIYZZYII (0.002170931879093681+0j)
IIIXXIYZZYII (0.002170931879093681+0j)
IIIYYIXZZXII (0.002170931879093681+0j)
IIIXXIXZZXII (0.002170931879093681+0j)
YZZZYIYZZYII (-0.007815040831571696+0j)
XZZZXIYZZYII (-0.007815040831571696+0j)
YZZZYIXZZXII (-0.007815040831571696+0j)
XZZZXIXZZXII (-0.007815040831571696+0j)
IIIZIIYZZYII (-0.00900653369217314+0j)
IIIZIIXZZXII (-0.00900653369217314+0j)
YZZYIIYZZYII (0.006581109757926992+0j)
XZZXIIYZZYII (0.006581109757926992+0j)
YZZYIIXZZXII (0.006581109757926992+0j)
XZZXIIXZZXII (0.006581109757926992+0j)
IIZIIIYZZYII (-0.0004037163715729642+0j)
IIZIIIXZZXII (-0.0004037163715729642+0j)
IZIIIIYZZYII (-0.0004037163715729643+0j)
IZIIIIXZZXII (-0.0004037163715729643+0j)
ZIIIIIYZZYII (0.010924624116983793+0j)
ZIIIIIXZZXII (0.010924624116983793+0j)
IIIIIIIZZIII (0.0655845231545841+0j)
IIIIIIZIZIII (0.06236719052855442+0j)
IIIIIZIIZIII (0.0990778898789144+0j)
IIIIYYIIZIII (0.0011319350519759736+0j)
IIIIXXIIZIII (0.0011319350519759736+0j)
IIIYZYIIZIII (0.001237508384903623+0j)
IIIXZXIIZIII (0.001237508384903623+0j)
YZZZZYIIZIII (-7.534543693393239e-05+0j)
XZZZZXIIZIII (-7.534543693393239e-05+0j)
IIIIZIIIZIII (0.06846060828749323+0j)
IIIYYIIIZIII (-0.0012471320088673667+0j)
IIIXXIIIZIII (-0.0012471320088673667+0j)
YZZZYIIIZIII (0.003092675744783962+0j)
XZZZXIIIZIII (0.003092675744783962+0j)
IIIZIIIIZIII (0.0705407357347499+0j)
YZZYIIIIZIII (-0.0004037163715729642+0j)
XZZXIIIIZIII (-0.0004037163715729642+0j)
IIZIIIIIZIII (0.07823637778985237+0j)
IZIIIIIIZIII (0.06980180803300685+0j)
ZIIIIIIIZIII (0.06725554994155136+0j)
IYYIIIIYYIII (0.004217284878422759+0j)
IXXIIIIYYIII (0.004217284878422759+0j)
IYYIIIIXXIII (0.004217284878422759+0j)
IXXIIIIXXIII (0.004217284878422759+0j)
IIYZZYYZYIII (-0.0015079457403672657+0j)
IIXZZXYZYIII (-0.0015079457403672657+0j)
IIYZZYXZXIII (-0.0015079457403672657+0j)
IIXZZXXZXIII (-0.0015079457403672657+0j)
IIYZYIYZYIII (-0.004886687167773482+0j)
IIXZXIYZYIII (-0.004886687167773482+0j)
IIYZYIXZXIII (-0.004886687167773482+0j)
IIXZXIXZXIII (-0.004886687167773482+0j)
IIYYIIYZYIII (-0.0034593099858053894+0j)
IIXXIIYZYIII (-0.0034593099858053894+0j)
IIYYIIXZXIII (-0.0034593099858053894+0j)
IIXXIIXZXIII (-0.0034593099858053894+0j)
YZYIIIYZYIII (0.004888359412996945+0j)
XZXIIIYZYIII (0.004888359412996945+0j)
YZYIIIXZXIII (0.004888359412996945+0j)
XZXIIIXZXIII (0.004888359412996945+0j)
IIIIIIZZIIII (0.06236719052855442+0j)
IIIIIZIZIIII (0.0990778898789144+0j)
IIIIYYIZIIII (0.0011319350519759736+0j)
IIIIXXIZIIII (0.0011319350519759736+0j)
IIIYZYIZIIII (0.001237508384903623+0j)
IIIXZXIZIIII (0.001237508384903623+0j)
YZZZZYIZIIII (-7.534543693393239e-05+0j)
XZZZZXIZIIII (-7.534543693393239e-05+0j)
IIIIZIIZIIII (0.06846060828749323+0j)
IIIYYIIZIIII (-0.0012471320088673667+0j)
IIIXXIIZIIII (-0.0012471320088673667+0j)
