Jordan-Wigner mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-88.68589203916153+0j)
IIIZIIIIIIIIIIIIIIII (1.2629464143827973+0j)
IIZIIIIIIIIIIIIIIIII (1.1564778736442545+0j)
IZIIIIIIIIIIIIIIIIII (1.156477873644255+0j)
ZIIIIIIIIIIIIIIIIIII (1.05160775745374+0j)
IIIIIIIIIIIIIIIIIIZZ (0.1121126175349933+0j)
IIIIIIIIIIIIIIIIYZYZ (-0.0013604888687186664+0j)
IIIIIIIIIIIIIIIIXZXZ (-0.0013604888687186664+0j)
IIIIIIIIIIYZZZZZZZYZ (-0.004120182298332435+0j)
IIIIIIIIIIXZZZZZZZXZ (-0.004120182298332435+0j)
IIIIIIIIIIIIIIIIIZIZ (0.18176436380549638+0j)
IIIIIIIIIIIIIYZZZYIZ (-0.0161943488414977+0j)
IIIIIIIIIIIIIXZZZXIZ (-0.0161943488414977+0j)
IIIIIIIIIIIIIIIIZIIZ (0.15790683567958028+0j)
IIIIIIIIIIYZZZZZYIIZ (0.009733423916128942+0j)
IIIIIIIIIIXZZZZZXIIZ (0.009733423916128942+0j)
IIIIIIIIIIIIIIIZIIIZ (0.16641899805153143+0j)
IIIIIIIIIIIIIIZIIIIZ (0.16641899805153146+0j)
IIIIIIIIIIIIIZIIIIIZ (0.1654647548931934+0j)
IIIIIIIIIIIIZIIIIIIZ (0.17496845480045622+0j)
IIIIIIIIIIIZIIIIIIIZ (0.17496845480045617+0j)
IIIIIIIIIIZIIIIIIIIZ (0.20876446457325074+0j)
IIIIIIIIIZIIIIIIIIIZ (0.5728157803499955+0j)
IIIIIIIYZYIIIIIIIIIZ (0.04704927383639873+0j)
IIIIIIIXZXIIIIIIIIIZ (0.04704927383639873+0j)
IIIYZZZZZYIIIIIIIIIZ (-0.02067393093802241+0j)
IIIXZZZZZXIIIIIIIIIZ (-0.02067393093802241+0j)
IIIIIIIIZIIIIIIIIIIZ (0.572567882563959+0j)
IIIIIIYZYIIIIIIIIIIZ (-0.04865651975687317+0j)
IIIIIIXZXIIIIIIIIIIZ (-0.04865651975687317+0j)
YZZZZZZZYIIIIIIIIIIZ (0.031366226907822044+0j)
XZZZZZZZXIIIIIIIIIIZ (0.031366226907822044+0j)
IIIIIIIZIIIIIIIIIIIZ (0.18907307170357898+0j)
IIIYZZZYIIIIIIIIIIIZ (-0.014449387855912672+0j)
IIIXZZZXIIIIIIIIIIIZ (-0.014449387855912672+0j)
IIIIIIZIIIIIIIIIIIIZ (0.16529634987557326+0j)
YZZZZZYIIIIIIIIIIIIZ (0.013439165236023773+0j)
XZZZZZXIIIIIIIIIIIIZ (0.013439165236023773+0j)
IIIIIZIIIIIIIIIIIIIZ (0.16886935036039094+0j)
IIIIZIIIIIIIIIIIIIIZ (0.16886935036039097+0j)
IIIZIIIIIIIIIIIIIIIZ (0.16896757414787233+0j)
IIZIIIIIIIIIIIIIIIIZ (0.17831553892650417+0j)
IZIIIIIIIIIIIIIIIIIZ (0.17831553892650412+0j)
ZIIIIIIIIIIIIIIIIIIZ (0.2170386328029026+0j)
IIIIIIIIIIIIIIIIIYIY (-0.001304360751714452+0j)
IIIIIIIIIIIIIIIIIXIX (-0.001304360751714452+0j)
IIIIIIIIIIIIIYZZZZIY (-0.0032170758942036866+0j)
IIIIIIIIIIIIIXZZZZIX (-0.0032170758942036866+0j)
IIIIIIIIIIIIIIIIYYYY (-0.041049926193601004+0j)
IIIIIIIIIIIIIIIIXXYY (-0.041079142442170584+0j)
IIIIIIIIIIIIIIIIYXXY (2.921624856958016e-05+0j)
IIIIIIIIIIIIIIIIXYYX (2.921624856958016e-05+0j)
IIIIIIIIIIIIIIIIYYXX (-0.041079142442170584+0j)
IIIIIIIIIIIIIIIIXXXX (-0.041049926193601004+0j)
IIIIIIIIIIYZZZZZZYYY (0.048060007566624645+0j)
IIIIIIIIIIXZZZZZZXYY (0.04797833804713857+0j)
IIIIIIIIIIYZZZZZZXXY (8.166951948607518e-05+0j)
IIIIIIIIIIXZZZZZZYYX (8.166951948607518e-05+0j)
IIIIIIIIIIYZZZZZZYXX (0.04797833804713857+0j)
IIIIIIIIIIXZZZZZZXXX (0.048060007566624645+0j)
IIIIIIIIIIIIIYZZYIYY (0.05836127795867041+0j)
IIIIIIIIIIIIIXZZXIYY (0.05843788484628074+0j)
IIIIIIIIIIIIIYZZXIXY (-7.660688761034797e-05+0j)
IIIIIIIIIIIIIXZZYIYX (-7.660688761034797e-05+0j)
IIIIIIIIIIIIIYZZYIXX (0.05843788484628074+0j)
IIIIIIIIIIIIIXZZXIXX (0.05836127795867041+0j)
IIIIIIIIIIIIYZZYIIYY (-0.01420528597498907+0j)
IIIIIIIIIIIIXZZXIIYY (-0.014181064958079512+0j)
IIIIIIIIIIIIYZZXIIXY (-2.422101690955909e-05+0j)
IIIIIIIIIIIIXZZYIIYX (-2.422101690955909e-05+0j)
IIIIIIIIIIIIYZZYIIXX (-0.014181064958079512+0j)
IIIIIIIIIIIIXZZXIIXX (-0.01420528597498907+0j)
IIIIIIIIIIIYZZZYIIYY (0.0669548333610661+0j)
IIIIIIIIIIIXZZZXIIYY (0.06684067063643877+0j)
IIIIIIIIIIIYZZZXIIXY (0.00011416272462732441+0j)
IIIIIIIIIIIXZZZYIIYX (0.00011416272462732441+0j)
IIIIIIIIIIIYZZZYIIXX (0.06684067063643877+0j)
IIIIIIIIIIIXZZZXIIXX (0.0669548333610661+0j)
IIIIIIIIIIIIYZYIIIYY (0.0669548333610661+0j)
IIIIIIIIIIIIXZXIIIYY (0.06684067063643877+0j)
IIIIIIIIIIIIYZXIIIXY (0.00011416272462732441+0j)
IIIIIIIIIIIIXZYIIIYX (0.00011416272462732441+0j)
IIIIIIIIIIIIYZYIIIXX (0.06684067063643877+0j)
IIIIIIIIIIIIXZXIIIXX (0.0669548333610661+0j)
IIIIIIIIIIIYZZYIIIYY (0.014205285974989058+0j)
IIIIIIIIIIIXZZXIIIYY (0.014181064958079501+0j)
IIIIIIIIIIIYZZXIIIXY (2.422101690955909e-05+0j)
IIIIIIIIIIIXZZYIIIYX (2.422101690955909e-05+0j)
IIIIIIIIIIIYZZYIIIXX (0.014181064958079501+0j)
IIIIIIIIIIIXZZXIIIXX (0.014205285974989058+0j)
IIIIIIIIIIYZZYIIIIYY (0.05031782975903119+0j)
IIIIIIIIIIXZZXIIIIYY (0.050089820639394114+0j)
IIIIIIIIIIYZZXIIIIXY (0.0002280091196370619+0j)
IIIIIIIIIIXZZYIIIIYX (0.0002280091196370619+0j)
IIIIIIIIIIYZZYIIIIXX (0.050089820639394114+0j)
IIIIIIIIIIXZZXIIIIXX (0.05031782975903119+0j)
IIIIIIIIYYIIIIIIIIYY (0.4604552650289656+0j)
IIIIIIIIXXIIIIIIIIYY (0.4604552650289656+0j)
IIIIIIIIYYIIIIIIIIXX (0.4604552650289656+0j)
IIIIIIIIXXIIIIIIIIXX (0.4604552650289656+0j)
IIIIIIYZZYIIIIIIIIYY (0.0472960308881545+0j)
IIIIIIXZZXIIIIIIIIYY (0.0472960308881545+0j)
IIIIIIYZZYIIIIIIIIXX (0.0472960308881545+0j)
IIIIIIXZZXIIIIIIIIXX (0.0472960308881545+0j)
YZZZZZZZZYIIIIIIIIYY (-0.03548640920615448+0j)
XZZZZZZZZXIIIIIIIIYY (-0.03548640920615448+0j)
YZZZZZZZZYIIIIIIIIXX (-0.03548640920615448+0j)
XZZZZZZZZXIIIIIIIIXX (-0.03548640920615448+0j)
IIIIIIIYYIIIIIIIIIYY (-0.048301291941909075+0j)
IIIIIIIXXIIIIIIIIIYY (-0.048301291941909075+0j)
IIIIIIIYYIIIIIIIIIXX (-0.048301291941909075+0j)
IIIIIIIXXIIIIIIIIIXX (-0.048301291941909075+0j)
IIIYZZZZYIIIIIIIIIYY (0.01746875664740358+0j)
IIIXZZZZXIIIIIIIIIYY (0.01746875664740358+0j)
IIIYZZZZYIIIIIIIIIXX (0.01746875664740358+0j)
IIIXZZZZXIIIIIIIIIXX (0.01746875664740358+0j)
IIIIIIYYIIIIIIIIIIYY (-0.04762158780624753+0j)
IIIIIIXXIIIIIIIIIIYY (-0.04762158780624753+0j)
IIIIIIYYIIIIIIIIIIXX (-0.04762158780624753+0j)
IIIIIIXXIIIIIIIIIIXX (-0.04762158780624753+0j)
YZZZZZZYIIIIIIIIIIYY (0.05435630309672123+0j)
XZZZZZZXIIIIIIIIIIYY (0.05435630309672123+0j)
YZZZZZZYIIIIIIIIIIXX (0.05435630309672123+0j)
XZZZZZZXIIIIIIIIIIXX (0.05435630309672123+0j)
IIIYZZYIIIIIIIIIIIYY (0.062116581255610204+0j)
IIIXZZXIIIIIIIIIIIYY (0.062116581255610204+0j)
IIIYZZYIIIIIIIIIIIXX (0.062116581255610204+0j)
IIIXZZXIIIIIIIIIIIXX (0.062116581255610204+0j)
IIYZZYIIIIIIIIIIIIYY (-0.014787925912956664+0j)
IIXZZXIIIIIIIIIIIIYY (-0.014787925912956664+0j)
IIYZZYIIIIIIIIIIIIXX (-0.014787925912956664+0j)
IIXZZXIIIIIIIIIIIIXX (-0.014787925912956664+0j)
IYZZZYIIIIIIIIIIIIYY (0.06970103361530998+0j)
IXZZZXIIIIIIIIIIIIYY (0.06970103361530998+0j)
IYZZZYIIIIIIIIIIIIXX (0.06970103361530998+0j)
IXZZZXIIIIIIIIIIIIXX (0.06970103361530998+0j)
IIYZYIIIIIIIIIIIIIYY (0.06970103361530998+0j)
IIXZXIIIIIIIIIIIIIYY (0.06970103361530998+0j)
IIYZYIIIIIIIIIIIIIXX (0.06970103361530998+0j)
IIXZXIIIIIIIIIIIIIXX (0.06970103361530998+0j)
IYZZYIIIIIIIIIIIIIYY (0.014787925912956652+0j)
IXZZXIIIIIIIIIIIIIYY (0.014787925912956652+0j)
IYZZYIIIIIIIIIIIIIXX (0.014787925912956652+0j)
IXZZXIIIIIIIIIIIIIXX (0.014787925912956652+0j)
YZZYIIIIIIIIIIIIIIYY (0.0515475014993299+0j)
XZZXIIIIIIIIIIIIIIYY (0.0515475014993299+0j)
YZZYIIIIIIIIIIIIIIXX (0.0515475014993299+0j)
XZZXIIIIIIIIIIIIIIXX (0.0515475014993299+0j)
IIIIIIIIIIIIIYZZZIZY (-0.004086626093112628+0j)
IIIIIIIIIIIIIXZZZIZX (-0.004086626093112628+0j)
IIIIIIIIIIIIIIIIZYZY (0.001649795205555903+0j)
IIIIIIIIIIIIIIIIZXZX (0.001649795205555903+0j)
IIIIIIIIIIYZZZZZYYZY (-0.0026576383792331682+0j)
IIIIIIIIIIXZZZZZXYZY (-0.00338299876366127+0j)
IIIIIIIIIIYZZZZZXXZY (0.0007253603844281012+0j)
IIIIIIIIIIXZZZZZYYZX (0.0007253603844281012+0j)
IIIIIIIIIIYZZZZZYXZX (-0.00338299876366127+0j)
IIIIIIIIIIXZZZZZXXZX (-0.0026576383792331682+0j)
IIIIIIIIIIIIIIIZIYZY (0.004529238759663339+0j)
IIIIIIIIIIIIIIIZIXZX (0.004529238759663339+0j)
IIIIIIIIIIIIIIZIIYZY (0.004529238759663349+0j)
IIIIIIIIIIIIIIZIIXZX (0.004529238759663349+0j)
IIIIIIIIIIIIIZIIIYZY (0.0051989232484663936+0j)
IIIIIIIIIIIIIZIIIXZX (0.0051989232484663936+0j)
IIIIIIIIIIIIZIIIIYZY (0.004824226541521598+0j)
IIIIIIIIIIIIZIIIIXZX (0.004824226541521598+0j)
IIIIIIIIIIIZIIIIIYZY (0.004824226541521598+0j)
IIIIIIIIIIIZIIIIIXZX (0.004824226541521598+0j)
IIIIIIIIIIZIIIIIIYZY (0.003201820887447443+0j)
IIIIIIIIIIZIIIIIIXZX (0.003201820887447443+0j)
IIIIIIIIIZIIIIIIIYZY (0.04704927383639873+0j)
IIIIIIIIIZIIIIIIIXZX (0.04704927383639873+0j)
IIIIIIIYZYIIIIIIIYZY (0.007308707898082613+0j)
IIIIIIIXZXIIIIIIIYZY (0.007308707898082613+0j)
IIIIIIIYZYIIIIIIIXZX (0.007308707898082613+0j)
IIIIIIIXZXIIIIIIIXZX (0.007308707898082613+0j)
IIIYZZZZZYIIIIIIIYZY (-0.0017449609855850266+0j)
IIIXZZZZZXIIIIIIIYZY (-0.0017449609855850266+0j)
IIIYZZZZZYIIIIIIIXZX (-0.0017449609855850266+0j)
IIIXZZZZZXIIIIIIIXZX (-0.0017449609855850266+0j)
IIIIIIIIZIIIIIIIIYZY (0.04699693119019462+0j)
IIIIIIIIZIIIIIIIIXZX (0.04699693119019462+0j)
IIIIIIYZYIIIIIIIIYZY (-0.006542445364076956+0j)
IIIIIIXZXIIIIIIIIYZY (-0.006542445364076956+0j)
IIIIIIYZYIIIIIIIIXZX (-0.006542445364076956+0j)
IIIIIIXZXIIIIIIIIXZX (-0.006542445364076956+0j)
YZZZZZZZYIIIIIIIIYZY (0.0063779650495826646+0j)
XZZZZZZZXIIIIIIIIYZY (0.0063779650495826646+0j)
YZZZZZZZYIIIIIIIIXZX (0.0063779650495826646+0j)
XZZZZZZZXIIIIIIIIXZX (0.0063779650495826646+0j)
IIIIIIIZIIIIIIIIIYZY (-0.0001519772450868404+0j)
IIIIIIIZIIIIIIIIIXZX (-0.0001519772450868404+0j)
IIIYZZZYIIIIIIIIIYZY (0.001705796961487063+0j)
IIIXZZZXIIIIIIIIIYZY (0.001705796961487063+0j)
IIIYZZZYIIIIIIIIIXZX (0.001705796961487063+0j)
IIIXZZZXIIIIIIIIIXZX (0.001705796961487063+0j)
IIIIIIZIIIIIIIIIIYZY (0.002972011607406162+0j)
IIIIIIZIIIIIIIIIIXZX (0.002972011607406162+0j)
YZZZZZYIIIIIIIIIIYZY (-0.0006120886089342488+0j)
XZZZZZXIIIIIIIIIIYZY (-0.0006120886089342488+0j)
YZZZZZYIIIIIIIIIIXZX (-0.0006120886089342488+0j)
XZZZZZXIIIIIIIIIIXZX (-0.0006120886089342488+0j)
IIIIIZIIIIIIIIIIIYZY (0.0005401754265470859+0j)
IIIIIZIIIIIIIIIIIXZX (0.0005401754265470859+0j)
IIIIZIIIIIIIIIIIIYZY (0.0005401754265470978+0j)
IIIIZIIIIIIIIIIIIXZX (0.0005401754265470978+0j)
IIIZIIIIIIIIIIIIIYZY (0.0020984453634063593+0j)
IIIZIIIIIIIIIIIIIXZX (0.0020984453634063593+0j)
IIZIIIIIIIIIIIIIIYZY (0.0014349702266419017+0j)
IIZIIIIIIIIIIIIIIXZX (0.0014349702266419017+0j)
IZIIIIIIIIIIIIIIIYZY (0.0014349702266418995+0j)
IZIIIIIIIIIIIIIIIXZX (0.0014349702266418995+0j)
ZIIIIIIIIIIIIIIIIYZY (0.0013321466306220394+0j)
ZIIIIIIIIIIIIIIIIXZX (0.0013321466306220394+0j)
IIIIIIIIIIIIIYZZIZZY (0.0005388161886781915+0j)
IIIIIIIIIIIIIXZZIZZX (0.0005388161886781915+0j)
IIIIIIIIIIIIYZZYYZZY (-0.0008845228423430228+0j)
IIIIIIIIIIIIXZZXYZZY (-0.0009816864818518976+0j)
IIIIIIIIIIIIYZZXXZZY (9.716363950887506e-05+0j)
IIIIIIIIIIIIXZZYYZZX (9.716363950887506e-05+0j)
IIIIIIIIIIIIYZZYXZZX (-0.0009816864818518976+0j)
IIIIIIIIIIIIXZZXXZZX (-0.0008845228423430228+0j)
IIIIIIIIIIIYZZZYYZZY (0.0041690874521925405+0j)
IIIIIIIIIIIXZZZXYZZY (0.00462705607764124+0j)
IIIIIIIIIIIYZZZXXZZY (-0.00045796862544869924+0j)
IIIIIIIIIIIXZZZYYZZX (-0.00045796862544869924+0j)
IIIIIIIIIIIYZZZYXZZX (0.00462705607764124+0j)
IIIIIIIIIIIXZZZXXZZX (0.0041690874521925405+0j)
IIIIIIIIIIIIYZYIYZZY (0.0041690874521925405+0j)
IIIIIIIIIIIIXZXIYZZY (0.004627056077641242+0j)
IIIIIIIIIIIIYZXIXZZY (-0.00045796862544869935+0j)
IIIIIIIIIIIIXZYIYZZX (-0.00045796862544869935+0j)
IIIIIIIIIIIIYZYIXZZX (0.004627056077641242+0j)
IIIIIIIIIIIIXZXIXZZX (0.0041690874521925405+0j)
IIIIIIIIIIIYZZYIYZZY (0.0008845228423430226+0j)
IIIIIIIIIIIXZZXIYZZY (0.0009816864818518976+0j)
IIIIIIIIIIIYZZXIXZZY (-9.716363950887491e-05+0j)
IIIIIIIIIIIXZZYIYZZX (-9.716363950887491e-05+0j)
IIIIIIIIIIIYZZYIXZZX (0.0009816864818518976+0j)
IIIIIIIIIIIXZZXIXZZX (0.0008845228423430226+0j)
IIIIIIIIIIYZZYIIYZZY (0.006793691839682523+0j)
IIIIIIIIIIXZZXIIYZZY (0.003715444933851047+0j)
IIIIIIIIIIYZZXIIXZZY (0.0030782469058314773+0j)
IIIIIIIIIIXZZYIIYZZX (0.0030782469058314773+0j)
IIIIIIIIIIYZZYIIXZZX (0.003715444933851047+0j)
IIIIIIIIIIXZZXIIXZZX (0.006793691839682523+0j)
IIIIIIIIYYIIIIIIYZZY (0.0472960308881545+0j)
IIIIIIIIXXIIIIIIYZZY (0.0472960308881545+0j)
IIIIIIIIYYIIIIIIXZZX (0.0472960308881545+0j)
IIIIIIIIXXIIIIIIXZZX (0.0472960308881545+0j)
IIIIIIYZZYIIIIIIYZZY (0.0073895141959929985+0j)
IIIIIIXZZXIIIIIIYZZY (0.0073895141959929985+0j)
IIIIIIYZZYIIIIIIXZZX (0.0073895141959929985+0j)
IIIIIIXZZXIIIIIIXZZX (0.0073895141959929985+0j)
YZZZZZZZZYIIIIIIYZZY (-0.003705741319894832+0j)
XZZZZZZZZXIIIIIIYZZY (-0.003705741319894832+0j)
YZZZZZZZZYIIIIIIXZZX (-0.003705741319894832+0j)
XZZZZZZZZXIIIIIIXZZX (-0.003705741319894832+0j)
IIIIIIIYYIIIIIIIYZZY (-0.006571661612646535+0j)
IIIIIIIXXIIIIIIIYZZY (-0.006571661612646535+0j)
IIIIIIIYYIIIIIIIXZZX (-0.006571661612646535+0j)
IIIIIIIXXIIIIIIIXZZX (-0.006571661612646535+0j)
IIIYZZZZYIIIIIIIYZZY (0.0036786964093294583+0j)
IIIXZZZZXIIIIIIIYZZY (0.0036786964093294583+0j)
IIIYZZZZYIIIIIIIXZZX (0.0036786964093294583+0j)
IIIXZZZZXIIIIIIIXZZX (0.0036786964093294583+0j)
IIIIIIYYIIIIIIIIYZZY (-0.0013222164018502592+0j)
IIIIIIXXIIIIIIIIYZZY (-0.0013222164018502592+0j)
IIIIIIYYIIIIIIIIXZZX (-0.0013222164018502592+0j)
IIIIIIXXIIIIIIIIXZZX (-0.0013222164018502592+0j)
YZZZZZZYIIIIIIIIYZZY (0.0027709101547270204+0j)
XZZZZZZXIIIIIIIIYZZY (0.0027709101547270204+0j)
YZZZZZZYIIIIIIIIXZZX (0.0027709101547270204+0j)
XZZZZZZXIIIIIIIIXZZX (0.0027709101547270204+0j)
IIIYZZYIIIIIIIIIYZZY (-0.00038505455171535316+0j)
IIIXZZXIIIIIIIIIYZZY (-0.00038505455171535316+0j)
IIIYZZYIIIIIIIIIXZZX (-0.00038505455171535316+0j)
IIIXZZXIIIIIIIIIXZZX (-0.00038505455171535316+0j)
IIYZZYIIIIIIIIIIYZZY (-0.00017121857634978094+0j)
IIXZZXIIIIIIIIIIYZZY (-0.00017121857634978094+0j)
IIYZZYIIIIIIIIIIXZZX (-0.00017121857634978094+0j)
IIXZZXIIIIIIIIIIXZZX (-0.00017121857634978094+0j)
IYZZZYIIIIIIIIIIYZZY (0.0008070172799057202+0j)
IXZZZXIIIIIIIIIIYZZY (0.0008070172799057202+0j)
IYZZZYIIIIIIIIIIXZZX (0.0008070172799057202+0j)
IXZZZXIIIIIIIIIIXZZX (0.0008070172799057202+0j)
IIYZYIIIIIIIIIIIYZZY (0.000807017279905721+0j)
IIXZXIIIIIIIIIIIYZZY (0.000807017279905721+0j)
IIYZYIIIIIIIIIIIXZZX (0.000807017279905721+0j)
IIXZXIIIIIIIIIIIXZZX (0.000807017279905721+0j)
IYZZYIIIIIIIIIIIYZZY (0.0001712185763497816+0j)
IXZZXIIIIIIIIIIIYZZY (0.0001712185763497816+0j)
IYZZYIIIIIIIIIIIXZZX (0.0001712185763497816+0j)
IXZZXIIIIIIIIIIIXZZX (0.0001712185763497816+0j)
YZZYIIIIIIIIIIIIYZZY (0.0005146961918297169+0j)
XZZXIIIIIIIIIIIIYZZY (0.0005146961918297169+0j)
YZZYIIIIIIIIIIIIXZZX (0.0005146961918297169+0j)
XZZXIIIIIIIIIIIIXZZX (0.0005146961918297169+0j)
IIIIIIIIIIIIIYZIZZZY (-0.0032442620659962986+0j)
IIIIIIIIIIIIIXZIZZZX (-0.0032442620659962986+0j)
IIIIIIIIIIYZYIIYZZZY (-0.0010122209389496+0j)
IIIIIIIIIIXZXIIYZZZY (-5.308406422527799e-05+0j)
IIIIIIIIIIYZXIIXZZZY (-0.000959136874724322+0j)
IIIIIIIIIIXZYIIYZZZX (-0.000959136874724322+0j)
IIIIIIIIIIYZYIIXZZZX (-5.308406422527799e-05+0j)
IIIIIIIIIIXZXIIXZZZX (-0.0010122209389496+0j)
IIIIIIIIIIYYIIIYZZZY (0.004770976410561454+0j)
IIIIIIIIIIXXIIIYZZZY (0.00025020507722192187+0j)
IIIIIIIIIIYXIIIXZZZY (0.004520771333339531+0j)
IIIIIIIIIIXYIIIYZZZX (0.004520771333339531+0j)
IIIIIIIIIIYYIIIXZZZX (0.00025020507722192187+0j)
IIIIIIIIIIXXIIIXZZZX (0.004770976410561454+0j)
IIIIIYZZZYIIIIIYZZZY (0.002450352308859509+0j)
IIIIIXZZZXIIIIIYZZZY (0.002450352308859509+0j)
IIIIIYZZZYIIIIIXZZZX (0.002450352308859509+0j)
IIIIIXZZZXIIIIIXZZZX (0.002450352308859509+0j)
IIYZZZZZYIIIIIIYZZZY (-0.0006068609548771525+0j)
IIXZZZZZXIIIIIIYZZZY (-0.0006068609548771525+0j)
IIYZZZZZYIIIIIIXZZZX (-0.0006068609548771525+0j)
IIXZZZZZXIIIIIIXZZZX (-0.0006068609548771525+0j)
IYZZZZZZYIIIIIIYZZZY (0.0028603629788712115+0j)
IXZZZZZZXIIIIIIYZZZY (0.0028603629788712115+0j)
IYZZZZZZYIIIIIIXZZZX (0.0028603629788712115+0j)
IXZZZZZZXIIIIIIXZZZX (0.0028603629788712115+0j)
IIIIIYZYIIIIIIIYZZZY (0.003989063333116252+0j)
IIIIIXZXIIIIIIIYZZZY (0.003989063333116252+0j)
IIIIIYZYIIIIIIIXZZZX (0.003989063333116252+0j)
IIIIIXZXIIIIIIIXZZZX (0.003989063333116252+0j)
IIYZZZYIIIIIIIIYZZZY (0.0008104679055021167+0j)
IIXZZZXIIIIIIIIYZZZY (0.0008104679055021167+0j)
IIYZZZYIIIIIIIIXZZZX (0.0008104679055021167+0j)
IIXZZZXIIIIIIIIXZZZX (0.0008104679055021167+0j)
IYZZZZYIIIIIIIIYZZZY (-0.0038200387977355204+0j)
IXZZZZXIIIIIIIIYZZZY (-0.0038200387977355204+0j)
IYZZZZYIIIIIIIIXZZZX (-0.0038200387977355204+0j)
IXZZZZXIIIIIIIIXZZZX (-0.0038200387977355204+0j)
IIIYZYIIIIIIIIIYZZZY (-0.001189646034297764+0j)
IIIXZXIIIIIIIIIYZZZY (-0.001189646034297764+0j)
IIIYZYIIIIIIIIIXZZZX (-0.001189646034297764+0j)
IIIXZXIIIIIIIIIXZZZX (-0.001189646034297764+0j)
YZYIIIIIIIIIIIIYZZZY (-0.0005285900716856653+0j)
XZXIIIIIIIIIIIIYZZZY (-0.0005285900716856653+0j)
YZYIIIIIIIIIIIIXZZZX (-0.0005285900716856653+0j)
XZXIIIIIIIIIIIIXZZZX (-0.0005285900716856653+0j)
YYIIIIIIIIIIIIIYZZZY (0.0024914429901897787+0j)
XXIIIIIIIIIIIIIYZZZY (0.0024914429901897787+0j)
YYIIIIIIIIIIIIIXZZZX (0.0024914429901897787+0j)
XXIIIIIIIIIIIIIXZZZX (0.0024914429901897787+0j)
IIIIIIIIIIIIIYIZZZZY (-0.0032442620659962986+0j)
IIIIIIIIIIIIIXIZZZZX (-0.0032442620659962986+0j)
IIIIIIIIIIYZYIYZZZZY (0.004770976410561455+0j)
IIIIIIIIIIXZXIYZZZZY (0.0002502050772219223+0j)
IIIIIIIIIIYZXIXZZZZY (0.004520771333339532+0j)
IIIIIIIIIIXZYIYZZZZX (0.004520771333339532+0j)
IIIIIIIIIIYZYIXZZZZX (0.0002502050772219223+0j)
IIIIIIIIIIXZXIXZZZZX (0.004770976410561455+0j)
IIIIIIIIIIYYIIYZZZZY (0.0010122209389495996+0j)
IIIIIIIIIIXXIIYZZZZY (5.308406422527817e-05+0j)
IIIIIIIIIIYXIIXZZZZY (0.0009591368747243216+0j)
IIIIIIIIIIXYIIYZZZZX (0.0009591368747243216+0j)
