Bravyi-Kitaev mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-51.93362142169509+0j)
IIIIIIIYZIYIXI (0.05018702075392923+0j)
IIIIIIIXZIYIYZ (-0.05018702075392923+0j)
IIIIIIIIIIIZIZ (0.21728369728221733+0j)
IIIIIIIIIIZXZZ (1.4241860451352588e-06+0j)
IIIIIIIIIIIXIZ (-1.4241860451352588e-06+0j)
IIIIIIIYZIYXZZ (0.07276478743877461+0j)
IIIIIIIXZIYYZZ (-0.07276478743877461+0j)
IIIIIIIIIIZZZZ (0.2723616823743067+0j)
IIIIIIIYZIYZZZ (-1.7159695069479771e-06+0j)
IIIIIIIXZIXIIZ (-1.7159695069479771e-06+0j)
IIIIIIIIIZIIIZ (0.14659412501238792+0j)
IIIIIIIIZXIIIZ (-0.12645726289424772+0j)
IIIIIIIIIXIIIZ (0.12645726289424772+0j)
IIIIIIIIZZIIIZ (0.14521093171041638+0j)
IIIIIIIZIIIIIZ (0.20089884844916917+0j)
IIIIIIZZZIZIIZ (1.1870006819512846+0j)
IIXIXYYZZIZIIZ (0.10955376733974091+0j)
IIXIXXXIIIIIIZ (0.10955376733974091+0j)
IIXIYIYZZIZIIZ (-0.04017532351791905+0j)
IIXIXZXIIIIIIZ (-0.04017532351791905+0j)
IIXYZIYZZIZIIZ (3.51019737371126e-06+0j)
IIXXZIXIIIIIIZ (3.51019737371126e-06+0j)
YIZIIIYZZIZIIZ (-0.03841313331172132+0j)
XZZIIIXIIIIIIZ (-0.03841313331172132+0j)
IIIIIZIIIIIIIZ (0.2609222719566117+0j)
IIIIZXIIIIIIIZ (-0.03461255457200697+0j)
IIIIIXIIIIIIIZ (0.03461255457200697+0j)
IIIYYXIIIIIIIZ (-8.934322458246528e-07+0j)
IIIXYYIIIIIIIZ (8.934322458246528e-07+0j)
YIYIXXIIIIIIIZ (0.05636765650411702+0j)
XZYIXYIIIIIIIZ (-0.05636765650411702+0j)
IIIIZZIIIIIIIZ (0.22262891859316142+0j)
IIIYYZIIIIIIIZ (-1.3952818421211357e-06+0j)
IIIXXIIIIIIIIZ (-1.3952818421211357e-06+0j)
YIYIXZIIIIIIIZ (0.07433313179265706+0j)
XZYIYIIIIIIIIZ (-0.07433313179265706+0j)
IIIZIIIIIIIIIZ (0.2788421532536612+0j)
YIYXZIIIIIIIIZ (-1.6887817043427207e-06+0j)
XZYYZIIIIIIIIZ (1.6887817043427207e-06+0j)
IIZZZIIIIIIIIZ (0.14985208107836967+0j)
XYYZZIIIIIIIIZ (0.12969744987263407+0j)
XXXIIIIIIIIIIZ (0.12969744987263407+0j)
IZIIIIIIIIIIIZ (0.14843344651487575+0j)
ZZIIIIIIIIIIIZ (0.20705128273101278+0j)
IIIIIIIIIIIYXY (-0.0011935186673747772+0j)
IIIIIIIIIIIXXX (-0.0011935186673747772+0j)
IIIIIIIIIIZIYY (2.62231330672017e-07+0j)
IIIIIIIIIIIZXX (2.62231330672017e-07+0j)
IIIIIIIYZIYIYY (-0.001454365003921214+0j)
IIIIIIIXZIYIYX (-0.001454365003921214+0j)
IIIIIIIIIIIZZX (-0.006751027279035267+0j)
IIIIIIIIIIIZIX (0.006751027279035267+0j)
IIIIIIIYZIYXIX (-0.006972754586825249+0j)
IIIIIIIXZIYYIX (0.005783130497000168+0j)
IIIIIIIYZIYYZY (-0.0011896240898250808+0j)
IIIIIIIXZIYXIY (0.0011896240898250808+0j)
IIIIIIIYZIYXZX (0.005783130497000168+0j)
IIIIIIIXZIYYZX (-0.006972754586825249+0j)
IIIIIIIIIIZZIX (-0.011567649070449645+0j)
IIIIIIIIIIZZZX (0.011567649070449645+0j)
IIIIIIIIIZIIZX (-0.005818663308900854+0j)
IIIIIIIIIZIIIX (0.005818663308900854+0j)
IIIIIIIIZXIIZX (0.005780513030368815+0j)
IIIIIIIIIXIIZX (-0.005780513030368825+0j)
IIIIIIIIZXIIIX (-0.005780513030368825+0j)
IIIIIIIIIXIIIX (0.005780513030368815+0j)
IIIIIIIIZZIIZX (-0.005755435885480691+0j)
IIIIIIIIZZIIIX (0.005755435885480691+0j)
IIIIIIIZIIIIZX (-0.00560611836891079+0j)
IIIIIIIZIIIIIX (0.00560611836891079+0j)
IIIIIIZZZIZIZX (-0.10955376733974091+0j)
IIIIIIZZZIZIIX (0.10955376733974091+0j)
IIXIXYYZZIZIZX (-0.015982535404300533+0j)
IIXIXXXIIIIIZX (-0.015982535404300533+0j)
IIXIXYYZZIZIIX (0.015982535404300533+0j)
IIXIXXXIIIIIIX (0.015982535404300533+0j)
IIXIYIYZZIZIZX (0.0053707800584334615+0j)
IIXIXZXIIIIIZX (0.0053707800584334615+0j)
IIXIYIYZZIZIIX (-0.0053707800584334615+0j)
IIXIXZXIIIIIIX (-0.0053707800584334615+0j)
IIXYZIYZZIZIZX (-3.6985883164443675e-07+0j)
IIXXZIXIIIIIZX (-3.6985883164443675e-07+0j)
IIXYZIYZZIZIIX (3.6985883164443675e-07+0j)
IIXXZIXIIIIIIX (3.6985883164443675e-07+0j)
YIZIIIYZZIZIZX (0.006180635750187792+0j)
XZZIIIXIIIIIZX (0.006180635750187792+0j)
YIZIIIYZZIZIIX (-0.006180635750187792+0j)
XZZIIIXIIIIIIX (-0.006180635750187792+0j)
IIIIIZIIIIIIZX (-0.004049927037600155+0j)
IIIIIZIIIIIIIX (0.004049927037600155+0j)
IIIIZXIIIIIIZX (0.002093772345313834+0j)
IIIIIXIIIIIIZX (-0.002093772345313834+0j)
IIIIZXIIIIIIIX (-0.002093772345313834+0j)
IIIIIXIIIIIIIX (0.002093772345313834+0j)
IIIYYXIIIIIIZX (2.5892207132699293e-07+0j)
IIIXYYIIIIIIZX (-2.5892207132699293e-07+0j)
IIIYYXIIIIIIIX (-2.5892207132699293e-07+0j)
IIIXYYIIIIIIIX (2.5892207132699293e-07+0j)
YIYIXXIIIIIIZX (-0.0011397665613200366+0j)
XZYIXYIIIIIIZX (0.0011397665613200366+0j)
YIYIXXIIIIIIIX (0.0011397665613200366+0j)
XZYIXYIIIIIIIX (-0.0011397665613200366+0j)
IIIIZZIIIIIIZX (-0.002530648115043302+0j)
IIIIZZIIIIIIIX (0.002530648115043302+0j)
YIYIXZIIIIIIZX (-0.001352787385959132+0j)
XZYIYIIIIIIIZX (0.001352787385959132+0j)
YIYIXZIIIIIIIX (0.001352787385959132+0j)
XZYIYIIIIIIIIX (-0.001352787385959132+0j)
IIIZIIIIIIIIZX (-0.0031343581382496646+0j)
IIIZIIIIIIIIIX (0.0031343581382496646+0j)
IIZZZIIIIIIIZX (-0.0015789572822096942+0j)
IIZZZIIIIIIIIX (0.0015789572822096942+0j)
XYYZZIIIIIIIZX (-0.001563930614383702+0j)
XXXIIIIIIIIIZX (-0.001563930614383702+0j)
XYYZZIIIIIIIIX (0.001563930614383702+0j)
XXXIIIIIIIIIIX (0.001563930614383702+0j)
IZIIIIIIIIIIZX (-0.001561850962643266+0j)
IZIIIIIIIIIIIX (0.001561850962643266+0j)
ZZIIIIIIIIIIZX (-0.0020536201422871317+0j)
ZZIIIIIIIIIIIX (0.0020536201422871317+0j)
IIIIIIIIIIZYZY (-5.0696449872601286e-08+0j)
IIIIIIIIIIIXZX (1.968263007856193e-07+0j)
IIIIIIIIIIZXIX (-2.475227506582206e-07+0j)
IIIIIIIIIIIXIX (-2.475227506582206e-07+0j)
IIIIIIIIIIZXZX (1.968263007856193e-07+0j)
IIIIIIIIIIIYZY (-5.0696449872601286e-08+0j)
IIIIIIIYZIYZXX (-0.0023599181182039916+0j)
IIIIIIIXZIYZXY (0.0023599181182039916+0j)
IIIIIIIIIIZXXX (0.004051826561833089+0j)
IIIIIIIIIIZYXY (0.004051826561833089+0j)
IIIIIIIYZIYXXX (2.06737965667548e-08+0j)
IIIIIIIXZIXYYX (-1.0483416618246269e-07+0j)
IIIIIIIYZIXXYX (8.416036961570793e-08+0j)
IIIIIIIXZIYXXY (8.416036961570793e-08+0j)
IIIIIIIYZIYYXY (1.0483416618246269e-07+0j)
IIIIIIIXZIXXYY (2.06737965667548e-08+0j)
IIIIIIIIIZIYYX (-0.0020149721718130077+0j)
IIIIIIIIIZIXYY (0.0020149721718130077+0j)
IIIIIIIIZXIYYX (0.002048024435757835+0j)
IIIIIIIIIXIYYX (-0.0020480244357578303+0j)
IIIIIIIIZXIXYY (-0.0020480244357578303+0j)
IIIIIIIIIXIXYY (0.002048024435757835+0j)
IIIIIIIIZZIYYX (-0.001992570819633008+0j)
IIIIIIIIZZIXYY (0.001992570819633008+0j)
IIIIIIIZIIIYYX (-0.005536594182573447+0j)
IIIIIIIZIIIXYY (0.005536594182573447+0j)
IIIIIIZZZIZYYX (-0.04017532351791905+0j)
IIIIIIZZZIZXYY (0.04017532351791905+0j)
IIXIXYYZZIZYYX (-0.0053707800584334615+0j)
IIXIXXXIIIIYYX (-0.0053707800584334615+0j)
IIXIXYYZZIZXYY (0.0053707800584334615+0j)
IIXIXXXIIIIXYY (0.0053707800584334615+0j)
IIXIYIYZZIZYYX (0.005345221310944084+0j)
IIXIXZXIIIIYYX (0.005345221310944084+0j)
IIXIYIYZZIZXYY (-0.005345221310944084+0j)
IIXIXZXIIIIXYY (-0.005345221310944084+0j)
YIZIIIYZZIZYYX (-0.0015683443538824472+0j)
XZZIIIXIIIIYYX (-0.0015683443538824472+0j)
YIZIIIYZZIZXYY (0.0015683443538824472+0j)
XZZIIIXIIIIXYY (0.0015683443538824472+0j)
IIIIIZIIIIIYYX (-0.0032872910126886114+0j)
IIIIIZIIIIIXYY (0.0032872910126886114+0j)
IIIIZXIIIIIYYX (-0.004220379163991965+0j)
IIIIIXIIIIIYYX (0.004220379163991965+0j)
IIIIZXIIIIIXYY (0.004220379163991965+0j)
IIIIIXIIIIIXYY (-0.004220379163991965+0j)
IIIYYXIIIIIYYX (1.968263007856193e-07+0j)
IIIXYYIIIIIYYX (-1.968263007856193e-07+0j)
IIIYYXIIIIIXYY (-1.968263007856193e-07+0j)
IIIXYYIIIIIXYY (1.968263007856193e-07+0j)
YIYIXXIIIIIYYX (-0.004430343111041035+0j)
XZYIXYIIIIIYYX (0.004430343111041035+0j)
YIYIXXIIIIIXYY (0.004430343111041035+0j)
XZYIXYIIIIIXYY (-0.004430343111041035+0j)
IIIIZZIIIIIYYX (0.0012565973356996531+0j)
IIIIZZIIIIIXYY (-0.0012565973356996531+0j)
YIYIXZIIIIIYYX (0.0007323109837117065+0j)
XZYIYIIIIIIYYX (-0.0007323109837117065+0j)
YIYIXZIIIIIXYY (-0.0007323109837117065+0j)
XZYIYIIIIIIXYY (0.0007323109837117065+0j)
IIIZIIIIIIIYYX (-0.001148810254231689+0j)
IIIZIIIIIIIXYY (0.001148810254231689+0j)
YIYXZIIIIIIYYX (-2.0590269597676173e-07+0j)
XZYYZIIIIIIYYX (2.0590269597676173e-07+0j)
YIYXZIIIIIIXYY (2.0590269597676173e-07+0j)
XZYYZIIIIIIXYY (-2.0590269597676173e-07+0j)
IIZZZIIIIIIYYX (-0.0005555258124481178+0j)
IIZZZIIIIIIXYY (0.0005555258124481178+0j)
XYYZZIIIIIIYYX (-0.0005965379842846342+0j)
XXXIIIIIIIIYYX (-0.0005965379842846342+0j)
XYYZZIIIIIIXYY (0.0005965379842846342+0j)
XXXIIIIIIIIXYY (0.0005965379842846342+0j)
IZIIIIIIIIIYYX (-0.0005490008622369056+0j)
IZIIIIIIIIIXYY (0.0005490008622369056+0j)
ZZIIIIIIIIIYYX (-0.0037582546954757546+0j)
ZZIIIIIIIIIXYY (0.0037582546954757546+0j)
IIIIIIIYZIXIIY (4.6644387108657504e-08+0j)
IIIIIIIXZIXIZX (2.3100612041166014e-07+0j)
IIIIIIIYZIYZIX (1.8436173330300264e-07+0j)
IIIIIIIXZIXIIX (-1.8436173330300264e-07+0j)
IIIIIIIYZIYZZX (-2.3100612041166014e-07+0j)
IIIIIIIXZIYZIY (4.6644387108657504e-08+0j)
IIIIIIIIIIZZXX (-2.461414663621184e-07+0j)
IIIIIIIIIIIIYY (-2.461414663621184e-07+0j)
IIIIIIIYZIXZYX (-0.003543478226078931+0j)
IIIIIIIXZIXZYY (0.003543478226078931+0j)
IIIIIIIIIZZIXX (-3.52333193919236e-05+0j)
IIIIIIIIIZIZYY (-3.52333193919236e-05+0j)
IIIIIIIIZXZIXX (-3.5059885549497234e-05+0j)
IIIIIIIIIXZIXX (3.505988554949233e-05+0j)
IIIIIIIIZXIZYY (-3.505988554949233e-05+0j)
IIIIIIIIIXIZYY (3.5059885549497234e-05+0j)
IIIIIIIIZZZIXX (-3.561680546264066e-05+0j)
IIIIIIIIZZIZYY (-3.561680546264066e-05+0j)
IIIIIIIZIIZIXX (-3.110511559118674e-07+0j)
IIIIIIIZIIIZYY (-3.110511559118674e-07+0j)
IIIIIIZZZIIIXX (-3.51019737371126e-06+0j)
IIIIIIZZZIZZYY (-3.51019737371126e-06+0j)
IIXIXYYZZIIIXX (-3.6985883164443675e-07+0j)
IIXIXXXIIIZIXX (-3.6985883164443675e-07+0j)
IIXIXYYZZIZZYY (-3.6985883164443675e-07+0j)
IIXIXXXIIIIZYY (-3.6985883164443675e-07+0j)
IIXYZIYZZIIIXX (-0.0064804708793545+0j)
IIXXZIXIIIZIXX (-0.0064804708793545+0j)
IIXYZIYZZIZZYY (-0.0064804708793545+0j)
IIXXZIXIIIIZYY (-0.0064804708793545+0j)
IIIIIZIIIIZIXX (-5.211534019990099e-07+0j)
IIIIIZIIIIIZYY (-5.211534019990099e-07+0j)
IIIIZXIIIIZIXX (2.475227506582206e-07+0j)
IIIIIXIIIIZIXX (-2.475227506582206e-07+0j)
IIIIZXIIIIIZYY (2.475227506582206e-07+0j)
IIIIIXIIIIIZYY (-2.475227506582206e-07+0j)
IIIYYXIIIIZIXX (-0.008433290932199982+0j)
IIIXYYIIIIZIXX (0.008433290932199982+0j)
IIIYYXIIIIIZYY (-0.008433290932199982+0j)
IIIXYYIIIIIZYY (0.008433290932199982+0j)
YIYIXXIIIIZIXX (-2.3100612041166014e-07+0j)
XZYIXYIIIIZIXX (2.3100612041166014e-07+0j)
YIYIXXIIIIIZYY (-2.3100612041166014e-07+0j)
XZYIXYIIIIIZYY (2.3100612041166014e-07+0j)
IIIIZZIIIIZIXX (-2.1520760074265743e-07+0j)
IIIIZZIIIIIZYY (-2.1520760074265743e-07+0j)
IIIYYZIIIIZIXX (0.0029030163076014005+0j)
IIIXXIIIIIZIXX (0.0029030163076014005+0j)
IIIYYZIIIIIZYY (0.0029030163076014005+0j)
IIIXXIIIIIIZYY (0.0029030163076014005+0j)
YIYIXZIIIIZIXX (1.0106852979429907e-07+0j)
XZYIYIIIIIZIXX (-1.0106852979429907e-07+0j)
YIYIXZIIIIIZYY (1.0106852979429907e-07+0j)
XZYIYIIIIIIZYY (-1.0106852979429907e-07+0j)
IIIZIIIIIIZIXX (4.4045204876304944e-07+0j)
IIIZIIIIIIIZYY (4.4045204876304944e-07+0j)
YIYXZIIIIIZIXX (0.0025202914688865416+0j)
XZYYZIIIIIZIXX (-0.0025202914688865416+0j)
YIYXZIIIIIIZYY (0.0025202914688865416+0j)
XZYYZIIIIIIZYY (-0.0025202914688865416+0j)
IIZZZIIIIIZIXX (-3.5098401446652174e-05+0j)
IIZZZIIIIIIZYY (-3.5098401446652174e-05+0j)
XYYZZIIIIIZIXX (3.519406764420733e-05+0j)
XXXIIIIIIIZIXX (3.519406764420733e-05+0j)
XYYZZIIIIIIZYY (3.519406764420733e-05+0j)
XXXIIIIIIIIZYY (3.519406764420733e-05+0j)
IZIIIIIIIIZIXX (-3.548335520511854e-05+0j)
IZIIIIIIIIIZYY (-3.548335520511854e-05+0j)
ZZIIIIIIIIZIXX (-1.7601991030685704e-07+0j)
ZZIIIIIIIIIZYY (-1.7601991030685704e-07+0j)
IIIIIIIYZZYIXX (-0.0018073021352915891+0j)
IIIIIIIXZZYIXY (0.0018073021352915891+0j)
IIIIIIIYZXYIXX (-0.001745697225771899+0j)
IIIIIIIYIXYIXX (0.001745697225771919+0j)
IIIIIIIXZXYIXY (0.001745697225771919+0j)
IIIIIIIXIXYIXY (-0.001745697225771899+0j)
IIYIIIYZYYXIXX (0.0032579560659817615+0j)
IIXZZIXIXYYIXX (0.0032579560659817615+0j)
IIYIIIYZYXXIXY (-0.0032579560659817615+0j)
IIXZZIXIXXYIXY (-0.0032579560659817615+0j)
XYZIIIYZYYXIXX (-0.003240186978386336+0j)
XXZIIIXIXYYIXX (-0.003240186978386336+0j)
XYZIIIYZYXXIXY (0.003240186978386336+0j)
XXZIIIXIXXYIXY (0.003240186978386336+0j)
IIZIXXIIXYYIXX (-0.004239706026691158+0j)
IIIZYYIIXYYIXX (-0.004239706026691158+0j)
IIZIXXIIXXYIXY (0.004239706026691158+0j)
IIIZYYIIXXYIXY (0.004239706026691158+0j)
XYYIXXIIXYYIXX (-0.004216582415985122+0j)
XXYIXYIIXYYIXX (0.004216582415985122+0j)
XYYIXXIIXXYIXY (0.004216582415985122+0j)
XXYIXYIIXXYIXY (-0.004216582415985122+0j)
IIZIXZIIXYYIXX (0.0014594463593648902+0j)
IIIZXIIIXYYIXX (-0.0014594463593648902+0j)
IIZIXZIIXXYIXY (-0.0014594463593648902+0j)
IIIZXIIIXXYIXY (0.0014594463593648902+0j)
XYYIXZIIXYYIXX (0.0014514864514731962+0j)
XXYIYIIIXYYIXX (-0.0014514864514731962+0j)
XYYIXZIIXXYIXY (-0.0014514864514731962+0j)
XXYIYIIIXXYIXY (0.0014514864514731962+0j)
IIZXZIIIXYYIXX (-1.3491794527142e-07+0j)
IIIXIIIIXYYIXX (1.3491794527142e-07+0j)
IIZXZIIIXXYIXY (1.3491794527142e-07+0j)
IIIXIIIIXXYIXY (-1.3491794527142e-07+0j)
XYYXZIIIXYYIXX (-1.341820947149951e-07+0j)
XXYYZIIIXYYIXX (1.341820947149951e-07+0j)
XYYXZIIIXXYIXY (1.341820947149951e-07+0j)
XXYYZIIIXXYIXY (-1.341820947149951e-07+0j)
YIYZZIIIXYYIXX (-0.0012670373912509198+0j)
XZXIIIIIXYYIXX (-0.0012670373912509198+0j)
YIYZZIIIXXYIXY (0.0012670373912509198+0j)
XZXIIIIIXXYIXY (0.0012670373912509198+0j)
ZXIIIIIIXYYIXX (-0.001260126893400153+0j)
IXIIIIIIXYYIXX (0.001260126893400153+0j)
ZXIIIIIIXXYIXY (0.001260126893400153+0j)
IXIIIIIIXXYIXY (-0.001260126893400153+0j)
IIIIIIIYIZYIXX (-0.0017882076471246399+0j)
IIIIIIIXIZYIXY (0.0017882076471246399+0j)
IIYIIIYZXIXIXX (0.003240186978386336+0j)
IIXZZIXIYIYIXX (-0.003240186978386336+0j)
IIYIIIYZYZXIXY (0.003240186978386336+0j)
IIXZZIXIXZYIXY (0.003240186978386336+0j)
XYZIIIYZXIXIXX (-0.0032225148044593833+0j)
XXZIIIXIYIYIXX (0.0032225148044593833+0j)
XYZIIIYZYZXIXY (-0.0032225148044593833+0j)
XXZIIIXIXZYIXY (-0.0032225148044593833+0j)
IIZIXXIIYIYIXX (0.0042165824159851135+0j)
IIIZYYIIYIYIXX (0.0042165824159851135+0j)
IIZIXXIIXZYIXY (-0.0042165824159851135+0j)
IIIZYYIIXZYIXY (-0.0042165824159851135+0j)
XYYIXXIIYIYIXX (0.004193584922837425+0j)
XXYIXYIIYIYIXX (-0.004193584922837425+0j)
XYYIXXIIXZYIXY (-0.004193584922837425+0j)
XXYIXYIIXZYIXY (0.004193584922837425+0j)
IIZIXZIIYIYIXX (-0.0014514864514732005+0j)
IIIZXIIIYIYIXX (0.0014514864514732005+0j)
IIZIXZIIXZYIXY (0.0014514864514732005+0j)
IIIZXIIIXZYIXY (-0.0014514864514732005+0j)
XYYIXZIIYIYIXX (-0.0014435699573961023+0j)
XXYIYIIIYIYIXX (0.0014435699573961023+0j)
XYYIXZIIXZYIXY (0.0014435699573961023+0j)
XXYIYIIIXZYIXY (-0.0014435699573961023+0j)
IIZXZIIIYIYIXX (1.341820947100908e-07+0j)
IIIXIIIIYIYIXX (-1.341820947100908e-07+0j)
IIZXZIIIXZYIXY (-1.341820947100908e-07+0j)
IIIXIIIIXZYIXY (1.341820947100908e-07+0j)
XYYXZIIIYIYIXX (1.3345025752212376e-07+0j)
XXYYZIIIYIYIXX (-1.3345025752212376e-07+0j)
XYYXZIIIXZYIXY (-1.3345025752212376e-07+0j)
XXYYZIIIXZYIXY (1.3345025752212376e-07+0j)
YIYZZIIIYIYIXX (0.0012601268934001727+0j)
XZXIIIIIYIYIXX (0.0012601268934001727+0j)
YIYZZIIIXZYIXY (-0.0012601268934001727+0j)
XZXIIIIIXZYIXY (-0.0012601268934001727+0j)
ZXIIIIIIYIYIXX (0.0012532540858187626+0j)
IXIIIIIIYIYIXX (-0.0012532540858187626+0j)
ZXIIIIIIXZYIXY (-0.0012532540858187626+0j)
IXIIIIIIXZYIXY (0.0012532540858187626+0j)
IIIIIIZXIIXIXX (0.03841313331172132+0j)
IIIIIIZYIIXIXY (0.03841313331172132+0j)
IIXIXYYXIIXIXX (0.006180635750187792+0j)
IIXIXXXYZIYIXX (-0.006180635750187792+0j)
IIXIXYYYIIXIXY (0.006180635750187792+0j)
IIXIXXXXZIYIXY (0.006180635750187792+0j)
IIXIYIYXIIXIXX (0.0015683443538824472+0j)
IIXIXZXYZIYIXX (-0.0015683443538824472+0j)
IIXIYIYYIIXIXY (0.0015683443538824472+0j)
IIXIXZXXZIYIXY (0.0015683443538824472+0j)
YIZIIIYXIIXIXX (-0.006152434281843615+0j)
XZZIIIXYZIYIXX (0.006152434281843615+0j)
YIZIIIYYIIXIXY (-0.006152434281843615+0j)
XZZIIIXXZIYIXY (-0.006152434281843615+0j)
IIIIIZIYZIYIXX (0.00031459844260117736+0j)
IIIIIZIXZIYIXY (-0.00031459844260117736+0j)
IIIIZXIYZIYIXX (0.005619967200866115+0j)
IIIIIXIYZIYIXX (-0.005619967200866115+0j)
IIIIZXIXZIYIXY (-0.005619967200866115+0j)
IIIIIXIXZIYIXY (0.005619967200866115+0j)
IIIYYXIYZIYIXX (1.8436173330300264e-07+0j)
IIIXYYIYZIYIXX (-1.8436173330300264e-07+0j)
IIIYYXIXZIYIXY (-1.8436173330300264e-07+0j)
IIIXYYIXZIYIXY (1.8436173330300264e-07+0j)
YIYIXXIYZIYIXX (0.003552498226623658+0j)
XZYIXYIYZIYIXX (-0.003552498226623658+0j)
YIYIXXIXZIYIXY (-0.003552498226623658+0j)
XZYIXYIXZIYIXY (0.003552498226623658+0j)
