Jordan-Wigner mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.938363293773717+0j)
YZZYIIIIIIYY (-1.3683682011542968e-06+0j)
XZZXIIIIIIYY (-1.3683682011542968e-06+0j)
YZZYIIIIIIXX (-1.3683682011542968e-06+0j)
XZZXIIIIIIXX (-1.3683682011542968e-06+0j)
IIZIIIIIIIYY (0.009713539487617112+0j)
IIZIIIIIIIXX (0.009713539487617112+0j)
IYYIIIIIIIYY (-0.008853889781702519+0j)
IXXIIIIIIIYY (-0.008853889781702519+0j)
IYYIIIIIIIXX (-0.008853889781702519+0j)
IXXIIIIIIIXX (-0.008853889781702519+0j)
YZYIIIIIIIYY (-1.2770573942891572e-07+0j)
XZXIIIIIIIYY (-1.2770573942891572e-07+0j)
YZYIIIIIIIXX (-1.2770573942891572e-07+0j)
XZXIIIIIIIXX (-1.2770573942891572e-07+0j)
IZIIIIIIIIYY (0.009616712450043873+0j)
IZIIIIIIIIXX (0.009616712450043873+0j)
YYIIIIIIIIYY (-1.27141438459296e-07+0j)
XXIIIIIIIIYY (-1.27141438459296e-07+0j)
YYIIIIIIIIXX (-1.27141438459296e-07+0j)
XXIIIIIIIIXX (-1.27141438459296e-07+0j)
ZIIIIIIIIIYY (-0.017883919393588188+0j)
ZIIIIIIIIIXX (-0.017883919393588188+0j)
IIIIIIYZZIZY (0.019153447679209012+0j)
IIIIIIXZZIZX (0.019153447679209012+0j)
IIIIIIIIZYZY (0.00034135492006829503+0j)
IIIIIIIIZXZX (0.00034135492006829503+0j)
IIIIIIIYYYZY (0.00034288823827153603+0j)
IIIIIIIXXYZY (0.00034288823826471076+0j)
IIIIIIIYYXZX (0.00034288823826471076+0j)
IIIIIIIXXXZX (0.00034288823827153603+0j)
IIIIIIIZIYZY (0.0003451047806609824+0j)
IIIIIIIZIXZX (0.0003451047806609824+0j)
IIIIIIZIIYZY (3.131842827985457e-07+0j)
IIIIIIZIIXZX (3.131842827985457e-07+0j)
IIIIIZIIIYZY (1.5151703434042196e-06+0j)
IIIIIZIIIXZX (1.5151703434042196e-06+0j)
IIIIYYIIIYZY (6.172546461025612e-07+0j)
IIIIXXIIIYZY (6.172546461025612e-07+0j)
IIIIYYIIIXZX (6.172546461025612e-07+0j)
IIIIXXIIIXZX (6.172546461025612e-07+0j)
IIIYZYIIIYZY (0.038693726670742674+0j)
IIIXZXIIIYZY (0.038693726670742674+0j)
IIIYZYIIIXZX (0.038693726670742674+0j)
IIIXZXIIIXZX (0.038693726670742674+0j)
YZZZZYIIIYZY (4.5670754188800805e-07+0j)
XZZZZXIIIYZY (4.5670754188800805e-07+0j)
YZZZZYIIIXZX (4.5670754188800805e-07+0j)
XZZZZXIIIXZX (4.5670754188800805e-07+0j)
IIIIZIIIIYZY (4.5982528274701074e-07+0j)
IIIIZIIIIXZX (4.5982528274701074e-07+0j)
IIIYYIIIIYZY (-0.010883696239446393+0j)
IIIXXIIIIYZY (-0.010883696239446393+0j)
IIIYYIIIIXZX (-0.010883696239446393+0j)
IIIXXIIIIXZX (-0.010883696239446393+0j)
YZZZYIIIIYZY (-1.1113997632579607e-06+0j)
XZZZXIIIIYZY (-1.1113997632579607e-06+0j)
YZZZYIIIIXZX (-1.1113997632579607e-06+0j)
XZZZXIIIIXZX (-1.1113997632579607e-06+0j)
IIIZIIIIIYZY (-2.409334438302589e-06+0j)
IIIZIIIIIXZX (-2.409334438302589e-06+0j)
YZZYIIIIIYZY (-0.010215121302295101+0j)
XZZXIIIIIYZY (-0.010215121302295101+0j)
YZZYIIIIIXZX (-0.010215121302295101+0j)
XZZXIIIIIXZX (-0.010215121302295101+0j)
IIZIIIIIIYZY (0.0003408947809878194+0j)
IIZIIIIIIXZX (0.0003408947809878194+0j)
IYYIIIIIIYZY (0.0003433458681729268+0j)
IXXIIIIIIYZY (0.0003433458681729268+0j)
IYYIIIIIIXZX (0.0003433458681729268+0j)
IXXIIIIIIXZX (0.0003433458681729268+0j)
IZIIIIIIIYZY (0.00034464964625381786+0j)
IZIIIIIIIXZX (0.00034464964625381786+0j)
ZIIIIIIIIYZY (5.105042942134941e-07+0j)
ZIIIIIIIIXZX (5.105042942134941e-07+0j)
IIIIIIIIYIZY (-9.238109454105826e-08+0j)
IIIIIIIIXIZX (-9.238109454105826e-08+0j)
IIIIIIIYIZZY (8.12290033480194e-08+0j)
IIIIIIIXIZZX (8.12290033480194e-08+0j)
IIIIIIYZIZZY (0.009690224732367754+0j)
IIIIIIXZIZZX (0.009690224732367754+0j)
IIIIIIIZYZZY (5.5811925923831965e-08+0j)
IIIIIIIZXZZX (5.5811925923831965e-08+0j)
IIIIIIYYYZZY (0.009515109795538872+0j)
IIIIIIYXXZZY (0.009515109795527159+0j)
IIIIIIXYYZZX (0.009515109795527159+0j)
IIIIIIXXXZZX (0.009515109795538872+0j)
IIIIIZIIYZZY (-2.9017878747511224e-08+0j)
IIIIIZIIXZZX (-2.9017878747511224e-08+0j)
IIYZZYIIYZZY (0.019452651425119403+0j)
IIXZZXIIYZZY (0.019452651425119403+0j)
IIYZZYIIXZZX (0.019452651425119403+0j)
IIXZZXIIXZZX (0.019452651425119403+0j)
IYZZZYIIYZZY (0.01934657415048108+0j)
IXZZZXIIYZZY (0.01934657415048108+0j)
IYZZZYIIXZZX (0.01934657415048108+0j)
IXZZZXIIXZZX (0.01934657415048108+0j)
IIYZYIIIYZZY (-0.0054716040032630284+0j)
IIXZXIIIYZZY (-0.0054716040032630284+0j)
IIYZYIIIXZZX (-0.0054716040032630284+0j)
IIXZXIIIXZZX (-0.0054716040032630284+0j)
IYZZYIIIYZZY (-0.005441766793541656+0j)
IXZZXIIIYZZY (-0.005441766793541656+0j)
IYZZYIIIXZZX (-0.005441766793541656+0j)
IXZZXIIIXZZX (-0.005441766793541656+0j)
YZZZYIIIYZZY (-1.2071200593926498e-07+0j)
XZZZXIIIYZZY (-1.2071200593926498e-07+0j)
YZZZYIIIXZZX (-1.2071200593926498e-07+0j)
XZZZXIIIXZZX (-1.2071200593926498e-07+0j)
IIIZIIIIYZZY (-9.238109454105826e-08+0j)
IIIZIIIIXZZX (-9.238109454105826e-08+0j)
IIYYIIIIYZZY (4.6013908047559543e-07+0j)
IIXXIIIIYZZY (4.6013908047559543e-07+0j)
IIYYIIIIXZZX (4.6013908047559543e-07+0j)
IIXXIIIIXZZX (4.6013908047559543e-07+0j)
IYZYIIIIYZZY (4.5762990821595215e-07+0j)
IXZXIIIIYZZY (4.5762990821595215e-07+0j)
IYZYIIIIXZZX (4.5762990821595215e-07+0j)
IXZXIIIIXZZX (4.5762990821595215e-07+0j)
IIZIIIIIYZZY (-2.8682974586994565e-08+0j)
IIZIIIIIXZZX (-2.8682974586994565e-08+0j)
IYYIIIIIYZZY (1.0969938859758038e-07+0j)
IXXIIIIIYZZY (1.0969938859758038e-07+0j)
IYYIIIIIXZZX (1.0969938859758038e-07+0j)
IXXIIIIIXZZX (1.0969938859758038e-07+0j)
YZYIIIIIYZZY (-0.005135488660134851+0j)
XZXIIIIIYZZY (-0.005135488660134851+0j)
YZYIIIIIXZZX (-0.005135488660134851+0j)
XZXIIIIIXZZX (-0.005135488660134851+0j)
IZIIIIIIYZZY (-2.511193362202853e-08+0j)
IZIIIIIIXZZX (-2.511193362202853e-08+0j)
YYIIIIIIYZZY (-0.005107484321338048+0j)
XXIIIIIIYZZY (-0.005107484321338048+0j)
YYIIIIIIXZZX (-0.005107484321338048+0j)
XXIIIIIIXZZX (-0.005107484321338048+0j)
ZIIIIIIIYZZY (2.1699125986453156e-08+0j)
ZIIIIIIIXZZX (2.1699125986453156e-08+0j)
IIIIIIIYZIZY (-3.1877127367331864e-08+0j)
IIIIIIIXZIZX (-3.1877127367331864e-08+0j)
IIIIIIYIZZZY (0.009586166525585119+0j)
IIIIIIXIZZZX (0.009586166525585119+0j)
IIYZZYIYZZZY (0.01934657415048108+0j)
IIXZZXIYZZZY (0.01934657415048108+0j)
IIYZZYIXZZZX (0.01934657415048108+0j)
IIXZZXIXZZZX (0.01934657415048108+0j)
IYZZZYIYZZZY (0.019241075325954694+0j)
IXZZZXIYZZZY (0.019241075325954694+0j)
IYZZZYIXZZZX (0.019241075325954694+0j)
IXZZZXIXZZZX (0.019241075325954694+0j)
IIYZYIIYZZZY (-0.005441766793541148+0j)
IIXZXIIYZZZY (-0.005441766793541148+0j)
IIYZYIIXZZZX (-0.005441766793541148+0j)
IIXZXIIXZZZX (-0.005441766793541148+0j)
IYZZYIIYZZZY (-0.005412092289134904+0j)
IXZZXIIYZZZY (-0.005412092289134904+0j)
IYZZYIIXZZZX (-0.005412092289134904+0j)
IXZZXIIXZZZX (-0.005412092289134904+0j)
YZZZYIIYZZZY (-1.168101980893525e-07+0j)
XZZZXIIYZZZY (-1.168101980893525e-07+0j)
YZZZYIIXZZZX (-1.168101980893525e-07+0j)
XZZZXIIXZZZX (-1.168101980893525e-07+0j)
IIIZIIIYZZZY (-3.1877127367331864e-08+0j)
IIIZIIIXZZZX (-3.1877127367331864e-08+0j)
IIYYIIIYZZZY (4.576299013906403e-07+0j)
IIXXIIIYZZZY (4.576299013906403e-07+0j)
IIYYIIIXZZZX (4.576299013906403e-07+0j)
IIXXIIIXZZZX (4.576299013906403e-07+0j)
IYZYIIIYZZZY (4.5513440716454724e-07+0j)
IXZXIIIYZZZY (4.5513440716454724e-07+0j)
IYZYIIIXZZZX (4.5513440716454724e-07+0j)
IXZXIIIXZZZX (4.5513440716454724e-07+0j)
IIZIIIIYZZZY (-2.8470385249561003e-08+0j)
IIZIIIIXZZZX (-2.8470385249561003e-08+0j)
IYYIIIIYZZZY (8.09238595458605e-08+0j)
IXXIIIIYZZZY (8.09238595458605e-08+0j)
IYYIIIIXZZZX (8.09238595458605e-08+0j)
IXXIIIIXZZZX (8.09238595458605e-08+0j)
YZYIIIIYZZZY (-0.005107484321349764+0j)
XZXIIIIYZZZY (-0.005107484321349764+0j)
YZYIIIIXZZZX (-0.005107484321349764+0j)
XZXIIIIXZZZX (-0.005107484321349764+0j)
IZIIIIIYZZZY (-2.5072892587481317e-08+0j)
IZIIIIIXZZZX (-2.5072892587481317e-08+0j)
YYIIIIIYZZZY (-0.005079632693048106+0j)
XXIIIIIYZZZY (-0.005079632693048106+0j)
YYIIIIIXZZZX (-0.005079632693048106+0j)
XXIIIIIXZZZX (-0.005079632693048106+0j)
ZIIIIIIYZZZY (3.4412451769773165e-08+0j)
ZIIIIIIXZZZX (3.4412451769773165e-08+0j)
IIIIIZYZZZZY (0.028730372819434195+0j)
IIIIIZXZZZZX (0.028730372819434195+0j)
IIIIYYYZZZZY (-0.00714119469765214+0j)
IIIIXXYZZZZY (-0.00714119469765214+0j)
IIIIYYXZZZZX (-0.00714119469765214+0j)
IIIIXXXZZZZX (-0.00714119469765214+0j)
IIIYZYYZZZZY (4.5670754188800805e-07+0j)
IIIXZXYZZZZY (4.5670754188800805e-07+0j)
IIIYZYXZZZZX (4.5670754188800805e-07+0j)
IIIXZXXZZZZX (4.5670754188800805e-07+0j)
YZZZZYYZZZZY (0.023593084713663795+0j)
XZZZZXYZZZZY (0.023593084713663795+0j)
YZZZZYXZZZZX (0.023593084713663795+0j)
XZZZZXXZZZZX (0.023593084713663795+0j)
IIIIZIYZZZZY (0.0064958601368142336+0j)
IIIIZIXZZZZX (0.0064958601368142336+0j)
IIIYYIYZZZZY (-9.287188868085652e-07+0j)
IIIXXIYZZZZY (-9.287188868085652e-07+0j)
IIIYYIXZZZZX (-9.287188868085652e-07+0j)
IIIXXIXZZZZX (-9.287188868085652e-07+0j)
IIYZYIYZZZZY (-8.616823073418364e-08+0j)
IIXZXIYZZZZY (-8.616823073418364e-08+0j)
IIYZYIXZZZZX (-8.616823073418364e-08+0j)
IIXZXIXZZZZX (-8.616823073418364e-08+0j)
IYZZYIYZZZZY (-8.312633030597193e-08+0j)
IXZZXIYZZZZY (-8.312633030597193e-08+0j)
IYZZYIXZZZZX (-8.312633030597193e-08+0j)
IXZZXIXZZZZX (-8.312633030597193e-08+0j)
YZZZYIYZZZZY (0.014104490090871917+0j)
XZZZXIYZZZZY (0.014104490090871917+0j)
YZZZYIXZZZZX (0.014104490090871917+0j)
XZZZXIXZZZZX (0.014104490090871917+0j)
IIIZIIYZZZZY (0.029368568981504112+0j)
IIIZIIXZZZZX (0.029368568981504112+0j)
YZZYIIYZZZZY (-1.9732001141494837e-07+0j)
XZZXIIYZZZZY (-1.9732001141494837e-07+0j)
YZZYIIXZZZZX (-1.9732001141494837e-07+0j)
XZZXIIXZZZZX (-1.9732001141494837e-07+0j)
IIZIIIYZZZZY (0.014825713392502606+0j)
IIZIIIXZZZZX (0.014825713392502606+0j)
IYYIIIYZZZZY (-0.014622594116876917+0j)
IXXIIIYZZZZY (-0.014622594116876917+0j)
IYYIIIXZZZZX (-0.014622594116876917+0j)
IXXIIIXZZZZX (-0.014622594116876917+0j)
IZIIIIYZZZZY (0.014665799218633225+0j)
IZIIIIXZZZZX (0.014665799218633225+0j)
ZIIIIIYZZZZY (0.013573725802162874+0j)
ZIIIIIXZZZZX (0.013573725802162874+0j)
IIIIIIIIXZIX (-3.773040123889492e-08+0j)
IIIIIIIIYZIY (-3.773040123889492e-08+0j)
IIIIIIIXZZIX (-3.93162258314085e-08+0j)
IIIIIIIYZZIY (-3.93162258314085e-08+0j)
IIIIIIIIIZZI (0.15645227586533766+0j)
IIIIIIYZZYZI (-7.922282063497538e-07+0j)
IIIIIIXZZXZI (-7.922282063497538e-07+0j)
IIIIIIIIZIZI (0.0881328263227276+0j)
IIIIIIIYYIZI (-0.06869404515102817+0j)
IIIIIIIXXIZI (-0.06869404515102817+0j)
IIIIIIIZIIZI (0.08738158127053888+0j)
IIIIIIZIIIZI (0.11553262665746561+0j)
IIIIIZIIIIZI (0.16706063982650654+0j)
IIIIYYIIIIZI (0.010582643050866257+0j)
IIIIXXIIIIZI (0.010582643050866257+0j)
IIIYZYIIIIZI (4.5982528274701074e-07+0j)
IIIXZXIIIIZI (4.5982528274701074e-07+0j)
YZZZZYIIIIZI (0.0064958601368142336+0j)
XZZZZXIIIIZI (0.0064958601368142336+0j)
IIIIZIIIIIZI (0.1733694456013429+0j)
IIIYYIIIIIZI (-4.2223849831863887e-07+0j)
IIIXXIIIIIZI (-4.2223849831863887e-07+0j)
YZZZYIIIIIZI (0.02350677458641437+0j)
XZZZXIIIIIZI (0.02350677458641437+0j)
IIIZIIIIIIZI (0.16781332201989577+0j)
YZZYIIIIIIZI (-5.641692818171402e-07+0j)
XZZXIIIIIIZI (-5.641692818171402e-07+0j)
IIZIIIIIIIZI (0.0938444103254578+0j)
IYYIIIIIIIZI (-0.07437448330882922+0j)
IXXIIIIIIIZI (-0.07437448330882922+0j)
IZIIIIIIIIZI (0.09303104342485512+0j)
ZIIIIIIIIIZI (0.15644342759960916+0j)
IIIIIIYZZIYI (0.037529342747464695+0j)
IIIIIIXZZIXI (0.037529342747464695+0j)
IIIIIIIIZYYI (-0.00010450721337290379+0j)
IIIIIIIIZXXI (-0.00010450721337290379+0j)
IIIIIIIYYYYI (-0.00010420139254843502+0j)
IIIIIIIXXYYI (-0.00010420139255512571+0j)
IIIIIIIYYXXI (-0.00010420139255512571+0j)
IIIIIIIXXXXI (-0.00010420139254843502+0j)
IIIIIIIZIYYI (-0.0001056467703730015+0j)
IIIIIIIZIXXI (-0.0001056467703730015+0j)
IIIIIIZIIYYI (-1.0750150326968076e-06+0j)
IIIIIIZIIXXI (-1.0750150326968076e-06+0j)
IIIIIZIIIYYI (-1.2763205117973372e-06+0j)
IIIIIZIIIXXI (-1.2763205117973372e-06+0j)
IIIIYYIIIYYI (-2.2070873941367718e-07+0j)
IIIIXXIIIYYI (-2.2070873941367718e-07+0j)
IIIIYYIIIXXI (-2.2070873941367718e-07+0j)
IIIIXXIIIXXI (-2.2070873941367718e-07+0j)
IIIYZYIIIYYI (-0.010883696239446393+0j)
IIIXZXIIIYYI (-0.010883696239446393+0j)
IIIYZYIIIXXI (-0.010883696239446393+0j)
IIIXZXIIIXXI (-0.010883696239446393+0j)
YZZZZYIIIYYI (-9.287188868085652e-07+0j)
XZZZZXIIIYYI (-9.287188868085652e-07+0j)
YZZZZYIIIXXI (-9.287188868085652e-07+0j)
XZZZZXIIIXXI (-9.287188868085652e-07+0j)
IIIIZIIIIYYI (-4.2223849831863887e-07+0j)
IIIIZIIIIXXI (-4.2223849831863887e-07+0j)
IIIYYIIIIYYI (0.011361046154558104+0j)
IIIXXIIIIYYI (0.011361046154558104+0j)
IIIYYIIIIXXI (0.011361046154558104+0j)
IIIXXIIIIXXI (0.011361046154558104+0j)
YZZZYIIIIYYI (-2.2805892453261371e-07+0j)
XZZZXIIIIYYI (-2.2805892453261371e-07+0j)
YZZZYIIIIXXI (-2.2805892453261371e-07+0j)
XZZZXIIIIXXI (-2.2805892453261371e-07+0j)
IIIZIIIIIYYI (-2.959726118063426e-07+0j)
IIIZIIIIIXXI (-2.959726118063426e-07+0j)
YZZYIIIIIYYI (-0.0026265471402276436+0j)
XZZXIIIIIYYI (-0.0026265471402276436+0j)
YZZYIIIIIXXI (-0.0026265471402276436+0j)
XZZXIIIIIXXI (-0.0026265471402276436+0j)
IIZIIIIIIYYI (-0.00010441034173545947+0j)
IIZIIIIIIXXI (-0.00010441034173545947+0j)
IYYIIIIIIYYI (-0.00010429773593327682+0j)
IXXIIIIIIYYI (-0.00010429773593327682+0j)
IYYIIIIIIXXI (-0.00010429773593327682+0j)
IXXIIIIIIXXI (-0.00010429773593327682+0j)
IZIIIIIIIYYI (-0.00010555095236461819+0j)
IZIIIIIIIXXI (-0.00010555095236461819+0j)
ZIIIIIIIIYYI (-1.3289399674874648e-07+0j)
